,[2. 2. 1.],[3. 1. 1.],[3. 2. 0.],[4. 1. 0.],[5. 0. 0.]
[2. 2. 2.],1.0,1.0,-0.0,1.0,1.0
[3. 2. 1.],0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
[3. 3. 0.],1.0,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333
[4. 1. 1.],-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
[4. 2. 0.],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
[5. 1. 0.],-0.6666666666666666,-0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666666
[6. 0. 0.],-1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
