,[2. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 2. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 2. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 2. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 0. 0. 0. 0. 0. 0. 0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.]
[5. 2. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9841269841269841,-1.0,-1.0,-1.0,-0.9523809523809523,-0.9007936507936508,-0.9047619047619048,-0.8095238095238095,-0.7142857142857143,-0.6190476190476191,-1.0,-0.9047619047619048,-0.7857142857142857,-0.6388888888888888,-0.6904761904761905,-0.5317460317460317,-0.2619047619047619,-0.35714285714285715,-0.0873015873015873,-0.8809523809523809,-0.7261904761904762,-0.5476190476190477,-0.4444444444444444,-0.1984126984126984,0.0,0.5555555555555556,-0.6190476190476191,-0.4007936507936508,-0.1111111111111111,-0.0873015873015873,0.4722222222222222,-0.2261904761904762,0.0873015873015873,0.4722222222222222,0.2619047619047619,0.6944444444444444,0.75,1.0
[5. 3. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8412698412698413,-1.0,-1.0,-1.0,-0.8551587301587301,-1.0,-0.8809523809523809,-0.5595238095238095,-0.5992063492063492,-1.0,-1.0,-0.8373015873015873,-0.5079365079365079,-0.8690476190476191,-0.5416666666666666,-0.0873015873015873,-0.5317460317460317,-0.0873015873015873,-1.0,-0.8690476190476191,-0.5416666666666666,-0.5952380952380952,-0.0992063492063492,-0.0992063492063492,0.5555555555555556,-0.8571428571428571,-0.5317460317460317,-0.0873015873015873,-0.0992063492063492,0.4722222222222222,-0.4880952380952381,0.0,0.5833333333333334,0.0873015873015873,0.6111111111111112,0.7222222222222222,1.0
[5. 4. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8333333333333334,-0.8333333333333334,-1.0,-1.0,-1.0,-0.875,-1.0,-0.875,-0.4444444444444444,-0.9166666666666666,-0.5555555555555556,-1.0,-1.0,-0.9166666666666666,-0.9166666666666666,-0.5833333333333334,-0.6944444444444444,-0.2222222222222222,-1.0,-0.9166666666666666,-0.6111111111111112,-0.6111111111111112,-0.1111111111111111,-0.9166666666666666,-0.6111111111111112,0.0,-0.6111111111111112,0.0,0.0,0.7777777777777778
[6. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9603174603174603,-1.0,-1.0,-1.0,-0.9126984126984127,-1.0,-0.8412698412698413,-0.5634920634920635,-0.38492063492063494,-1.0,-1.0,-0.8412698412698413,-0.5634920634920635,-0.7420634920634921,-0.38492063492063494,0.2261904761904762,-0.1626984126984127,0.2261904761904762,-1.0,-0.7420634920634921,-0.38492063492063494,-0.1626984126984127,0.2261904761904762,0.4880952380952381,0.9166666666666666,-0.7222222222222222,-0.27380952380952384,0.15476190476190477,0.44642857142857145,0.9166666666666666,-0.1111111111111111,0.3353174603174603,0.875,0.6388888888888888,0.875,1.0,1.0
[6. 2. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9682539682539683,-1.0,-0.9246031746031746,-0.7817460317460317,-0.7003968253968254,-1.0,-1.0,-0.9246031746031746,-0.751984126984127,-0.8690476190476191,-0.6666666666666666,-0.2619047619047619,-0.5317460317460317,-0.1746031746031746,-1.0,-0.8690476190476191,-0.6329365079365079,-0.5317460317460317,-0.1746031746031746,0.0,0.6111111111111112,-0.8571428571428571,-0.5952380952380952,-0.1984126984126984,-0.0992063492063492,0.5833333333333334,-0.4880952380952381,-0.0992063492063492,0.4722222222222222,0.0873015873015873,0.5833333333333334,0.7222222222222222,1.0
[6. 3. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9166666666666666,-0.9583333333333334,-1.0,-1.0,-1.0,-0.875,-1.0,-0.9166666666666666,-0.6944444444444444,-0.9166666666666666,-0.6111111111111112,-1.0,-1.0,-0.875,-0.9166666666666666,-0.5833333333333334,-0.6111111111111112,0.0,-1.0,-0.9166666666666666,-0.5833333333333334,-0.6944444444444444,-0.1111111111111111,-0.9166666666666666,-0.6111111111111112,-0.1111111111111111,-0.6111111111111112,0.0,0.0,0.7777777777777778
[7. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8412698412698413,-0.7817460317460317,-1.0,-1.0,-1.0,-0.8412698412698413,-1.0,-0.7817460317460317,-0.2619047619047619,-0.7142857142857143,-0.2619047619047619,-1.0,-1.0,-0.7817460317460317,-0.7142857142857143,-0.2619047619047619,-0.0873015873015873,0.6111111111111112,-1.0,-0.7142857142857143,-0.2619047619047619,-0.0873015873015873,0.6111111111111112,-0.75,-0.1984126984126984,0.5833333333333334,-0.1111111111111111,0.4722222222222222,0.6944444444444444,1.0
[7. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9583333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9583333333333334,-0.75,-0.9166666666666666,-0.7222222222222222,-1.0,-1.0,-0.9583333333333334,-0.9166666666666666,-0.7222222222222222,-0.6111111111111112,0.0,-1.0,-0.9166666666666666,-0.6944444444444444,-0.6111111111111112,0.0,-0.9166666666666666,-0.6944444444444444,-0.1111111111111111,-0.6111111111111112,-0.1111111111111111,0.0,0.7777777777777778
[8. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-1.0,-1.0,-1.0,-1.0,-0.75,-0.7222222222222222,0.0,-1.0,-1.0,-0.75,-0.7222222222222222,0.0,-1.0,-0.7222222222222222,0.0,-0.8055555555555556,-0.1111111111111111,-0.1111111111111111,0.7777777777777778
[9. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7777777777777778,-1.0,-1.0,-1.0,-1.0,-0.7777777777777778,-1.0,-1.0,-0.7777777777777778,-1.0,-0.7777777777777778,-0.8888888888888888,-0.1111111111111111
