,[1. 1. 1.],[2. 1. 0.],[3. 0. 0.]
[2. 2. 1.],1.0,1.0,1.0
[3. 1. 1.],1.0,0.6666666666666666,1.0
[3. 2. 0.],1.0,0.8333333333333334,0.6666666666666666
[4. 1. 0.],-0.0,0.3333333333333333,0.6666666666666666
[5. 0. 0.],-1.0,-0.3333333333333333,0.3333333333333333
