,[2. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 2. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 2. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 2. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 0. 0. 0. 0. 0. 0. 0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.]
[2. 1. 1. 1. 1. 1. 1. 1. 1.],-0.0,-0.1111111111111111,-0.2222222222222222,-0.3333333333333333,-0.4444444444444444,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 1. 1. 1. 1. 1. 1. 0.],0.1111111111111111,-0.0,-0.09523809523809523,-0.1865079365079365,-0.2857142857142857,0.5833333333333334,0.45634920634920634,0.35714285714285715,0.27380952380952384,0.7698412698412699,0.7222222222222222,0.7023809523809523,1.0,0.9206349206349206,0.8690476190476191,0.8253968253968254,0.8015873015873016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 1. 1. 1. 1. 0. 0.],0.2222222222222222,0.09523809523809523,-0.0,-0.08888888888888889,-0.19047619047619047,0.4166666666666667,0.31746031746031744,0.24047619047619048,0.17142857142857143,0.4984126984126984,0.4579365079365079,0.4444444444444444,0.7023809523809523,0.7857142857142857,0.7126984126984127,0.6698412698412698,0.6587301587301587,0.8380952380952381,0.8412698412698413,1.0,1.0,1.0,0.9563492063492064,0.9333333333333333,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 1. 1. 0. 0. 0.],0.3333333333333333,0.1865079365079365,0.08888888888888889,-0.0,-0.1111111111111111,0.2777777777777778,0.21428571428571427,0.15158730158730158,0.0873015873015873,0.2619047619047619,0.21904761904761905,0.19047619047619047,0.3055555555555556,0.6190476190476191,0.5619047619047619,0.5333333333333333,0.5476190476190477,0.5904761904761905,0.6071428571428571,0.7619047619047619,0.8531746031746031,0.9206349206349206,0.8492063492063492,0.8222222222222222,0.8373015873015873,0.8531746031746031,0.9206349206349206,1.0,1.0,0.9650793650793651,0.9642857142857143,0.9841269841269841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 2. 0. 0. 0. 0.],0.4444444444444444,0.2857142857142857,0.19047619047619047,0.1111111111111111,-0.0,0.16666666666666666,0.12698412698412698,0.07142857142857142,-0.0,0.06349206349206349,-0.0,-0.1111111111111111,-0.07142857142857142,0.4444444444444444,0.4126984126984127,0.3968253968253968,0.4444444444444444,0.3333333333333333,0.3253968253968254,0.2857142857142857,0.6031746031746031,0.7222222222222222,0.6825396825396826,0.6746031746031746,0.7222222222222222,0.6031746031746031,0.7222222222222222,0.8412698412698413,1.0,0.8571428571428571,0.8809523809523809,1.0,0.8412698412698413,1.0,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0
[3. 1. 1. 1. 1. 1. 1. 1. 0.],-0.7777777777777778,-0.5833333333333334,-0.4166666666666667,-0.2777777777777778,-0.16666666666666666,-0.0,0.09722222222222222,0.16666666666666666,0.20833333333333334,0.75,0.7222222222222222,0.7222222222222222,1.0,0.6944444444444444,0.6527777777777778,0.6388888888888888,0.6527777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 1. 1. 1. 1. 1. 0. 0.],-0.6666666666666666,-0.45634920634920634,-0.31746031746031744,-0.21428571428571427,-0.12698412698412698,-0.09722222222222222,-0.0,0.07738095238095238,0.14285714285714285,0.4126984126984127,0.46164021164021163,0.5105820105820106,0.8214285714285714,0.4365079365079365,0.45634920634920634,0.4880952380952381,0.5238095238095238,0.7876984126984127,0.8115079365079365,1.0,1.0,1.0,0.8571428571428571,0.8412698412698413,0.8544973544973545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 1. 1. 1. 0. 0. 0.],-0.5555555555555556,-0.35714285714285715,-0.24047619047619048,-0.15158730158730158,-0.07142857142857142,-0.16666666666666666,-0.07738095238095238,-0.0,0.075,0.14603174603174604,0.2246031746031746,0.3134920634920635,0.47619047619047616,0.2261904761904762,0.2908730158730159,0.3547619047619048,0.4226190476190476,0.49682539682539684,0.5793650793650794,0.8412698412698413,0.7976190476190477,0.8809523809523809,0.6428571428571429,0.6753968253968254,0.7261904761904762,0.8373015873015873,0.9047619047619048,1.0,1.0,0.9047619047619048,0.9166666666666666,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 1. 0. 0. 0. 0.],-0.4444444444444444,-0.27380952380952384,-0.17142857142857143,-0.0873015873015873,-0.0,-0.20833333333333334,-0.14285714285714285,-0.075,-0.0,-0.06666666666666667,-0.0,0.09126984126984126,0.07738095238095238,0.06349206349206349,0.1380952380952381,0.21984126984126984,0.3253968253968254,0.20992063492063492,0.30952380952380953,0.4603174603174603,0.49206349206349204,0.6587301587301587,0.4126984126984127,0.49047619047619045,0.5952380952380952,0.5595238095238095,0.7222222222222222,0.8174603174603174,1.0,0.7111111111111111,0.7857142857142857,0.9007936507936508,0.8551587301587301,1.0,0.9126984126984127,0.9682539682539683,1.0,1.0,1.0,1.0,1.0
[3. 3. 1. 1. 1. 1. 0. 0. 0.],-1.0,-0.7698412698412699,-0.4984126984126984,-0.2619047619047619,-0.06349206349206349,-0.75,-0.4126984126984127,-0.14603174603174604,0.06666666666666667,-0.0,0.23174603174603176,0.40476190476190477,0.6587301587301587,-0.2619047619047619,-0.0,0.2,0.35714285714285715,0.4007936507936508,0.5555555555555556,0.9047619047619048,0.7341269841269841,0.8412698412698413,0.3253968253968254,0.49206349206349204,0.6111111111111112,0.8412698412698413,0.9047619047619048,1.0,1.0,0.7936507936507936,0.8412698412698413,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
