,5,6,7
1,1.90299654006958,3.805164098739624,6.013934373855591
2,0.9716126918792725,1.9268224239349365,3.075754404067993
4,0.5622308254241943,1.011112928390503,1.6281909942626953
8,0.4953770637512207,0.9512910842895508,1.4940307140350342
