,10,100,1000,10000,100000,1000000
1/2^1,0.003195524215698242,0.005273580551147461,0.028181791305541992,0.2770872116088867,2.8056845664978027,28.453821659088135
1/2^2,0.003251791000366211,0.0052564144134521484,0.02820730209350586,0.2720913887023926,2.891449213027954,28.872498512268066
1/2^3,0.003276348114013672,0.005342006683349609,0.029445886611938477,0.26395487785339355,2.8457155227661133,28.970659017562866
1/2^4,0.003286123275756836,0.005311250686645508,0.02877664566040039,0.2540256977081299,2.809967517852783,28.810035228729248
1/2^5,0.003264188766479492,0.005287647247314453,0.02843165397644043,0.25902748107910156,2.7475531101226807,28.944180250167847
1/2^6,0.003246784210205078,0.005307435989379883,0.02864837646484375,0.2576944828033447,2.6602728366851807,28.66017985343933
1/2^7,0.003265380859375,0.005388498306274414,0.029916763305664062,0.25795435905456543,2.569267749786377,28.28175640106201
1/2^8,0.003236055374145508,0.005278348922729492,0.028741836547851562,0.2572598457336426,2.5286011695861816,27.579914331436157
1/2^9,0.0032529830932617188,0.005335330963134766,0.02841472625732422,0.26033496856689453,2.560957908630371,26.65521001815796
1/2^10,0.0032584667205810547,0.005307435989379883,0.028822660446166992,0.26244282722473145,2.546489715576172,25.80532455444336
