,[2. 2. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 2. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 2. 1. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1.],[3. 2. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 2. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 2. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 0. 0.],[3. 3. 2. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 0. 0. 0. 0.],[3. 3. 3. 2. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 0.],[4. 2. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 2. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 2. 1. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 0. 0. 0.],[4. 3. 2. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 0. 0. 0. 0.],[4. 4. 2. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 0. 0.],[5. 2. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 2. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 2. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 0. 0. 0. 0.],[5. 3. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 0. 0. 0. 0. 0.],[5. 4. 2. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 0. 0. 0.],[6. 2. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 2. 1. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 0. 0. 0. 0. 0.],[6. 3. 2. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 0. 0. 0. 0. 0. 0.],[6. 5. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 0. 0. 0. 0.],[7. 2. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 2. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 0. 0. 0. 0. 0. 0.],[7. 4. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 0. 0. 0. 0. 0.],[8. 2. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 0. 0. 0. 0. 0. 0.],[9. 2. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.]
[2. 2. 1. 1. 1. 1. 1. 1. 1.],-0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,-0.2777777777777778,0.0,0.08333333333333333,0.2222222222222222,0.4166666666666667,1.0,0.0,0.0,0.08333333333333333,0.2222222222222222,0.16666666666666666,0.4166666666666667,1.0,1.0,0.5833333333333334,1.0,1.0,0.0,0.16666666666666666,0.4166666666666667,1.0,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 1. 1. 1. 1. 1. 0.],-0.0,-0.0,-0.015873015873015872,-0.07738095238095238,0.0,0.0,0.031746031746031744,0.007936507936507936,-0.11904761904761904,0.07936507936507936,0.13690476190476192,0.12698412698412698,0.34523809523809523,0.4444444444444444,0.0,0.07936507936507936,0.13690476190476192,0.14682539682539683,0.2619047619047619,0.34523809523809523,0.4444444444444444,0.6527777777777778,0.5238095238095238,0.6527777777777778,1.0,0.15873015873015872,0.2619047619047619,0.34523809523809523,0.4444444444444444,0.5238095238095238,0.6527777777777778,1.0,0.8015873015873016,1.0,1.0,0.4166666666666667,0.5238095238095238,0.6527777777777778,0.8015873015873016,1.0,1.0,1.0,0.6904761904761905,0.8015873015873016,1.0,1.0,1.0,0.9007936507936508,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 1. 1. 1. 0. 0.],-0.0,0.015873015873015872,-0.0,-0.023809523809523808,0.0,0.07142857142857142,0.05,0.007142857142857143,-0.03968253968253968,0.17857142857142858,0.11666666666666667,0.047619047619047616,0.23412698412698413,0.16666666666666666,0.16666666666666666,0.17857142857142858,0.14047619047619048,0.07936507936507936,0.3142857142857143,0.25,0.16666666666666666,0.40476190476190477,0.4714285714285714,0.40476190476190477,0.5833333333333334,0.34523809523809523,0.3142857142857143,0.25793650793650796,0.16666666666666666,0.4714285714285714,0.40476190476190477,0.5833333333333334,0.6428571428571429,0.5833333333333334,0.8214285714285714,0.5238095238095238,0.4714285714285714,0.40476190476190477,0.6428571428571429,0.5833333333333334,0.8214285714285714,1.0,0.6904761904761905,0.6428571428571429,0.5833333333333334,0.8214285714285714,1.0,0.8333333333333334,0.8214285714285714,1.0,0.9404761904761905,1.0,1.0,1.0
[2. 2. 2. 2. 2. 1. 0. 0. 0.],0.16666666666666666,0.07738095238095238,0.023809523809523808,-0.0,0.0,0.1865079365079365,0.06746031746031746,0.007936507936507936,-0.007936507936507936,0.16666666666666666,0.05952380952380952,0.003968253968253968,0.08333333333333333,0.047619047619047616,0.5138888888888888,0.26587301587301587,0.12103174603174603,0.03373015873015873,0.2976190476190476,0.14285714285714285,0.047619047619047616,0.19642857142857142,0.39285714285714285,0.19642857142857142,0.2261904761904762,0.5833333333333334,0.3373015873015873,0.1626984126984127,0.047619047619047616,0.39285714285714285,0.19642857142857142,0.2261904761904762,0.4642857142857143,0.2261904761904762,0.5238095238095238,0.6527777777777778,0.4027777777777778,0.19642857142857142,0.4642857142857143,0.2261904761904762,0.5238095238095238,0.5833333333333334,0.7222222222222222,0.4642857142857143,0.2261904761904762,0.5238095238095238,0.5833333333333334,0.7916666666666666,0.5238095238095238,0.5833333333333334,0.8611111111111112,0.5833333333333334,0.9305555555555556,1.0
[3. 1. 1. 1. 1. 1. 1. 1. 1.],-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,1.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.4444444444444444,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 1. 1. 1. 1. 1. 1. 0.],-0.0,-0.0,-0.07142857142857142,-0.1865079365079365,-0.0,-0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.1865079365079365,0.2261904761904762,0.5138888888888888,0.0,0.0,0.09523809523809523,0.24404761904761904,0.09523809523809523,0.2857142857142857,0.5833333333333334,0.5833333333333334,0.34523809523809523,0.6428571428571429,1.0,0.0,0.12698412698412698,0.34523809523809523,0.6527777777777778,0.34523809523809523,0.6428571428571429,1.0,0.7023809523809523,1.0,1.0,0.15873015873015872,0.40674603174603174,0.7023809523809523,0.7023809523809523,1.0,1.0,1.0,0.46825396825396826,0.751984126984127,1.0,1.0,1.0,0.8015873015873016,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 1. 1. 1. 1. 0. 0.],-0.0,-0.031746031746031744,-0.05,-0.06746031746031746,-0.0,-0.0,-0.0,0.0,0.0,0.047619047619047616,0.06825396825396825,0.08994708994708994,0.1626984126984127,0.2261904761904762,0.0,0.06349206349206349,0.10238095238095238,0.1388888888888889,0.1523809523809524,0.2105820105820106,0.2857142857142857,0.34523809523809523,0.3142857142857143,0.40476190476190477,0.5833333333333334,0.09523809523809523,0.18888888888888888,0.2611111111111111,0.34523809523809523,0.3142857142857143,0.40476190476190477,0.5833333333333334,0.5238095238095238,0.6428571428571429,0.7619047619047619,0.2619047619047619,0.36666666666666664,0.4642857142857143,0.5238095238095238,0.6428571428571429,0.7619047619047619,1.0,0.4714285714285714,0.5793650793650794,0.7023809523809523,0.7619047619047619,1.0,0.6904761904761905,0.8015873015873016,1.0,0.8809523809523809,1.0,1.0,1.0
[3. 2. 2. 2. 1. 1. 0. 0. 0.],-0.027777777777777776,-0.007936507936507936,-0.007142857142857143,-0.007936507936507936,-0.0,-0.0,-0.0,-0.0,0.0,0.027777777777777776,0.02619047619047619,0.02619047619047619,0.06825396825396825,0.07738095238095238,0.1111111111111111,0.09722222222222222,0.08571428571428572,0.07103174603174603,0.1388888888888889,0.12261904761904761,0.10714285714285714,0.16666666666666666,0.25,0.21428571428571427,0.2261904761904762,0.2261904761904762,0.20436507936507936,0.176984126984127,0.13690476190476192,0.251984126984127,0.21428571428571427,0.2261904761904762,0.35714285714285715,0.2857142857142857,0.4642857142857143,0.34523809523809523,0.30952380952380953,0.2619047619047619,0.35714285714285715,0.2857142857142857,0.4642857142857143,0.5833333333333334,0.46825396825396826,0.4166666666666667,0.34523809523809523,0.4642857142857143,0.5833333333333334,0.5952380952380952,0.5297619047619048,0.5833333333333334,0.7261904761904762,0.6527777777777778,0.8611111111111112,1.0
[3. 2. 2. 2. 2. 0. 0. 0. 0.],0.2777777777777778,0.11904761904761904,0.03968253968253968,0.007936507936507936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09523809523809523,-0.044444444444444446,-0.007936507936507936,-0.047619047619047616,0.015873015873015872,0.16666666666666666,0.10317460317460317,0.05555555555555555,0.023809523809523808,0.025396825396825397,0.031746031746031744,0.023809523809523808,0.047619047619047616,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.3253968253968254,0.18253968253968253,0.0873015873015873,0.031746031746031744,0.12698412698412698,0.07142857142857142,0.047619047619047616,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.40476190476190477,0.21428571428571427,0.09523809523809523,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.16666666666666666,0.4365079365079365,0.2222222222222222,0.09523809523809523,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.4444444444444444
[3. 3. 1. 1. 1. 1. 1. 0. 0.],-0.0,-0.07936507936507936,-0.17857142857142858,-0.16666666666666666,-0.0,-0.0,-0.047619047619047616,-0.027777777777777776,0.09523809523809523,-0.0,0.023809523809523808,0.13095238095238096,0.0992063492063492,0.2857142857142857,0.0,0.0,0.03968253968253968,0.18253968253968253,0.047619047619047616,0.16534391534391535,0.40476190476190477,0.2857142857142857,0.17857142857142858,0.40476190476190477,0.5833333333333334,0.0,0.07936507936507936,0.24867724867724866,0.5238095238095238,0.17857142857142858,0.40476190476190477,0.5833333333333334,0.40476190476190477,0.7023809523809523,0.7023809523809523,0.07936507936507936,0.2619047619047619,0.5238095238095238,0.40476190476190477,0.7023809523809523,0.7023809523809523,1.0,0.2619047619047619,0.5238095238095238,0.8015873015873016,0.7023809523809523,1.0,0.5238095238095238,0.8015873015873016,1.0,0.8015873015873016,1.0,1.0,1.0
