,[2. 2. 2. 2. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 1. 1. 1. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 1. 1. 1. 1. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1.],[3. 3. 2. 1. 1. 1. 1. 1. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 1.],[4. 2. 2. 1. 1. 1. 1. 1. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1.],[5. 2. 1. 1. 1. 1. 1. 1. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.]
[2. 2. 2. 2. 1. 1. 1. 1. 1.],-0.0,-0.007936507936507936,-0.047619047619047616,0.0,0.007936507936507936,-0.03968253968253968,-0.16666666666666666,0.0,0.03968253968253968,0.047619047619047616,-0.11904761904761904,0.16666666666666666,0.16666666666666666,-0.2777777777777778,0.4444444444444444,0.0,0.03968253968253968,0.047619047619047616,-0.03968253968253968,0.11904761904761904,0.16666666666666666,0.16666666666666666,-0.11904761904761904,0.40476190476190477,0.4444444444444444,1.0,0.35714285714285715,0.40476190476190477,0.4444444444444444,0.7222222222222222,1.0,1.0,0.0,0.11904761904761904,0.16666666666666666,0.16666666666666666,-0.03968253968253968,0.35714285714285715,0.40476190476190477,0.4444444444444444,0.7222222222222222,1.0,0.6428571428571429,0.7222222222222222,1.0,1.0,1.0,0.8809523809523809,1.0,1.0,0.2777777777777778,0.35714285714285715,0.40476190476190477,0.4444444444444444,0.6428571428571429,0.7222222222222222,1.0,1.0,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,0.5952380952380952,0.6428571428571429,0.7222222222222222,1.0,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 2. 1. 1. 1. 0.],0.007936507936507936,-0.0,0.0,0.03571428571428571,0.023809523809523808,-0.023809523809523808,-0.03968253968253968,0.08333333333333333,0.13690476190476192,0.04365079365079365,-0.07738095238095238,0.2619047619047619,0.07539682539682539,-0.16666666666666666,0.16666666666666666,0.08333333333333333,0.13690476190476192,0.07341269841269842,-0.015873015873015872,0.34523809523809523,0.2619047619047619,0.1349206349206349,-0.047619047619047616,0.4166666666666667,0.2361111111111111,0.4444444444444444,0.5238095238095238,0.4166666666666667,0.26587301587301587,0.5952380952380952,0.4444444444444444,0.7916666666666666,0.1111111111111111,0.34523809523809523,0.2619047619047619,0.15476190476190477,-0.007936507936507936,0.5238095238095238,0.4166666666666667,0.26587301587301587,0.5952380952380952,0.4444444444444444,0.6904761904761905,0.5952380952380952,0.4444444444444444,0.7916666666666666,1.0,0.8333333333333334,0.7916666666666666,1.0,0.6527777777777778,0.5238095238095238,0.4166666666666667,0.2757936507936508,0.6904761904761905,0.5952380952380952,0.4444444444444444,0.7916666666666666,0.8333333333333334,0.7916666666666666,1.0,0.9404761904761905,1.0,1.0,0.8015873015873016,0.6904761904761905,0.5952380952380952,0.4444444444444444,0.8333333333333334,0.7916666666666666,1.0,0.9404761904761905,1.0,1.0,1.0,0.9007936507936508,0.8333333333333334,0.7916666666666666,0.9404761904761905,1.0,1.0,1.0,0.9603174603174603,0.9404761904761905,1.0,1.0,1.0,0.9900793650793651,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 2. 2. 1. 0. 0.],0.047619047619047616,-0.0,-0.0,0.08333333333333333,0.07142857142857142,0.0,0.0,0.027777777777777776,0.24603174603174602,0.047619047619047616,-0.03571428571428571,0.17857142857142858,-0.011904761904761904,-0.08333333333333333,-0.07936507936507936,0.027777777777777776,0.2857142857142857,0.09523809523809523,0.0,0.6428571428571429,0.32142857142857145,0.09523809523809523,-0.011904761904761904,0.32142857142857145,0.0873015873015873,0.16666666666666666,0.7023809523809523,0.39285714285714285,0.1349206349206349,0.4365079365079365,0.16666666666666666,0.5238095238095238,0.0,0.6428571428571429,0.34523809523809523,0.11904761904761904,0.0,0.7023809523809523,0.39285714285714285,0.1349206349206349,0.4365079365079365,0.16666666666666666,0.7619047619047619,0.4603174603174603,0.16666666666666666,0.5238095238095238,0.5833333333333334,0.8214285714285714,0.5238095238095238,0.5833333333333334,1.0,0.7023809523809523,0.40476190476190477,0.14285714285714285,0.7619047619047619,0.4603174603174603,0.16666666666666666,0.5238095238095238,0.8214285714285714,0.5238095238095238,0.5833333333333334,0.8809523809523809,0.5833333333333334,0.9404761904761905,1.0,0.7619047619047619,0.4642857142857143,0.16666666666666666,0.8214285714285714,0.5238095238095238,0.5833333333333334,0.8809523809523809,0.5833333333333334,0.9404761904761905,1.0,1.0,0.8214285714285714,0.5238095238095238,0.8809523809523809,0.5833333333333334,0.9404761904761905,1.0,1.0,0.8809523809523809,0.5833333333333334,0.9404761904761905,1.0,1.0,0.9404761904761905,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 1. 1. 1. 1. 1. 1.],-0.0,-0.03571428571428571,-0.08333333333333333,-0.0,0.0,-0.07936507936507936,-0.34523809523809523,0.0,0.0,0.03571428571428571,-0.07539682539682539,0.047619047619047616,0.13095238095238096,-0.015873015873015872,0.3333333333333333,0.0,0.0,0.047619047619047616,-0.007936507936507936,0.0,0.07142857142857142,0.17857142857142858,0.1349206349206349,0.2261904761904762,0.4166666666666667,1.0,0.11904761904761904,0.2857142857142857,0.5,0.5833333333333334,1.0,1.0,0.0,0.0,0.09523809523809523,0.2261904761904762,0.3253968253968254,0.11904761904761904,0.2857142857142857,0.5,0.5833333333333334,1.0,0.40476190476190477,0.6428571428571429,1.0,1.0,1.0,0.7619047619047619,1.0,1.0,0.0,0.15873015873015872,0.34523809523809523,0.5833333333333334,0.40476190476190477,0.6428571428571429,1.0,1.0,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,0.23809523809523808,0.46825396825396826,0.7023809523809523,1.0,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,0.5952380952380952,0.8015873015873016,1.0,1.0,1.0,1.0,1.0,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 1. 1. 1. 1. 0.],-0.007936507936507936,-0.023809523809523808,-0.07142857142857142,-0.0,-0.0,-0.04206349206349207,-0.13690476190476192,0.0,0.047619047619047616,0.02619047619047619,-0.044444444444444446,0.11587301587301588,0.07341269841269842,-0.047619047619047616,0.16666666666666666,0.0,0.06349206349206349,0.07103174603174603,0.03015873015873016,0.09523809523809523,0.1523809523809524,0.1388888888888889,0.06746031746031746,0.2619047619047619,0.24404761904761904,0.4444444444444444,0.2619047619047619,0.3142857142857143,0.32142857142857145,0.46825396825396826,0.5138888888888888,0.7222222222222222,0.0,0.12698412698412698,0.18888888888888888,0.20436507936507936,0.18253968253968253,0.2619047619047619,0.3142857142857143,0.3253968253968254,0.46825396825396826,0.5138888888888888,0.4714285714285714,0.5238095238095238,0.5833333333333334,0.7222222222222222,1.0,0.6904761904761905,0.7619047619047619,1.0,0.2222222222222222,0.3134920634920635,0.36666666666666664,0.39880952380952384,0.4714285714285714,0.5238095238095238,0.5833333333333334,0.7222222222222222,0.6904761904761905,0.7619047619047619,1.0,0.8809523809523809,1.0,1.0,0.46825396825396826,0.5261904761904762,0.5793650793650794,0.6527777777777778,0.6904761904761905,0.7619047619047619,1.0,0.8809523809523809,1.0,1.0,1.0,0.6904761904761905,0.7325396825396825,0.8015873015873016,0.8809523809523809,1.0,1.0,1.0,0.8587301587301587,0.9007936507936508,1.0,1.0,1.0,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 2. 1. 1. 0. 0.],0.03968253968253968,0.023809523809523808,-0.0,0.07936507936507936,0.04206349206349207,-0.0,-0.031746031746031744,0.027777777777777776,0.08994708994708994,0.02619047619047619,-0.02619047619047619,0.08333333333333333,0.00873015873015873,-0.047619047619047616,0.007936507936507936,0.027777777777777776,0.16534391534391535,0.10238095238095238,0.03968253968253968,0.2857142857142857,0.18412698412698414,0.10238095238095238,0.031746031746031744,0.20238095238095238,0.10714285714285714,0.16666666666666666,0.40476190476190477,0.2904761904761905,0.19047619047619047,0.3333333333333333,0.2261904761904762,0.4642857142857143,0.0,0.34523809523809523,0.2611111111111111,0.176984126984127,0.0873015873015873,0.40476190476190477,0.29444444444444445,0.19444444444444445,0.3373015873015873,0.2261904761904762,0.5238095238095238,0.40634920634920635,0.2857142857142857,0.4642857142857143,0.5833333333333334,0.6428571428571429,0.5238095238095238,0.5833333333333334,0.5833333333333334,0.4642857142857143,0.3626984126984127,0.25793650793650796,0.5238095238095238,0.4076719576719577,0.2857142857142857,0.4642857142857143,0.6428571428571429,0.5238095238095238,0.5833333333333334,0.7619047619047619,0.6428571428571429,0.8809523809523809,0.7023809523809523,0.5793650793650794,0.4701058201058201,0.34523809523809523,0.6428571428571429,0.5238095238095238,0.5833333333333334,0.7619047619047619,0.6428571428571429,0.8809523809523809,1.0,0.8015873015873016,0.6904761904761905,0.5833333333333334,0.7619047619047619,0.6428571428571429,0.8809523809523809,1.0,0.8809523809523809,0.7976190476190477,0.7023809523809523,0.8809523809523809,1.0,0.9404761904761905,0.9007936507936508,1.0,0.9801587301587301,1.0,1.0,1.0
[3. 2. 2. 2. 2. 2. 0. 0. 0.],0.16666666666666666,0.03968253968253968,-0.0,0.34523809523809523,0.13690476190476192,0.031746031746031744,-0.0,0.3055555555555556,0.12698412698412698,0.027777777777777776,-0.007936507936507936,-0.03571428571428571,-0.05952380952380952,-0.031746031746031744,-0.11904761904761904,0.6527777777777778,0.34523809523809523,0.13690476190476192,0.031746031746031744,0.38492063492063494,0.1865079365079365,0.06746031746031746,0.013888888888888888,0.05952380952380952,0.017857142857142856,0.047619047619047616,0.4642857142857143,0.23809523809523808,0.09523809523809523,0.15476190476190477,0.07738095238095238,0.2261904761904762,1.0,0.6527777777777778,0.34523809523809523,0.13690476190476192,0.031746031746031744,0.48412698412698413,0.24603174603174602,0.09722222222222222,0.16666666666666666,0.07738095238095238,0.5357142857142857,0.27380952380952384,0.10714285714285714,0.2261904761904762,0.2261904761904762,0.5714285714285714,0.2857142857142857,0.2261904761904762,1.0,0.6527777777777778,0.34523809523809523,0.13690476190476192,0.5436507936507936,0.2757936507936508,0.10714285714285714,0.2261904761904762,0.5714285714285714,0.2857142857142857,0.2261904761904762,0.5833333333333334,0.2857142857142857,0.5833333333333334,1.0,0.6527777777777778,0.34523809523809523,0.13690476190476192,0.5734126984126984,0.2857142857142857,0.2261904761904762,0.5833333333333334,0.2857142857142857,0.5833333333333334,0.5833333333333334,1.0,0.6527777777777778,0.34523809523809523,0.5833333333333334,0.2857142857142857,0.5833333333333334,0.5833333333333334,1.0,0.6527777777777778,0.34523809523809523,0.5833333333333334,0.5833333333333334,1.0,0.6527777777777778,0.5833333333333334,1.0,0.6527777777777778,1.0,1.0
[3. 3. 1. 1. 1. 1. 1. 1. 1.],-0.0,-0.08333333333333333,-0.027777777777777776,-0.0,-0.0,-0.027777777777777776,-0.3055555555555556,-0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3055555555555556,0.08333333333333333,0.4166666666666667,1.0,0.0,0.16666666666666666,0.5833333333333334,0.4166666666666667,1.0,1.0,0.0,0.0,0.0,0.2777777777777778,0.4444444444444444,0.0,0.16666666666666666,0.5833333333333334,0.4166666666666667,1.0,0.16666666666666666,0.5833333333333334,1.0,1.0,1.0,0.5833333333333334,1.0,1.0,0.0,0.0,0.2777777777777778,0.7222222222222222,0.16666666666666666,0.5833333333333334,1.0,1.0,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.2777777777777778,0.7222222222222222,1.0,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 1. 1. 1. 1. 1. 0.],-0.03968253968253968,-0.13690476190476192,-0.24603174603174602,-0.0,-0.047619047619047616,-0.08994708994708994,-0.12698412698412698,-0.0,-0.0,0.0,0.0,0.031746031746031744,0.06746031746031746,0.10714285714285714,0.14285714285714285,0.0,0.0,0.01984126984126984,0.04365079365079365,0.0,0.06349206349206349,0.12566137566137567,0.1865079365079365,0.13690476190476192,0.2526455026455027,0.4444444444444444,0.07936507936507936,0.22023809523809523,0.36507936507936506,0.34523809523809523,0.5833333333333334,0.6527777777777778,0.0,0.0,0.10582010582010581,0.2222222222222222,0.3492063492063492,0.07936507936507936,0.22023809523809523,0.3783068783068783,0.34523809523809523,0.5833333333333334,0.2619047619047619,0.4642857142857143,0.7023809523809523,0.6527777777777778,1.0,0.5238095238095238,0.751984126984127,1.0,0.0,0.13227513227513227,0.3134920634920635,0.503968253968254,0.2619047619047619,0.4642857142857143,0.7023809523809523,0.6527777777777778,0.5238095238095238,0.751984126984127,1.0,0.8015873015873016,1.0,1.0,0.15873015873015872,0.36507936507936506,0.5793650793650794,0.8015873015873016,0.5238095238095238,0.751984126984127,1.0,0.8015873015873016,1.0,1.0,1.0,0.4166666666666667,0.6349206349206349,0.8346560846560847,0.8015873015873016,1.0,1.0,1.0,0.6904761904761905,0.8677248677248677,1.0,1.0,1.0,0.9007936507936508,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 1. 1. 1. 0. 0.],-0.047619047619047616,-0.04365079365079365,-0.047619047619047616,-0.03571428571428571,-0.02619047619047619,-0.02619047619047619,-0.027777777777777776,-0.0,-0.0,-0.0,0.0,0.02619047619047619,0.02619047619047619,0.027777777777777776,0.047619047619047616,0.0,0.03968253968253968,0.05238095238095238,0.06190476190476191,0.07142857142857142,0.07857142857142857,0.0880952380952381,0.0992063492063492,0.1126984126984127,0.12566137566137567,0.16666666666666666,0.17857142857142858,0.1976190476190476,0.22142857142857142,0.24206349206349206,0.2857142857142857,0.40476190476190477,0.0,0.11904761904761904,0.16507936507936508,0.19285714285714287,0.2222222222222222,0.17857142857142858,0.20952380952380953,0.2373015873015873,0.24867724867724866,0.2857142857142857,0.3142857142857143,0.3547619047619048,0.40476190476190477,0.40476190476190477,0.5833333333333334,0.4714285714285714,0.5238095238095238,0.5833333333333334,0.16666666666666666,0.2619047619047619,0.3103174603174603,0.35079365079365077,0.3142857142857143,0.35873015873015873,0.40476190476190477,0.40476190476190477,0.4714285714285714,0.5238095238095238,0.5833333333333334,0.6428571428571429,0.7023809523809523,0.8214285714285714,0.34523809523809523,0.41904761904761906,0.46904761904761905,0.5238095238095238,0.4714285714285714,0.5238095238095238,0.5833333333333334,0.6428571428571429,0.7023809523809523,0.8214285714285714,1.0,0.5238095238095238,0.580952380952381,0.6349206349206349,0.6428571428571429,0.7023809523809523,0.8214285714285714,1.0,0.6904761904761905,0.7380952380952381,0.8015873015873016,0.8214285714285714,1.0,0.8333333333333334,0.8809523809523809,1.0,0.9404761904761905,1.0,1.0,1.0
