,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768
1/2^1,0.7315233785822021,0.38107310428333585,0.14844354238816118,0.08947903553527946,0.04485878083700991,0.03881290626510457,0.04570601402115593,0.047961620612573155,0.042064726658435234,0.04306030465831655,0.045121255314930435,0.047944813850651205,0.04850540013345076,0.04817530356097935,0.0483446047282583
1/2^2,1.1735395189003435,0.7602009257366317,0.3272980324744908,0.20462863096258102,0.07062658337175337,0.03644443084380186,0.013913569836989121,0.015935727201243866,0.019045208391196167,0.019252154551106286,0.018376943674232905,0.017933105655596762,0.01796096732313423,0.018398936087246718,0.018531615318451947
1/2^3,1.242513984863442,0.9948544752244455,0.6924745744834896,0.3042217132592879,0.1604563247686056,0.07800297837104746,0.030026035535621103,0.014380455298722044,0.009382743688257878,0.0070669984554226125,0.007856500144751845,0.007690300464163165,0.0077767670387532545,0.007993801894936939,0.007262036956453945
1/2^4,1.2840341549863057,1.211782031564769,0.9850558740312936,0.7290389395244548,0.3202836430433946,0.16266285643282688,0.0769535752972367,0.027746330625055417,0.01492063716507721,0.007938639750322723,0.003956589841276032,0.003645012048224344,0.004235864713968842,0.0038946368775594075,0.0035616583638883393
1/2^5,1.305110420154668,1.2628447926202973,1.2027882421992944,1.025135068860597,0.706273629625916,0.30924776440018265,0.15901134045392887,0.0795332857058511,0.029912149896631938,0.015444310049554039,0.008128755023174292,0.004191089938907612,0.0016755736348079686,0.0017658542979769754,0.0020327887463931047
1/2^6,1.3154868134047195,1.2946875268441371,1.253651903909251,1.198400548859295,1.0024856529042054,0.7072048177176571,0.3197978546061392,0.15803372785313888,0.07994108642022288,0.028554749891547573,0.014618236394737071,0.008354099400289396,0.004217417195981813,0.0017703660091278428,0.0007760304627193174
1/2^7,1.3206352973753437,1.3103251044699493,1.289449662066739,1.249078422081088,1.196787738449286,1.001096742665832,0.697210873668902,0.3192754911167171,0.15524316457249313,0.08089214485284801,0.029038122596686335,0.014863536005456595,0.008196592814040712,0.004267500314483356,0.0018804429112949691
1/2^8,1.32319969974419,1.318067393081828,1.3077374671922368,1.2868239214706116,1.247312073414141,1.1955688965596032,1.001133684809787,0.6998024242459762,0.31920320677179137,0.15576064153138092,0.08047188285065987,0.029303189969234186,0.014585409437253343,0.008174124439416567,0.0043259335926193535
1/2^9,1.324479451987188,1.3219190478289584,1.3167817244020965,1.3064419273992907,1.285509323325397,1.2464252009842935,1.1951248935914802,1.0036875619220127,0.6971597147495522,0.31959556476371326,0.1560111401646988,0.08031507316590242,0.029333198721253163,0.01459284126315714,0.0081866023091996
1/2^10,1.3251187172371262,1.3238399588121421,1.3212782902274576,1.3161384577495114,1.3057937240107336,1.28485158904491,1.2460022578769183,1.1949126676045252,1.0010921582876005,0.6977949534728812,0.3195230170088834,0.15601180619094088,0.08038408865123117,0.02938135851223448,0.014565140210573521
