,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6606060606060606,-0.2787878787878788,-0.06060606060606061,-0.0,-0.6606060606060606,-0.2787878787878788,-0.06060606060606061,-0.0,-0.06060606060606061,-0.0,-0.0,-0.0,-0.37575757575757573,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.703030303030303,-0.4681818181818182,-0.2727272727272727,-0.10606060606060606,-0.0,-0.37424242424242427,-0.20404040404040405,-0.07575757575757576,-0.0,-0.050505050505050504,-0.0,-0.0,-0.0,-0.14242424242424243,-0.050505050505050504,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6606060606060606,-0.2787878787878788,-0.06060606060606061,-0.0,-0.703030303030303,-0.32727272727272727,-0.08080808080808081,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.32727272727272727,-0.08080808080808081,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.10101010101010101,-0.13203463203463203,-0.13203463203463203,-0.09884559884559885,0.012987012987012988,-0.03787878787878788,-0.049062049062049064,-0.03571428571428571,0.012987012987012988,-0.008658008658008658,0.012987012987012988,0.045454545454545456,0.045454545454545456,-0.010822510822510822,-0.008658008658008658,0.012987012987012988,0.045454545454545456,0.012987012987012988,0.045454545454545456,0.12121212121212122,0.045454545454545456,0.12121212121212122,-0.0,0.010822510822510822,0.03787878787878788,0.03787878787878788,0.10101010101010101,0.10101010101010101,0.18181818181818182,0.010822510822510822,0.03787878787878788,0.10101010101010101,0.10101010101010101,0.22727272727272727,0.03787878787878788,0.10101010101010101,0.22727272727272727,0.10101010101010101,0.22727272727272727,0.22727272727272727,0.45454545454545453
[5. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.45454545454545453,-0.32727272727272727,-0.24177489177489178,-0.16017316017316016,-0.07575757575757576,-0.0,-0.1696969696969697,-0.11320346320346321,-0.05411255411255411,-0.0,-0.032467532467532464,-0.0,-0.0,-0.0,-0.05670995670995671,-0.027056277056277056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010822510822510822,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6606060606060606,-0.37424242424242427,-0.1696969696969697,-0.045454545454545456,-0.0,-0.421969696969697,-0.20404040404040405,-0.06313131313131314,-0.0,-0.07575757575757576,-0.0,-0.0,-0.0,-0.1696969696969697,-0.050505050505050504,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03787878787878788,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.703030303030303,-0.4681818181818182,-0.2727272727272727,-0.10606060606060606,-0.0,-0.37424242424242427,-0.20404040404040405,-0.07575757575757576,-0.0,-0.050505050505050504,-0.0,-0.0,-0.0,-0.1696969696969697,-0.06313131313131314,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03787878787878788,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6606060606060606,-0.2787878787878788,-0.06060606060606061,-0.0,-0.703030303030303,-0.32727272727272727,-0.08080808080808081,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.37575757575757573,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7454545454545455,-0.42424242424242425,-0.1414141414141414,-0.0,-0.703030303030303,-0.37575757575757573,-0.12121212121212122,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.32727272727272727,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-0.18181818181818182,-0.0,-0.0,-0.0,-0.6181818181818182,-0.18181818181818182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18181818181818182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
