,[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0.],0.2727272727272727,0.12121212121212122,0.045454545454545456,0.012987012987012988,0.0021645021645021645,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09090909090909091,-0.051226551226551224,-0.01875901875901876,-0.0021645021645021645,-0.07142857142857142,-0.015151515151515152,0.006493506493506494,0.015151515151515152,0.18181818181818182,0.10606060606060606,0.05555555555555555,0.024891774891774892,0.008658008658008658,0.02813852813852814,0.022727272727272728,0.017316017316017316,0.008658008658008658,0.015151515151515152,0.022727272727272728,0.015151515151515152,0.11471861471861472,0.06565656565656566,0.030303030303030304,0.06060606060606061,0.022727272727272728,0.06060606060606061,0.3333333333333333,0.18181818181818182,0.08802308802308802,0.03571428571428571,0.010822510822510822,0.12373737373737374,0.06782106782106782,0.030303030303030304,0.06060606060606061,0.022727272727272728,0.16666666666666666,0.08080808080808081,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.18181818181818182,0.08080808080808081,0.06060606060606061,0.4090909090909091,0.21428571428571427,0.09884559884559885,0.03787878787878788,0.16883116883116883,0.08080808080808081,0.030303030303030304,0.06060606060606061,0.18181818181818182,0.08080808080808081,0.06060606060606061,0.18181818181818182,0.08080808080808081,0.18181818181818182,0.44155844155844154,0.22510822510822512,0.10101010101010101,0.03787878787878788,0.18181818181818182,0.08080808080808081,0.06060606060606061,0.18181818181818182,0.08080808080808081,0.18181818181818182,0.18181818181818182,0.4523809523809524,0.22727272727272727,0.10101010101010101,0.18181818181818182,0.08080808080808081,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.22727272727272727,0.10101010101010101,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.22727272727272727,0.18181818181818182,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.45454545454545453
[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0.],-0.0,-0.0,-0.050505050505050504,-0.14242424242424243,-0.17272727272727273,-0.0,-0.0,-0.0,-0.030303030303030304,-0.012121212121212121,0.09090909090909091,-0.0,0.0,0.03535353535353535,0.16363636363636364,0.030303030303030304,0.13737373737373737,0.37424242424242427,0.2787878787878788,0.0,0.0,0.0,0.05303030303030303,0.21212121212121213,0.0,0.050505050505050504,0.19646464646464645,0.4681818181818182,0.14242424242424243,0.37424242424242427,0.6181818181818182,0.050505050505050504,0.20404040404040405,0.4681818181818182,0.37424242424242427,0.703030303030303,0.703030303030303,0.0,0.0,0.07575757575757576,0.26515151515151514,0.5606060606060606,0.050505050505050504,0.20404040404040405,0.4681818181818182,0.37424242424242427,0.703030303030303,0.20404040404040405,0.4681818181818182,0.7772727272727272,0.703030303030303,1.0,0.4681818181818182,0.7772727272727272,1.0,0.0,0.07575757575757576,0.2727272727272727,0.5606060606060606,0.20404040404040405,0.4681818181818182,0.7772727272727272,0.703030303030303,0.4681818181818182,0.7772727272727272,1.0,0.7772727272727272,1.0,1.0,0.07575757575757576,0.2727272727272727,0.5606060606060606,0.8409090909090909,0.4681818181818182,0.7772727272727272,1.0,0.7772727272727272,1.0,1.0,1.0,0.2727272727272727,0.5606060606060606,0.8409090909090909,0.7772727272727272,1.0,1.0,1.0,0.5606060606060606,0.8409090909090909,1.0,1.0,1.0,0.8409090909090909,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0.],-0.0,-0.03787878787878788,-0.08225108225108226,-0.09621212121212121,-0.07532467532467532,-0.0,-0.0,-0.02886002886002886,-0.03636363636363636,-0.012698412698412698,0.051226551226551224,-0.0,-0.0,0.024242424242424242,0.08106060606060606,0.03722943722943723,0.08708513708513708,0.17554112554112555,0.14242424242424243,0.0,0.0,0.005411255411255411,0.04220779220779221,0.11688311688311688,0.021645021645021644,0.05930735930735931,0.12727272727272726,0.24177489177489178,0.1156926406926407,0.20865800865800865,0.2787878787878788,0.08225108225108226,0.16428571428571428,0.2795093795093795,0.24177489177489178,0.37424242424242427,0.421969696969697,0.0,0.032467532467532464,0.09018759018759019,0.17965367965367965,0.31385281385281383,0.08225108225108226,0.16536796536796536,0.2795093795093795,0.24177489177489178,0.37424242424242427,0.19264069264069264,0.3172438672438672,0.4681818181818182,0.421969696969697,0.6606060606060606,0.354978354978355,0.5143939393939394,0.6606060606060606,0.03787878787878788,0.11544011544011544,0.22077922077922077,0.354978354978355,0.19264069264069264,0.3172438672438672,0.4681818181818182,0.421969696969697,0.354978354978355,0.5143939393939394,0.6606060606060606,0.5606060606060606,0.7454545454545455,0.7878787878787878,0.13203463203463203,0.2532467532467532,0.3961038961038961,0.5606060606060606,0.354978354978355,0.5143939393939394,0.6606060606060606,0.5606060606060606,0.7454545454545455,0.7878787878787878,1.0,0.28354978354978355,0.43722943722943725,0.6035353535353535,0.5606060606060606,0.7454545454545455,0.7878787878787878,1.0,0.47835497835497837,0.6464646464646465,0.8181818181818182,0.7878787878787878,1.0,0.6893939393939394,0.8484848484848485,1.0,0.8787878787878788,1.0,1.0,1.0
[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0.],-0.05454545454545454,-0.08787878787878788,-0.07922077922077922,-0.05303030303030303,-0.02077922077922078,-0.0,-0.06060606060606061,-0.06212121212121212,-0.04134199134199134,-0.012121212121212121,0.01875901875901876,-0.03535353535353535,-0.024242424242424242,-0.0,0.02914862914862915,0.012121212121212121,0.03636363636363636,0.06233766233766234,0.05670995670995671,0.0,-0.022727272727272728,-0.005050505050505051,0.024242424242424242,0.05627705627705628,0.013852813852813853,0.03636363636363636,0.06551226551226551,0.09437229437229437,0.06926406926406926,0.09437229437229437,0.08787878787878788,0.07922077922077922,0.10909090909090909,0.13823953823953825,0.13203463203463203,0.14242424242424243,0.19696969696969696,0.030303030303030304,0.047619047619047616,0.07763347763347764,0.10822510822510822,0.13203463203463203,0.08354978354978355,0.11255411255411256,0.13823953823953825,0.13203463203463203,0.14242424242424243,0.15714285714285714,0.18831168831168832,0.20404040404040405,0.19696969696969696,0.2787878787878788,0.24458874458874458,0.2727272727272727,0.2787878787878788,0.08787878787878788,0.12554112554112554,0.16075036075036075,0.18831168831168832,0.15800865800865802,0.18831168831168832,0.20404040404040405,0.19696969696969696,0.24458874458874458,0.2727272727272727,0.2787878787878788,0.3484848484848485,0.37575757575757573,0.4727272727272727,0.1696969696969697,0.21515151515151515,0.25072150072150073,0.2727272727272727,0.24458874458874458,0.2727272727272727,0.2787878787878788,0.3484848484848485,0.37575757575757573,0.4727272727272727,0.6181818181818182,0.2727272727272727,0.31926406926406925,0.35353535353535354,0.3484848484848485,0.37575757575757573,0.4727272727272727,0.6181818181818182,0.3939393939393939,0.4393939393939394,0.47474747474747475,0.4727272727272727,0.6181818181818182,0.5303030303030303,0.5757575757575758,0.6181818181818182,0.6787878787878788,0.7272727272727273,0.8363636363636363,1.0
[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0.],-0.18181818181818182,-0.10984848484848485,-0.050505050505050504,-0.015151515151515152,-0.0008658008658008658,-0.36363636363636365,-0.2,-0.10454545454545454,-0.04588744588744589,-0.012121212121212121,0.0021645021645021645,-0.16363636363636364,-0.08106060606060606,-0.02914862914862915,-0.0,-0.05194805194805195,-0.007215007215007215,0.012987012987012988,0.012987012987012988,-0.22727272727272727,-0.09848484848484848,-0.03192640692640693,0.003246753246753247,0.016233766233766232,-0.07142857142857142,-0.015151515151515152,0.01443001443001443,0.021645021645021644,0.005411255411255411,0.025974025974025976,0.015151515151515152,0.013708513708513708,0.04040404040404041,0.04329004329004329,0.045454545454545456,0.030303030303030304,0.05303030303030303,-0.030303030303030304,0.023809523809523808,0.044733044733044736,0.045454545454545456,0.032467532467532464,0.031746031746031744,0.046897546897546896,0.04329004329004329,0.045454545454545456,0.030303030303030304,0.08585858585858586,0.07575757575757576,0.050505050505050504,0.05303030303030303,0.06060606060606061,0.12121212121212122,0.08838383838383838,0.06060606060606061,0.09090909090909091,0.0992063492063492,0.0882034632034632,0.06493506493506493,0.09018759018759019,0.07575757575757576,0.050505050505050504,0.05303030303030303,0.12121212121212122,0.08838383838383838,0.06060606060606061,0.1414141414141414,0.10101010101010101,0.16161616161616163,0.16883116883116883,0.1471861471861472,0.11363636363636363,0.07575757575757576,0.12121212121212122,0.08838383838383838,0.06060606060606061,0.1414141414141414,0.10101010101010101,0.16161616161616163,0.18181818181818182,0.22510822510822512,0.18181818181818182,0.13257575757575757,0.1414141414141414,0.10101010101010101,0.16161616161616163,0.18181818181818182,0.2727272727272727,0.21212121212121213,0.15151515151515152,0.16161616161616163,0.18181818181818182,0.3181818181818182,0.24242424242424243,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.4090909090909091,0.45454545454545453
[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0.],-0.10909090909090909,-0.1696969696969697,-0.19264069264069264,-0.1683982683982684,-0.08181818181818182,-0.0,-0.06060606060606061,-0.09437229437229437,-0.08917748917748917,-0.03766233766233766,0.07142857142857142,-0.030303030303030304,-0.03722943722943723,-0.012121212121212121,0.05194805194805195,-0.0,0.0329004329004329,0.09437229437229437,0.04632034632034632,0.0,-0.06060606060606061,-0.0670995670995671,-0.02554112554112554,0.07142857142857142,-0.017316017316017316,0.0,0.05627705627705628,0.16017316017316016,0.03722943722943723,0.09437229437229437,0.08787878787878788,0.018614718614718615,0.0670995670995671,0.16017316017316016,0.09437229437229437,0.1696969696969697,0.1696969696969697,0.0,-0.010822510822510822,0.022943722943722943,0.10606060606060606,0.24458874458874458,0.025108225108225107,0.0735930735930736,0.16017316017316016,0.09437229437229437,0.1696969696969697,0.07922077922077922,0.16017316017316016,0.2727272727272727,0.1696969696969697,0.2787878787878788,0.16017316017316016,0.2727272727272727,0.2787878787878788,0.015151515151515152,0.048051948051948054,0.12337662337662338,0.24458874458874458,0.08051948051948052,0.16017316017316016,0.2727272727272727,0.1696969696969697,0.16017316017316016,0.2727272727272727,0.2787878787878788,0.2727272727272727,0.42424242424242425,0.42424242424242425,0.05670995670995671,0.1303030303030303,0.24458874458874458,0.3939393939393939,0.16017316017316016,0.2727272727272727,0.2787878787878788,0.2727272727272727,0.42424242424242425,0.42424242424242425,0.6181818181818182,0.13203463203463203,0.24458874458874458,0.3939393939393939,0.2727272727272727,0.42424242424242425,0.42424242424242425,0.6181818181818182,0.24458874458874458,0.3939393939393939,0.5757575757575758,0.42424242424242425,0.6181818181818182,0.3939393939393939,0.5757575757575758,0.6181818181818182,0.5757575757575758,0.7818181818181819,0.7818181818181819,1.0
[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0.],-0.34545454545454546,-0.2787878787878788,-0.19393939393939394,-0.10779220779220779,-0.030735930735930735,-0.2727272727272727,-0.2313131313131313,-0.16796536796536796,-0.1,-0.03535353535353535,0.015151515151515152,-0.13737373737373737,-0.08708513708513708,-0.03636363636363636,0.007215007215007215,-0.0329004329004329,-0.0,0.021645021645021644,0.010822510822510822,-0.2727272727272727,-0.18813131313131312,-0.11507936507936507,-0.044372294372294376,0.018037518037518036,-0.09523809523809523,-0.04220779220779221,0.007215007215007215,0.04329004329004329,0.0,0.027056277056277056,0.015151515151515152,-0.0367965367965368,0.012987012987012988,0.05411255411255411,0.032467532467532464,0.03787878787878788,0.045454545454545456,-0.1111111111111111,-0.06222943722943723,-0.008658008658008658,0.04148629148629149,0.07575757575757576,-0.00974025974025974,0.025974025974025976,0.05411255411255411,0.032467532467532464,0.03787878787878788,0.03535353535353535,0.06493506493506493,0.07575757575757576,0.045454545454545456,0.06060606060606061,0.07575757575757576,0.09090909090909091,0.06060606060606061,-0.015151515151515152,0.022005772005772004,0.06277056277056277,0.0946969696969697,0.04184704184704185,0.06493506493506493,0.07575757575757576,0.045454545454545456,0.07575757575757576,0.09090909090909091,0.06060606060606061,0.10606060606060606,0.12121212121212122,0.1414141414141414,0.047619047619047616,0.08189033189033189,0.11363636363636363,0.13257575757575757,0.07575757575757576,0.09090909090909091,0.06060606060606061,0.10606060606060606,0.12121212121212122,0.1414141414141414,0.18181818181818182,0.09884559884559885,0.13257575757575757,0.1590909090909091,0.10606060606060606,0.12121212121212122,0.1414141414141414,0.18181818181818182,0.15151515151515152,0.1856060606060606,0.21212121212121213,0.1414141414141414,0.18181818181818182,0.21212121212121213,0.2474747474747475,0.18181818181818182,0.2828282828282828,0.3181818181818182,0.36363636363636365,0.45454545454545453
[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0.],-1.0,-0.45454545454545453,-0.18181818181818182,-0.06060606060606061,-0.015151515151515152,-1.0,-0.5636363636363636,-0.2787878787878788,-0.11515151515151516,-0.03593073593073593,-0.006493506493506494,-0.37424242424242427,-0.17554112554112555,-0.06233766233766234,-0.012987012987012988,-0.09437229437229437,-0.021645021645021644,-0.0,0.0,-0.7272727272727273,-0.42424242424242425,-0.19696969696969696,-0.0670995670995671,-0.012987012987012988,-0.2748917748917749,-0.11038961038961038,-0.025974025974025976,0.0,-0.04329004329004329,0.0,0.0,-0.17532467532467533,-0.045454545454545456,0.0,0.0,0.0,0.0,-0.42424242424242425,-0.19696969696969696,-0.0670995670995671,-0.012987012987012988,0.0,-0.11038961038961038,-0.025974025974025976,0.0,0.0,0.0,-0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19696969696969696,-0.0670995670995671,-0.012987012987012988,0.0,-0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0670995670995671,-0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0.],-1.0,-0.6181818181818182,-0.37575757575757573,-0.19696969696969696,-0.07748917748917748,-1.0,-0.5636363636363636,-0.32727272727272727,-0.1696969696969697,-0.0670995670995671,-0.015151515151515152,-0.2787878787878788,-0.14242424242424243,-0.05670995670995671,-0.012987012987012988,-0.04632034632034632,-0.010822510822510822,-0.0,-0.0,-0.7272727272727273,-0.4696969696969697,-0.2748917748917749,-0.13203463203463203,-0.03896103896103896,-0.23593073593073594,-0.11038961038961038,-0.032467532467532464,0.0,-0.025974025974025976,0.0,0.0,-0.17532467532467533,-0.06060606060606061,0.0,0.0,0.0,0.0,-0.42424242424242425,-0.23593073593073594,-0.11038961038961038,-0.032467532467532464,0.0,-0.08874458874458875,-0.025974025974025976,0.0,0.0,0.0,-0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19696969696969696,-0.08874458874458875,-0.025974025974025976,0.0,-0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0670995670995671,-0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],-0.0,-0.0,-0.0,-0.13636363636363635,-0.509090909090909,-0.0,-0.0,-0.0,-0.0,-0.09090909090909091,-0.18181818181818182,-0.0,-0.0,-0.0,0.22727272727272727,-0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,-0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.22727272727272727,0.6727272727272727,0.22727272727272727,0.6727272727272727,1.0,0.0,0.18181818181818182,0.6181818181818182,0.6181818181818182,1.0,1.0,0.0,0.0,0.0,0.22727272727272727,0.6727272727272727,0.0,0.22727272727272727,0.6727272727272727,0.6727272727272727,1.0,0.18181818181818182,0.6181818181818182,1.0,1.0,1.0,0.6181818181818182,1.0,1.0,0.0,0.0,0.22727272727272727,0.6727272727272727,0.22727272727272727,0.6727272727272727,1.0,1.0,0.6181818181818182,1.0,1.0,1.0,1.0,1.0,0.0,0.22727272727272727,0.6727272727272727,1.0,0.6727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.22727272727272727,0.6727272727272727,1.0,1.0,1.0,1.0,1.0,0.6727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0.],-0.0,-0.0,-0.050505050505050504,-0.14242424242424243,-0.2636363636363636,-0.0,-0.0,-0.0,-0.03787878787878788,-0.07676767676767676,-0.10606060606060606,-0.0,-0.0,0.022727272727272728,0.09848484848484848,0.06060606060606061,0.18813131313131312,0.42424242424242425,0.4696969696969697,-0.0,-0.0,0.0,0.01893939393939394,0.08484848484848485,0.0,0.050505050505050504,0.1621212121212121,0.37575757575757573,0.20404040404040405,0.421969696969697,0.7454545454545455,0.050505050505050504,0.17323232323232324,0.37424242424242427,0.4212121212121212,0.703030303030303,0.703030303030303,0.0,0.0,0.050505050505050504,0.1621212121212121,0.37575757575757573,0.06313131313131314,0.20404040404040405,0.421969696969697,0.4681818181818182,0.7454545454545455,0.20404040404040405,0.4212121212121212,0.703030303030303,0.7401515151515151,1.0,0.4681818181818182,0.7401515151515151,1.0,0.0,0.06313131313131314,0.20404040404040405,0.421969696969697,0.2383838383838384,0.4681818181818182,0.7454545454545455,0.7772727272727272,0.4681818181818182,0.7401515151515151,1.0,0.7772727272727272,1.0,1.0,0.07575757575757576,0.2383838383838384,0.4681818181818182,0.7454545454545455,0.5143939393939394,0.7772727272727272,1.0,0.7772727272727272,1.0,1.0,1.0,0.2727272727272727,0.5143939393939394,0.7772727272727272,0.8090909090909091,1.0,1.0,1.0,0.5606060606060606,0.8090909090909091,1.0,1.0,1.0,0.8409090909090909,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0.],-0.0,-0.03787878787878788,-0.08225108225108226,-0.11244588744588745,-0.12943722943722943,-0.0,-0.0,-0.03607503607503607,-0.05714285714285714,-0.06334776334776335,-0.05555555555555555,-0.0,-0.005411255411255411,0.005050505050505051,0.03192640692640693,0.0670995670995671,0.11507936507936507,0.19696969696969696,0.2748917748917749,-0.0,-0.0,-0.0,0.012121212121212121,0.03766233766233766,0.027056277056277056,0.05930735930735931,0.1027056277056277,0.1696969696969697,0.16428571428571428,0.24177489177489178,0.421969696969697,0.08225108225108226,0.1408008658008658,0.20865800865800865,0.2795093795093795,0.37424242424242427,0.421969696969697,0.0,0.027056277056277056,0.06147186147186147,0.10595238095238095,0.1696969696969697,0.09884559884559885,0.16482683982683982,0.24177489177489178,0.3172438672438672,0.421969696969697,0.19264069264069264,0.2795093795093795,0.37424242424242427,0.4681818181818182,0.6606060606060606,0.354978354978355,0.4681818181818182,0.703030303030303,0.03787878787878788,0.09884559884559885,0.16590909090909092,0.24177489177489178,0.22294372294372294,0.3172438672438672,0.421969696969697,0.5143939393939394,0.354978354978355,0.4681818181818182,0.703030303030303,0.5606060606060606,0.703030303030303,0.7878787878787878,0.13203463203463203,0.22294372294372294,0.3172438672438672,0.421969696969697,0.3961038961038961,0.5143939393939394,0.7454545454545455,0.5606060606060606,0.703030303030303,0.7878787878787878,1.0,0.28354978354978355,0.3961038961038961,0.5143939393939394,0.6035353535353535,0.7454545454545455,0.7878787878787878,1.0,0.47835497835497837,0.6035353535353535,0.7454545454545455,0.8181818181818182,1.0,0.6893939393939394,0.8181818181818182,1.0,0.8787878787878788,1.0,1.0,1.0
