,[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 2. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8670634920634921,-0.6726190476190477,-0.44603174603174606,-1.0,-0.823015873015873,-0.6123015873015873,-0.37936507936507935,-0.13253968253968254,-0.5535714285714286,-0.31706349206349205,-0.06481481481481481,0.0,0.2654761904761905,-0.7916666666666666,-0.560515873015873,-0.31706349206349205,-0.06408730158730158,-0.25952380952380955,0.0,0.2626984126984127,0.3412698412698413,0.06626984126984127,0.3412698412698413,0.7083333333333334,-0.44642857142857145,-0.19285714285714287,0.06335978835978837,0.30952380952380953,0.12817460317460316,0.38511904761904764,0.7166666666666667,0.471031746031746,0.7208333333333333,0.8277777777777777,-0.0,0.2623015873015873,0.4996031746031746,0.573015873015873,0.7833333333333333,0.8638888888888889,1.0,0.4642857142857143,0.675,0.8416666666666667,0.9,1.0,0.8273809523809523,0.9361111111111111,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8809523809523809,-0.7142857142857143,-0.5,-1.0,-0.8511904761904762,-0.6801587301587302,-0.48928571428571427,-0.24444444444444444,-0.6587301587301587,-0.4857142857142857,-0.28253968253968254,-0.30952380952380953,-0.075,-0.8333333333333334,-0.6507936507936508,-0.45595238095238094,-0.225,-0.46190476190476193,-0.2626984126984127,0.0,-0.06865079365079366,-0.24761904761904763,-0.0,0.2638888888888889,-0.5714285714285714,-0.36666666666666664,-0.1373015873015873,0.15,-0.17857142857142858,0.06865079365079366,0.3055555555555556,0.075,0.4083333333333333,0.43333333333333335,-0.23809523809523808,0.004761904761904762,0.2873015873015873,0.20595238095238094,0.5305555555555556,0.5083333333333333,0.8666666666666667,0.14285714285714285,0.4119047619047619,0.7277777777777777,0.6083333333333333,0.9,0.5238095238095238,0.7833333333333333,0.9333333333333333,0.8333333333333334,1.0,1.0,1.0
[4. 3. 3. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8035714285714286,-0.4642857142857143,-1.0,-1.0,-0.8472222222222222,-0.5333333333333333,-0.14444444444444443,-0.8928571428571429,-0.6170634920634921,-0.21944444444444444,-0.31666666666666665,0.15,-1.0,-0.8690476190476191,-0.6031746031746031,-0.2503968253968254,-0.6880952380952381,-0.3412698412698413,0.06865079365079366,0.0,-0.4595238095238095,-0.06865079365079366,0.3611111111111111,-0.8571428571428571,-0.5928571428571429,-0.24761904761904763,0.13095238095238096,-0.3404761904761905,0.06865079365079366,0.48333333333333334,-0.075,0.3638888888888889,0.375,-0.5595238095238095,-0.19047619047619047,0.20595238095238094,0.14365079365079364,0.5611111111111111,0.4583333333333333,0.8666666666666667,-0.13333333333333333,0.28095238095238095,0.6333333333333333,0.6527777777777778,0.9,0.35595238095238096,0.7083333333333334,0.9666666666666667,0.7833333333333333,0.9666666666666667,1.0,1.0
[4. 4. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9,-0.7047619047619048,-1.0,-1.0,-0.8392857142857143,-0.5857142857142857,-0.30158730158730157,-0.7595238095238095,-0.4392857142857143,-0.12063492063492064,0.07817460317460317,0.3619047619047619,-1.0,-0.8511904761904762,-0.575,-0.26071428571428573,-0.42857142857142855,-0.06626984126984127,0.24761904761904763,0.4595238095238095,0.0,0.3630952380952381,0.825,-0.7916666666666666,-0.5063492063492063,-0.19007936507936507,0.10952380952380952,-0.0,0.30952380952380953,0.7416666666666667,0.4492063492063492,0.7166666666666667,0.8111111111111111,-0.3611111111111111,-0.0,0.30952380952380953,0.5214285714285715,0.7416666666666667,0.8916666666666667,1.0,0.21666666666666667,0.5214285714285715,0.7416666666666667,0.8916666666666667,1.0,0.7416666666666667,0.8916666666666667,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9226190476190477,-0.753968253968254,-1.0,-1.0,-0.8809523809523809,-0.6825396825396826,-0.4095238095238095,-0.8313492063492064,-0.6031746031746031,-0.3253968253968254,-0.24761904761904763,0.075,-1.0,-0.8928571428571429,-0.7,-0.42936507936507934,-0.6222222222222222,-0.3412698412698413,0.0,0.06865079365079366,-0.3630952380952381,0.0,0.48333333333333334,-0.8571428571428571,-0.6476190476190476,-0.3888888888888889,-0.075,-0.30952380952380953,-0.0,0.4,-0.0,0.4027777777777778,0.375,-0.5595238095238095,-0.2654761904761905,0.06865079365079366,0.1373015873015873,0.48055555555555557,0.5416666666666666,0.8666666666666667,-0.13333333333333333,0.2123015873015873,0.5611111111111111,0.5972222222222222,0.9333333333333333,0.35595238095238096,0.6805555555555556,0.9333333333333333,0.7833333333333333,0.9666666666666667,1.0,1.0
[4. 4. 3. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8333333333333334,-1.0,-1.0,-1.0,-0.8611111111111112,-0.4888888888888889,-1.0,-0.8888888888888888,-0.5611111111111111,-0.6333333333333333,-0.10833333333333334,-1.0,-1.0,-0.9166666666666666,-0.65,-0.9333333333333333,-0.7083333333333334,-0.2638888888888889,-0.3611111111111111,-0.825,-0.48333333333333334,0.0,-1.0,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.7333333333333333,-0.3638888888888889,0.08055555555555556,-0.5611111111111111,-0.08055555555555556,-0.24166666666666667,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.3638888888888889,0.16111111111111112,-0.08055555555555556,0.4,-0.6833333333333333,-0.2833333333333333,0.24166666666666667,0.16111111111111112,0.6,-0.2833333333333333,0.24166666666666667,0.7444444444444445,0.24166666666666667,0.7666666666666667,0.7666666666666667,1.0
[5. 1. 1. 1. 1. 1. 1. 0. 0. 0.],-1.0,-1.0,-0.969047619047619,-0.8904761904761904,-0.7619047619047619,-1.0,-0.8833333333333333,-0.7011904761904761,-0.49523809523809526,-0.2976190476190476,-0.375,-0.13333333333333333,0.05952380952380952,0.44642857142857145,0.5714285714285714,-0.6666666666666666,-0.375,-0.13333333333333333,0.05952380952380952,0.3,0.44642857142857145,0.5714285714285714,0.8571428571428571,0.7916666666666666,0.8571428571428571,1.0,0.0,0.23333333333333334,0.40476190476190477,0.5476190476190477,0.7916666666666666,0.8571428571428571,1.0,1.0,1.0,1.0,0.6333333333333333,0.725,0.8154761904761905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 1. 1. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-0.9484126984126984,-0.8561904761904762,-0.7365079365079366,-1.0,-0.861904761904762,-0.7087301587301588,-0.5452380952380952,-0.36904761904761907,-0.5063492063492063,-0.31825396825396823,-0.12698412698412698,0.12063492063492064,0.30238095238095236,-0.6888888888888889,-0.46746031746031746,-0.26031746031746034,-0.06349206349206349,0.0,0.19285714285714287,0.36666666666666664,0.5928571428571429,0.5063492063492063,0.6476190476190476,0.9166666666666666,-0.23333333333333334,0.0,0.20555555555555555,0.3904761904761905,0.46746031746031746,0.6277777777777778,0.9166666666666666,0.861904761904762,0.9333333333333333,1.0,0.28888888888888886,0.46746031746031746,0.6222222222222222,0.8174603174603174,0.9111111111111111,1.0,1.0,0.7777777777777778,0.861904761904762,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.9365079365079365,-0.8488095238095238,-0.7476190476190476,-1.0,-0.8611111111111112,-0.7365079365079366,-0.6103174603174604,-0.4642857142857143,-0.6071428571428571,-0.4722222222222222,-0.319047619047619,-0.19007936507936507,-0.004761904761904762,-0.7333333333333333,-0.5535714285714286,-0.38333333333333336,-0.2003968253968254,-0.24126984126984127,-0.06335978835978837,0.1373015873015873,0.24761904761904763,0.19007936507936507,0.3888888888888889,0.6833333333333333,-0.40476190476190477,-0.20555555555555555,0.0,0.225,0.12817460317460316,0.3412698412698413,0.6666666666666666,0.573015873015873,0.775,0.9,-0.0,0.2003968253968254,0.4119047619047619,0.4996031746031746,0.7166666666666667,0.8638888888888889,1.0,0.4642857142857143,0.6464285714285715,0.825,0.8638888888888889,1.0,0.8273809523809523,0.9361111111111111,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.9404761904761905,-0.8761904761904762,-0.8333333333333334,-1.0,-0.8809523809523809,-0.7833333333333333,-0.7011904761904761,-0.6333333333333333,-0.6904761904761905,-0.6047619047619047,-0.5214285714285715,-0.45595238095238094,-0.35595238095238096,-0.7916666666666666,-0.6428571428571429,-0.5119047619047619,-0.375,-0.43333333333333335,-0.30952380952380953,-0.15,-0.13095238095238096,-0.10952380952380952,0.075,0.2833333333333333,-0.5476190476190477,-0.3904761904761905,-0.225,0.0,-0.17857142857142858,-0.0,0.225,0.20595238095238094,0.49166666666666664,0.5833333333333334,-0.23809523809523808,-0.06428571428571428,0.15,0.13095238095238096,0.39166666666666666,0.5333333333333333,0.9,0.14285714285714285,0.35595238095238096,0.6666666666666666,0.5333333333333333,0.9,0.5238095238095238,0.7583333333333333,0.9,0.8333333333333334,1.0,1.0,1.0
[5. 3. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9,-0.7047619047619048,-1.0,-1.0,-0.8690476190476191,-0.6392857142857142,-0.36507936507936506,-0.8511904761904762,-0.575,-0.26071428571428573,-0.1384920634920635,0.19047619047619047,-1.0,-0.8053571428571429,-0.5329365079365079,-0.2382936507936508,-0.46746031746031746,-0.12817460317460316,0.17857142857142858,0.3404761904761905,0.0,0.30952380952380953,0.7333333333333333,-0.7916666666666666,-0.46746031746031746,-0.12817460317460316,0.17857142857142858,0.0,0.33630952380952384,0.775,0.4853174603174603,0.7291666666666666,0.8916666666666667,-0.3611111111111111,-0.0,0.30952380952380953,0.4853174603174603,0.7291666666666666,0.8513888888888889,1.0,0.21666666666666667,0.5214285714285715,0.7416666666666667,0.8916666666666667,1.0,0.7416666666666667,0.8916666666666667,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9226190476190477,-0.753968253968254,-1.0,-1.0,-0.9023809523809524,-0.7313492063492063,-0.48174603174603176,-0.8928571428571429,-0.7130952380952381,-0.4722222222222222,-0.4595238095238095,-0.15,-1.0,-0.8621031746031746,-0.6531746031746032,-0.3873015873015873,-0.6420634920634921,-0.38511904761904764,-0.06865079365079366,-0.06865079365079366,-0.30952380952380953,0.0,0.3638888888888889,-0.8571428571428571,-0.6277777777777778,-0.3412698412698413,0.0,-0.33630952380952384,0.0,0.4027777777777778,0.06865079365079366,0.44166666666666665,0.5416666666666666,-0.5595238095238095,-0.2654761904761905,0.06865079365079366,0.06865079365079366,0.44166666666666665,0.4861111111111111,0.9,-0.13333333333333333,0.2123015873015873,0.5611111111111111,0.5694444444444444,0.9,0.35595238095238096,0.6805555555555556,0.9333333333333333,0.7833333333333333,0.9666666666666667,1.0,1.0
[5. 3. 3. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8333333333333334,-1.0,-1.0,-1.0,-0.8888888888888888,-0.5611111111111111,-1.0,-0.9333333333333333,-0.6916666666666667,-0.8083333333333333,-0.4,-1.0,-1.0,-0.8888888888888888,-0.5944444444444444,-0.9333333333333333,-0.7166666666666667,-0.3055555555555556,-0.48333333333333334,-0.7416666666666667,-0.4,-0.08055555555555556,-1.0,-0.9166666666666666,-0.6666666666666666,-0.225,-0.775,-0.4027777777777778,0.0,-0.48055555555555557,-0.0,-0.08055555555555556,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.4444444444444444,0.08055555555555556,-0.08055555555555556,0.5,-0.6833333333333333,-0.2833333333333333,0.24166666666666667,0.08055555555555556,0.5222222222222223,-0.2833333333333333,0.24166666666666667,0.7222222222222222,0.24166666666666667,0.7666666666666667,0.7666666666666667,1.0
[5. 4. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8968253968253969,-1.0,-1.0,-1.0,-0.8603174603174604,-0.6031746031746031,-1.0,-0.819047619047619,-0.5063492063492063,-0.3976190476190476,0.0,-1.0,-1.0,-0.8535714285714285,-0.5682539682539682,-0.8174603174603174,-0.471031746031746,-0.075,0.075,-0.4492063492063492,0.0,0.5611111111111111,-1.0,-0.861904761904762,-0.573015873015873,-0.20595238095238094,-0.4853174603174603,-0.06865079365079366,0.48055555555555557,0.0,0.44166666666666665,0.5,-0.8333333333333334,-0.5214285714285715,-0.1373015873015873,-0.0,0.4,0.5305555555555556,0.9,-0.43333333333333335,-0.0,0.4,0.5611111111111111,0.9333333333333333,0.15,0.5611111111111111,0.9333333333333333,0.7277777777777777,0.9333333333333333,1.0,1.0
[5. 4. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9722222222222222,-1.0,-1.0,-1.0,-0.9444444444444444,-0.7944444444444444,-1.0,-0.9166666666666666,-0.7388888888888889,-0.6833333333333333,-0.375,-1.0,-1.0,-0.9333333333333333,-0.7736111111111111,-0.9111111111111111,-0.7208333333333333,-0.4083333333333333,-0.3638888888888889,-0.7166666666666667,-0.4027777777777778,0.08055555555555556,-1.0,-0.9333333333333333,-0.775,-0.49166666666666664,-0.7291666666666666,-0.44166666666666665,0.0,-0.44166666666666665,0.0,-0.08055555555555556,-0.9166666666666666,-0.7333333333333333,-0.4444444444444444,-0.4,-0.0,-0.0,0.5,-0.6833333333333333,-0.3638888888888889,0.08055555555555556,0.08055555555555556,0.6222222222222222,-0.2833333333333333,0.16111111111111112,0.6444444444444445,0.24166666666666667,0.7444444444444445,0.7666666666666667,1.0
[5. 5. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8611111111111112,-1.0,-1.0,-0.8444444444444444,-0.8277777777777777,-0.43333333333333335,-1.0,-1.0,-1.0,-0.8444444444444444,-1.0,-0.8277777777777777,-0.43333333333333335,-0.375,-0.8111111111111111,-0.375,0.24166666666666667,-1.0,-1.0,-0.9,-0.5833333333333334,-0.8916666666666667,-0.5416666666666666,0.08055555555555556,-0.5,0.08055555555555556,0.0,-1.0,-0.8916666666666667,-0.5972222222222222,-0.5611111111111111,-0.08055555555555556,-0.0,0.6,-0.8833333333333333,-0.5611111111111111,-0.08055555555555556,-0.0,0.6444444444444445,-0.525,-0.0,0.6444444444444445,0.08055555555555556,0.6444444444444445,0.7444444444444445,1.0
[6. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9785714285714285,-0.9087301587301587,-1.0,-1.0,-0.930952380952381,-0.780952380952381,-0.5753968253968254,-0.8277777777777777,-0.5785714285714286,-0.31746031746031744,0.0,0.23809523809523808,-1.0,-0.8277777777777777,-0.5785714285714286,-0.31746031746031744,-0.28888888888888886,0.0,0.23809523809523808,0.5595238095238095,0.3611111111111111,0.5595238095238095,0.9166666666666666,-0.6333333333333333,-0.28888888888888886,0.0,0.23809523809523808,0.3611111111111111,0.5595238095238095,0.9166666666666666,0.8333333333333334,0.9166666666666666,1.0,0.0,0.3055555555555556,0.5317460317460317,0.8333333333333334,0.9166666666666666,1.0,1.0,0.6222222222222222,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[6. 2. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9714285714285714,-0.9071428571428571,-1.0,-1.0,-0.9285714285714286,-0.8158730158730159,-0.6547619047619048,-0.8511904761904762,-0.6944444444444444,-0.49603174603174605,-0.3242063492063492,-0.07380952380952381,-1.0,-0.8511904761904762,-0.6686507936507936,-0.44841269841269843,-0.5063492063492063,-0.2623015873015873,-0.004761904761904762,0.19047619047619047,0.0,0.2654761904761905,0.6833333333333333,-0.725,-0.46746031746031746,-0.2003968253968254,0.06428571428571428,0.0,0.2654761904761905,0.6833333333333333,0.5214285714285715,0.7333333333333333,0.8916666666666667,-0.3055555555555556,0.0,0.28809523809523807,0.4853174603174603,0.7208333333333333,0.8916666666666667,1.0,0.21666666666666667,0.4853174603174603,0.7166666666666667,0.8513888888888889,1.0,0.7416666666666667,0.8916666666666667,1.0,1.0,1.0,1.0,1.0
[6. 2. 2. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9773809523809524,-0.9444444444444444,-1.0,-1.0,-0.9452380952380952,-0.8722222222222222,-0.7777777777777778,-0.8928571428571429,-0.7892857142857143,-0.675,-0.5797619047619048,-0.4119047619047619,-1.0,-0.8928571428571429,-0.763095238095238,-0.6075396825396825,-0.6619047619047619,-0.4996031746031746,-0.2873015873015873,-0.20595238095238094,-0.30952380952380953,-0.06865079365079366,0.2833333333333333,-0.8154761904761905,-0.6222222222222222,-0.4119047619047619,-0.15,-0.30952380952380953,-0.06865079365079366,0.2833333333333333,0.1373015873015873,0.4444444444444444,0.5972222222222222,-0.5317460317460317,-0.28809523809523807,0.0,0.06865079365079366,0.4027777777777778,0.5694444444444444,0.9333333333333333,-0.13333333333333333,0.14365079365079364,0.48333333333333334,0.4861111111111111,0.9,0.35595238095238096,0.6527777777777778,0.9,0.7833333333333333,0.9666666666666667,1.0,1.0
[6. 3. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8968253968253969,-1.0,-1.0,-1.0,-0.8861111111111111,-0.6547619047619048,-1.0,-0.888095238095238,-0.6301587301587301,-0.6178571428571429,-0.225,-1.0,-1.0,-0.8535714285714285,-0.5900793650793651,-0.861904761904762,-0.573015873015873,-0.20595238095238094,-0.14365079365079364,-0.5214285714285715,-0.1373015873015873,0.3638888888888889,-1.0,-0.8174603174603174,-0.4996031746031746,-0.13095238095238096,-0.4853174603174603,-0.06865079365079366,0.4444444444444444,0.0,0.4,0.5611111111111111,-0.8333333333333334,-0.4853174603174603,-0.06865079365079366,0.0,0.44166666666666665,0.5305555555555556,0.9333333333333333,-0.43333333333333335,-0.0,0.4,0.5305555555555556,0.9,0.15,0.5611111111111111,0.9333333333333333,0.7277777777777777,0.9333333333333333,1.0,1.0
[6. 3. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9722222222222222,-1.0,-1.0,-1.0,-0.9555555555555556,-0.8388888888888889,-1.0,-0.95,-0.8333333333333334,-0.8333333333333334,-0.625,-1.0,-1.0,-0.9333333333333333,-0.7777777777777778,-0.9333333333333333,-0.7833333333333333,-0.5305555555555556,-0.5611111111111111,-0.7416666666666667,-0.48055555555555557,-0.16111111111111112,-1.0,-0.9111111111111111,-0.7166666666666667,-0.39166666666666666,-0.7291666666666666,-0.44166666666666665,-0.08055555555555556,-0.4,0.0,0.08055555555555556,-0.9166666666666666,-0.7208333333333333,-0.4027777777777778,-0.44166666666666665,0.0,-0.0,0.6222222222222222,-0.6833333333333333,-0.3638888888888889,0.08055555555555556,-0.0,0.5222222222222223,-0.2833333333333333,0.16111111111111112,0.6222222222222222,0.24166666666666667,0.7444444444444445,0.7666666666666667,1.0
[6. 4. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8611111111111112,-1.0,-1.0,-0.8444444444444444,-0.8277777777777777,-0.43333333333333335,-1.0,-1.0,-1.0,-0.8763888888888889,-1.0,-0.8638888888888889,-0.5083333333333333,-0.4583333333333333,-0.8916666666666667,-0.5416666666666666,0.08055555555555556,-1.0,-1.0,-0.8638888888888889,-0.5333333333333333,-0.8513888888888889,-0.4861111111111111,0.08055555555555556,-0.5305555555555556,0.0,0.0,-1.0,-0.8916666666666667,-0.5694444444444444,-0.5305555555555556,0.0,0.0,0.6222222222222222,-0.8833333333333333,-0.5611111111111111,-0.08055555555555556,-0.0,0.6222222222222222,-0.525,-0.0,0.6444444444444445,0.08055555555555556,0.6444444444444445,0.7444444444444445,1.0
[6. 5. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8666666666666667,-0.8666666666666667,-1.0,-0.8666666666666667,-0.4,-1.0,-1.0,-1.0,-0.9,-1.0,-0.9,-0.5,-0.9,-0.5,-0.6,-1.0,-1.0,-0.9333333333333333,-0.9333333333333333,-0.6222222222222222,-0.6222222222222222,0.0,-1.0,-0.9333333333333333,-0.6444444444444445,-0.6444444444444445,-0.0,-0.9333333333333333,-0.6444444444444445,-0.0,-0.6444444444444445,-0.0,-0.0,0.8
[7. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9793650793650793,-1.0,-1.0,-1.0,-0.9444444444444444,-0.7976190476190477,-1.0,-0.8809523809523809,-0.6547619047619048,-0.4642857142857143,-0.14285714285714285,-1.0,-1.0,-0.8809523809523809,-0.6547619047619048,-0.7777777777777778,-0.4642857142857143,-0.14285714285714285,0.13333333333333333,-0.21666666666666667,0.13333333333333333,0.6833333333333333,-1.0,-0.7777777777777778,-0.4642857142857143,-0.14285714285714285,-0.21666666666666667,0.13333333333333333,0.6833333333333333,0.43333333333333335,0.6833333333333333,0.8833333333333333,-0.6222222222222222,-0.21666666666666667,0.13333333333333333,0.43333333333333335,0.6833333333333333,0.8833333333333333,1.0,0.0,0.3888888888888889,0.6666666666666666,0.8833333333333333,1.0,0.6333333333333333,0.8388888888888889,1.0,1.0,1.0,1.0,1.0
[7. 2. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9880952380952381,-1.0,-1.0,-1.0,-0.9634920634920635,-0.876984126984127,-1.0,-0.9226190476190477,-0.7976190476190477,-0.7035714285714286,-0.46785714285714286,-1.0,-1.0,-0.9226190476190477,-0.7757936507936508,-0.861904761904762,-0.675,-0.4119047619047619,-0.28095238095238095,-0.5214285714285715,-0.2123015873015873,0.2833333333333333,-1.0,-0.861904761904762,-0.6464285714285715,-0.35595238095238096,-0.5214285714285715,-0.2123015873015873,0.2833333333333333,0.0,0.3638888888888889,0.5611111111111111,-0.7777777777777778,-0.4853174603174603,-0.14365079365079364,0.0,0.3638888888888889,0.5611111111111111,0.9333333333333333,-0.3888888888888889,0.0,0.4027777777777778,0.5305555555555556,0.9333333333333333,0.15,0.5305555555555556,0.9,0.7277777777777777,0.9333333333333333,1.0,1.0
[7. 2. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9888888888888889,-1.0,-1.0,-0.9666666666666667,-0.9277777777777778,-0.8583333333333333,-0.7833333333333333,-1.0,-1.0,-0.9666666666666667,-0.9194444444444444,-0.9333333333333333,-0.8416666666666667,-0.7277777777777777,-0.6333333333333333,-0.7416666666666667,-0.5611111111111111,-0.24166666666666667,-1.0,-0.9333333333333333,-0.825,-0.6666666666666666,-0.7416666666666667,-0.5611111111111111,-0.24166666666666667,-0.4,-0.08055555555555556,0.08055555555555556,-0.8888888888888888,-0.7166666666666667,-0.48333333333333334,-0.4,-0.08055555555555556,0.08055555555555556,0.6444444444444445,-0.6666666666666666,-0.4027777777777778,0.0,-0.0,0.6222222222222222,-0.2833333333333333,0.08055555555555556,0.5222222222222223,0.24166666666666667,0.7222222222222222,0.7666666666666667,1.0
