,[2. 2. 2. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[3. 3. 2. 1. 1. 1. 1. 1. 0. 0.],-0.6333333333333333,-0.4777777777777778,-0.36507936507936506,-0.27976190476190477,-0.4444444444444444,-0.29365079365079366,-0.19404761904761905,-0.11746031746031746,-0.05555555555555555,-0.08055555555555556,0.0,0.06388888888888888,0.11746031746031746,0.2857142857142857,0.32896825396825397,0.36507936507936506,0.6309523809523809,-0.1,-0.002777777777777778,0.06335978835978837,0.11666666666666667,0.1634920634920635,0.28253968253968254,0.31706349206349205,0.3492063492063492,0.37896825396825395,0.5857142857142857,0.6058201058201058,0.8809523809523809,0.5726190476190476,0.5793650793650794,0.5925925925925926,0.8312169312169312,0.8511904761904762,1.0,0.4666666666666667,0.4607142857142857,0.4722222222222222,0.4888888888888889,0.5079365079365079,0.6932539682539682,0.6876984126984127,0.6944444444444444,0.8902116402116402,0.9007936507936508,0.8793650793650793,0.8670634920634921,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,0.825,0.7821428571428571,0.7682539682539683,0.7658730158730159,0.9253968253968254,0.9133597883597884,0.9206349206349206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969047619047619,0.9484126984126984,0.9365079365079365,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 1. 1. 1. 0. 0. 0.],-0.4166666666666667,-0.2857142857142857,-0.19642857142857142,-0.12380952380952381,-0.3111111111111111,-0.20714285714285716,-0.12857142857142856,-0.061507936507936505,0.0,-0.13333333333333333,-0.06388888888888888,0.0,0.061507936507936505,0.0630952380952381,0.12857142857142856,0.19642857142857142,0.2857142857142857,-0.1,-0.008333333333333333,0.05952380952380952,0.11726190476190476,0.17142857142857143,0.12380952380952381,0.18095238095238095,0.23714285714285716,0.29285714285714287,0.3126984126984127,0.38095238095238093,0.5952380952380952,0.3523809523809524,0.4030952380952381,0.45555555555555555,0.555952380952381,0.6349206349206349,0.8035714285714286,0.3333333333333333,0.3761904761904762,0.4123015873015873,0.4519047619047619,0.49523809523809526,0.4845238095238095,0.5257142857142857,0.5734126984126984,0.6630952380952381,0.7333333333333333,0.6752380952380952,0.7130952380952381,0.7619047619047619,0.8630952380952381,1.0,0.9,0.9226190476190477,1.0,0.6833333333333333,0.6797619047619048,0.6946825396825397,0.7214285714285714,0.7657142857142857,0.7932539682539682,0.8333333333333334,0.9119047619047619,0.9,0.9226190476190477,1.0,1.0,1.0,1.0,0.8904761904761904,0.8752380952380953,0.8821428571428571,0.9047619047619048,0.9357142857142857,0.95,1.0,1.0,1.0,1.0,1.0,0.9785714285714285,0.9714285714285714,0.9773809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 2. 1. 0. 0. 0. 0.],-0.16666666666666666,-0.07539682539682539,0.0,0.075,-0.2,-0.13015873015873017,-0.06507936507936508,0.0,0.07222222222222222,-0.175,-0.11746031746031746,-0.061507936507936505,0.0,-0.11428571428571428,-0.0623015873015873,-0.0,-0.06746031746031746,-0.1,-0.016666666666666666,0.05277777777777778,0.11785714285714285,0.1880952380952381,-0.0,0.05873015873015873,0.12222222222222222,0.1988095238095238,0.06388888888888888,0.13412698412698412,0.16666666666666666,0.16666666666666666,0.22857142857142856,0.30436507936507934,0.2507936507936508,0.35634920634920636,0.4642857142857143,0.2222222222222222,0.29444444444444445,0.35555555555555557,0.4234126984126984,0.5063492063492063,0.29365079365079366,0.35833333333333334,0.44246031746031744,0.37857142857142856,0.501984126984127,0.4507936507936508,0.5253968253968254,0.6317460317460317,0.5801587301587302,0.8333333333333334,0.7047619047619048,0.7904761904761904,0.8888888888888888,0.5277777777777778,0.573015873015873,0.6250793650793651,0.6944444444444444,0.5650793650793651,0.6373015873015873,0.7420634920634921,0.6861111111111111,0.7047619047619048,0.7904761904761904,0.8888888888888888,0.8968253968253969,0.9722222222222222,1.0,0.7619047619047619,0.7876190476190477,0.8317460317460318,0.8964285714285715,0.7857142857142857,0.8591269841269841,0.9333333333333333,0.8968253968253969,0.9722222222222222,1.0,1.0,0.9087301587301587,0.9246031746031746,0.9571428571428572,0.9333333333333333,0.9833333333333333,1.0,1.0,0.9793650793650793,0.9880952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 1. 1. 1. 1. 0. 0. 0.],-0.8333333333333334,-0.5833333333333334,-0.3523809523809524,-0.16428571428571428,-0.8333333333333334,-0.5571428571428572,-0.3130952380952381,-0.11428571428571428,0.05238095238095238,-0.575,-0.2857142857142857,-0.0630952380952381,0.11428571428571428,0.0,0.2,0.3523809523809524,0.5238095238095238,-0.7,-0.45,-0.23333333333333334,-0.05,0.10476190476190476,-0.21785714285714286,-0.0,0.17142857142857143,0.3142857142857143,0.2773809523809524,0.4261904761904762,0.7547619047619047,0.04880952380952381,0.22857142857142856,0.37023809523809526,0.5261904761904762,0.6428571428571429,0.7797619047619048,-0.23333333333333334,0.007142857142857143,0.18452380952380953,0.3238095238095238,0.44285714285714284,0.27380952380952384,0.4238095238095238,0.5380952380952381,0.7047619047619048,0.7833333333333333,0.49523809523809526,0.6059523809523809,0.6904761904761905,0.8809523809523809,1.0,0.8392857142857143,0.8809523809523809,1.0,0.2833333333333333,0.4369047619047619,0.5428571428571428,0.6333333333333333,0.6880952380952381,0.7523809523809524,0.8119047619047619,0.9452380952380952,0.8392857142857143,0.8809523809523809,1.0,1.0,1.0,1.0,0.7011904761904761,0.75,0.8,0.8404761904761905,0.9285714285714286,0.9452380952380952,1.0,1.0,1.0,1.0,1.0,0.930952380952381,0.9285714285714286,0.9452380952380952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 2. 1. 1. 0. 0. 0. 0.],-0.7083333333333334,-0.42857142857142855,-0.1988095238095238,0.0,-0.7333333333333333,-0.48095238095238096,-0.2611111111111111,-0.0623015873015873,0.12063492063492064,-0.5444444444444444,-0.32896825396825397,-0.12857142857142856,0.0623015873015873,-0.2,0.0,0.1988095238095238,0.15555555555555556,-0.6,-0.425,-0.2357142857142857,-0.05476190476190476,0.11428571428571428,-0.30952380952380953,-0.12142857142857143,0.05992063492063492,0.23333333333333334,-0.0,0.19563492063492063,0.4083333333333333,-0.12698412698412698,0.05198412698412699,0.2253968253968254,0.19166666666666668,0.3904761904761905,0.40476190476190477,-0.26666666666666666,-0.0630952380952381,0.12380952380952381,0.2892857142857143,0.4380952380952381,0.06349206349206349,0.24722222222222223,0.4150793650793651,0.4007936507936508,0.5869047619047619,0.23492063492063492,0.40674603174603174,0.5619047619047619,0.5976190476190476,0.8333333333333334,0.5857142857142857,0.7238095238095238,0.9166666666666666,0.12222222222222222,0.30793650793650795,0.46111111111111114,0.5908730158730159,0.4373015873015873,0.5888888888888889,0.719047619047619,0.7595238095238095,0.5857142857142857,0.7238095238095238,0.9166666666666666,0.8603174603174604,0.9444444444444444,1.0,0.49523809523809526,0.6261904761904762,0.7285714285714285,0.8154761904761905,0.7464285714285714,0.844047619047619,0.9666666666666667,0.8603174603174604,0.9444444444444444,1.0,1.0,0.780952380952381,0.8476190476190476,0.9023809523809524,0.9376984126984127,0.9777777777777777,1.0,1.0,0.9444444444444444,0.9634920634920635,0.9888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 2. 2. 0. 0. 0. 0. 0.],-0.5333333333333333,-0.25,0.0,0.25833333333333336,-0.6111111111111112,-0.40476190476190477,-0.20833333333333334,0.0,0.25,-0.5277777777777778,-0.36507936507936506,-0.19642857142857142,0.0,-0.3523809523809524,-0.1988095238095238,0.0,-0.21666666666666667,-0.5,-0.3888888888888889,-0.2361111111111111,-0.06547619047619048,0.12698412698412698,-0.38492063492063494,-0.23253968253968255,-0.06468253968253969,0.1384920634920635,-0.23333333333333334,-0.06626984126984127,-0.075,-0.2777777777777778,-0.12063492063492064,0.054365079365079366,-0.12063492063492064,0.06666666666666667,-0.0,-0.2777777777777778,-0.11904761904761904,0.057539682539682536,0.24801587301587302,0.4642857142857143,-0.1111111111111111,0.06507936507936508,0.26666666666666666,0.07817460317460317,0.31666666666666665,-0.0,0.18095238095238095,0.3976190476190476,0.21666666666666667,0.4166666666666667,0.30158730158730157,0.5063492063492063,0.6333333333333333,-0.0,0.17857142857142858,0.3630952380952381,0.5595238095238095,0.19047619047619047,0.38452380952380955,0.6178571428571429,0.43333333333333335,0.30158730158730157,0.5063492063492063,0.6333333333333333,0.6031746031746031,0.8277777777777777,0.8611111111111112,0.2976190476190476,0.4722222222222222,0.6468253968253969,0.8273809523809523,0.49206349206349204,0.692063492063492,0.8083333333333333,0.6031746031746031,0.8277777777777777,0.8611111111111112,1.0,0.5753968253968254,0.7261904761904762,0.871031746031746,0.7579365079365079,0.9361111111111111,0.8611111111111112,1.0,0.7976190476190477,0.9087301587301587,1.0,0.9444444444444444,1.0,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 3. 1. 0. 0. 0. 0. 0.],-1.0,-0.6222222222222222,-0.21666666666666667,0.13333333333333333,-1.0,-0.7777777777777778,-0.42857142857142855,-0.06746031746031746,0.25396825396825395,-0.8888888888888888,-0.6309523809523809,-0.2857142857142857,0.06746031746031746,-0.5238095238095238,-0.15555555555555556,0.21666666666666667,0.0,-1.0,-0.75,-0.503968253968254,-0.2261904761904762,0.06349206349206349,-0.6746031746031746,-0.4174603174603175,-0.12063492063492064,0.18412698412698414,-0.3373015873015873,-0.0,0.2,-0.5396825396825397,-0.2857142857142857,-0.0,-0.20476190476190476,0.13333333333333333,-0.08333333333333333,-0.7222222222222222,-0.4603174603174603,-0.17063492063492064,0.12698412698412698,0.4007936507936508,-0.373015873015873,-0.06031746031746032,0.2563492063492063,0.07222222222222222,0.43333333333333335,-0.24126984126984127,0.06031746031746032,0.3619047619047619,0.21666666666666667,0.4166666666666667,0.12063492063492064,0.43412698412698414,0.7055555555555556,-0.4166666666666667,-0.11507936507936507,0.19047619047619047,0.4642857142857143,-0.0,0.32857142857142857,0.6095238095238096,0.5333333333333333,0.12063492063492064,0.43412698412698414,0.7055555555555556,0.5063492063492063,0.7722222222222223,0.8444444444444444,-0.05952380952380952,0.25396825396825395,0.5277777777777778,0.7380952380952381,0.4007936507936508,0.6817460317460318,0.9111111111111111,0.5063492063492063,0.7722222222222223,0.8444444444444444,1.0,0.31746031746031744,0.5912698412698413,0.7896825396825397,0.753968253968254,0.9277777777777778,0.8444444444444444,1.0,0.6547619047619048,0.8412698412698413,0.9444444444444444,0.9722222222222222,1.0,0.8928571428571429,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
[4. 1. 1. 1. 1. 1. 1. 1. 1. 1.],-1.0,-1.0,-1.0,-1.0,-0.8,-0.7,-0.6,-0.5,-0.4,0.1,0.1,0.1,0.1,0.7,0.6,0.5,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.8,0.7,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.6,0.5,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 1. 1. 1. 1. 1. 1. 1. 0.],-0.9333333333333333,-0.8833333333333333,-0.8333333333333334,-0.7916666666666666,-0.6222222222222222,-0.5305555555555556,-0.4722222222222222,-0.4305555555555556,-0.3888888888888889,0.0,0.002777777777777778,0.008333333333333333,0.016666666666666666,0.45,0.425,0.3888888888888889,0.75,0.0,0.0,-0.0,-0.0,-0.0,0.5305555555555556,0.48194444444444445,0.44722222222222224,0.4097222222222222,0.8166666666666667,0.7847222222222222,1.0,0.8916666666666667,0.85,0.8194444444444444,1.0,1.0,1.0,0.6222222222222222,0.5305555555555556,0.4722222222222222,0.4305555555555556,0.3888888888888889,0.8513888888888889,0.8069444444444445,0.7763888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9361111111111111,0.8916666666666667,0.85,0.8194444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 1. 1. 1. 1. 1. 0. 0.],-0.8083333333333333,-0.7309523809523809,-0.6825396825396826,-0.6547619047619048,-0.4666666666666667,-0.4119047619047619,-0.38333333333333336,-0.36547619047619045,-0.3492063492063492,-0.06666666666666667,-0.06335978835978837,-0.05952380952380952,-0.05277777777777778,0.23333333333333334,0.2357142857142857,0.2361111111111111,0.503968253968254,0.0,0.0,0.0,-0.0,-0.0,0.33134920634920634,0.31706349206349205,0.3100529100529101,0.30357142857142855,0.5793650793650794,0.580026455026455,0.8333333333333334,0.6932539682539682,0.6718253968253968,0.6653439153439153,0.8670634920634921,0.8809523809523809,1.0,0.4666666666666667,0.4119047619047619,0.38333333333333336,0.36547619047619045,0.3492063492063492,0.6472222222222223,0.6281746031746032,0.6203703703703703,0.8312169312169312,0.8511904761904762,0.9023809523809524,0.8902116402116402,0.9007936507936508,1.0,1.0,1.0,1.0,1.0,0.825,0.7678571428571429,0.7365079365079366,0.7222222222222222,0.9023809523809524,0.8902116402116402,0.9007936507936508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969047619047619,0.9484126984126984,0.9365079365079365,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 1. 1. 1. 0. 0. 0.],-0.6333333333333333,-0.5642857142857143,-0.5357142857142857,-0.5297619047619048,-0.3333333333333333,-0.319047619047619,-0.3107142857142857,-0.3107142857142857,-0.3142857142857143,-0.11666666666666667,-0.11666666666666667,-0.11726190476190476,-0.11785714285714285,0.05,0.05476190476190476,0.06547619047619048,0.2261904761904762,0.0,0.0,0.0,0.0,-0.0,0.18095238095238095,0.17916666666666667,0.18452380952380953,0.19464285714285715,0.3364285714285714,0.35892857142857143,0.5476190476190477,0.4845238095238095,0.49023809523809525,0.513095238095238,0.6345238095238095,0.6904761904761905,0.8928571428571429,0.3333333333333333,0.319047619047619,0.3107142857142857,0.3107142857142857,0.3142857142857143,0.45,0.4548809523809524,0.4714285714285714,0.5964285714285714,0.6428571428571429,0.7204761904761905,0.736904761904762,0.7785714285714286,0.8630952380952381,1.0,0.9,0.9226190476190477,1.0,0.6833333333333333,0.6482142857142857,0.6388095238095238,0.6482142857142857,0.73,0.7452380952380953,0.7833333333333333,0.8630952380952381,0.9178571428571428,0.9363095238095238,1.0,1.0,1.0,1.0,0.8904761904761904,0.8657142857142858,0.8654761904761905,0.8904761904761904,0.9178571428571428,0.9363095238095238,1.0,1.0,1.0,1.0,1.0,0.9785714285714285,0.9714285714285714,0.9773809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 2. 1. 0. 0. 0. 0.],-0.4166666666666667,-0.38095238095238093,-0.376984126984127,-0.4,-0.2222222222222222,-0.2365079365079365,-0.24444444444444444,-0.26031746031746034,-0.28888888888888886,-0.16666666666666666,-0.1634920634920635,-0.17142857142857143,-0.1880952380952381,-0.10476190476190476,-0.11428571428571428,-0.12698412698412698,-0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.05793650793650794,0.05873015873015873,0.0626984126984127,0.07222222222222222,0.10793650793650794,0.12063492063492064,0.17857142857142858,0.29365079365079366,0.30952380952380953,0.3484126984126984,0.35555555555555557,0.42698412698412697,0.638095238095238,0.2222222222222222,0.2365079365079365,0.24444444444444444,0.26031746031746034,0.28888888888888886,0.2746031746031746,0.2857142857142857,0.3134920634920635,0.33015873015873015,0.37777777777777777,0.5079365079365079,0.546031746031746,0.6349206349206349,0.5984126984126984,0.8888888888888888,0.7047619047619048,0.7722222222222223,0.8611111111111112,0.5277777777777778,0.5285714285714286,0.5452380952380952,0.5896825396825397,0.5334920634920635,0.5682539682539682,0.6460317460317461,0.6166666666666667,0.7452380952380953,0.8103174603174603,0.8888888888888888,0.8968253968253969,0.9722222222222222,1.0,0.7619047619047619,0.7620634920634921,0.792063492063492,0.8666666666666667,0.753968253968254,0.8134920634920635,0.8888888888888888,0.915079365079365,0.9777777777777777,1.0,1.0,0.9087301587301587,0.9158730158730158,0.9507936507936507,0.915079365079365,0.9777777777777777,1.0,1.0,0.9793650793650793,0.9880952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 1. 1. 1. 1. 1. 1. 0. 0.],-0.9666666666666667,-0.8857142857142857,-0.7619047619047619,-0.6190476190476191,-0.9,-0.7321428571428571,-0.5535714285714286,-0.3976190476190476,-0.27380952380952384,-0.5,-0.28253968253968254,-0.12380952380952381,0.0,0.21785714285714286,0.30952380952380953,0.38492063492063494,0.6746031746031746,-0.8,-0.5305555555555556,-0.33134920634920634,-0.18095238095238095,-0.05793650793650794,0.0,0.13452380952380952,0.2373015873015873,0.32142857142857145,0.5821428571428572,0.621031746031746,0.9047619047619048,0.4492063492063492,0.5047619047619047,0.5555555555555556,0.8611111111111112,0.8809523809523809,1.0,-0.17777777777777778,-0.0,0.12380952380952381,0.2246031746031746,0.30952380952380953,0.4853174603174603,0.5369047619047619,0.5813492063492064,0.8611111111111112,0.8809523809523809,0.8174603174603174,0.823015873015873,0.8511904761904762,1.0,1.0,1.0,1.0,1.0,0.48333333333333334,0.5214285714285715,0.569047619047619,0.6071428571428571,0.861904761904762,0.8611111111111112,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833333333333333,0.861904761904762,0.8611111111111112,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 1. 1. 1. 1. 0. 0. 0.],-0.9166666666666666,-0.7833333333333333,-0.6436507936507937,-0.5119047619047619,-0.8222222222222222,-0.640079365079365,-0.48658730158730157,-0.35095238095238096,-0.23015873015873015,-0.4722222222222222,-0.31706349206349205,-0.18095238095238095,-0.05873015873015873,0.0,0.12142857142857143,0.23253968253968255,0.4174603174603175,-0.7,-0.48194444444444445,-0.31706349206349205,-0.17916666666666667,-0.05873015873015873,-0.13452380952380952,0.0,0.11825396825396825,0.2259920634920635,0.30992063492063493,0.41349206349206347,0.7023809523809523,0.1988095238095238,0.30992063492063493,0.40753968253968254,0.6123015873015873,0.696031746031746,0.8809523809523809,-0.23333333333333334,-0.06785714285714285,0.061507936507936505,0.17142857142857143,0.2714285714285714,0.25317460317460316,0.3541666666666667,0.4448412698412698,0.6281746031746032,0.7055555555555556,0.5595238095238095,0.633531746031746,0.7055555555555556,0.8748015873015873,1.0,0.8392857142857143,0.8809523809523809,1.0,0.2833333333333333,0.3825396825396825,0.4634920634920635,0.5380952380952381,0.6444444444444445,0.7035714285714286,0.7619047619047619,0.9023809523809524,0.8690476190476191,0.9023809523809524,1.0,1.0,1.0,1.0,0.7011904761904761,0.7293650793650793,0.7682539682539683,0.8119047619047619,0.8988095238095238,0.9238095238095239,1.0,1.0,1.0,1.0,1.0,0.930952380952381,0.9285714285714286,0.9452380952380952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
