,[2. 2. 2. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 2. 2. 1. 1. 0. 0. 0. 0.],-0.8333333333333334,-0.6666666666666666,-0.5261904761904762,-0.3976190476190476,-0.7222222222222222,-0.5611111111111111,-0.4311904761904762,-0.3115079365079365,-0.19285714285714287,-0.4666666666666667,-0.3492063492063492,-0.23714285714285716,-0.12222222222222222,-0.17142857142857143,-0.05992063492063492,0.06468253968253969,0.12063492063492064,-0.6,-0.44722222222222224,-0.3100529100529101,-0.18452380952380953,-0.0626984126984127,-0.2373015873015873,-0.11825396825396825,0.0,0.125,0.058333333333333334,0.18492063492063493,0.3904761904761905,-0.0,0.12222222222222222,0.24973544973544973,0.3101851851851852,0.4595238095238095,0.5976190476190476,-0.26666666666666666,-0.12936507936507938,-0.0015873015873015873,0.11984126984126985,0.24126984126984127,0.06031746031746032,0.1765873015873016,0.29775132275132277,0.3494708994708995,0.4857142857142857,0.30238095238095236,0.4234126984126984,0.5535714285714286,0.6130952380952381,0.8888888888888888,0.5857142857142857,0.7031746031746032,0.8888888888888888,0.12222222222222222,0.24761904761904763,0.3611111111111111,0.4722222222222222,0.4103174603174603,0.5201058201058201,0.6369047619047619,0.6841269841269841,0.6392857142857142,0.7476190476190476,0.9111111111111111,0.8603174603174604,0.9444444444444444,1.0,0.49523809523809526,0.5857142857142857,0.6727513227513228,0.7619047619047619,0.7087301587301588,0.7996031746031746,0.9333333333333333,0.8861111111111111,0.9555555555555556,1.0,1.0,0.780952380952381,0.8317460317460318,0.8873015873015873,0.9119047619047619,0.9666666666666667,1.0,1.0,0.9444444444444444,0.9634920634920635,0.9888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 2. 0. 0. 0. 0. 0.],-0.7083333333333334,-0.5357142857142857,-0.3968253968253968,-0.25833333333333336,-0.6,-0.48214285714285715,-0.376984126984127,-0.27380952380952384,-0.15,-0.4583333333333333,-0.37896825396825395,-0.29285714285714287,-0.1988095238095238,-0.3142857142857143,-0.23333333333333334,-0.1384920634920635,-0.18412698412698414,-0.5,-0.4097222222222222,-0.30357142857142855,-0.19464285714285715,-0.07222222222222222,-0.32142857142857145,-0.2259920634920635,-0.125,0.0,-0.1634920634920635,-0.06408730158730158,-0.010714285714285714,-0.16666666666666666,-0.05873015873015873,0.06626984126984127,0.005952380952380952,0.14682539682539683,0.21666666666666667,-0.2777777777777778,-0.17857142857142858,-0.06547619047619048,0.059126984126984125,0.21666666666666667,-0.10714285714285714,0.0017857142857142857,0.12817460317460316,0.06190476190476191,0.1992063492063492,0.06349206349206349,0.19067460317460316,0.3630952380952381,0.2650793650793651,0.5611111111111111,0.30158730158730157,0.4579365079365079,0.5777777777777777,-0.0,0.11904761904761904,0.24801587301587302,0.4023809523809524,0.17857142857142858,0.30833333333333335,0.4853174603174603,0.3753968253968254,0.36507936507936506,0.525,0.6430555555555556,0.6031746031746031,0.8111111111111111,0.8611111111111112,0.2976190476190476,0.42063492063492064,0.5595238095238095,0.7416666666666667,0.4642857142857143,0.6168650793650794,0.7166666666666667,0.6547619047619048,0.8513888888888889,0.8611111111111112,1.0,0.5753968253968254,0.6904761904761905,0.8273809523809523,0.7222222222222222,0.8916666666666667,0.8888888888888888,1.0,0.7976190476190477,0.8928571428571429,1.0,0.9166666666666666,1.0,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 1. 1. 1. 0. 0. 0. 0.],-1.0,-0.8690476190476191,-0.6416666666666667,-0.40476190476190477,-1.0,-0.8472222222222222,-0.6046031746031746,-0.3547619047619048,-0.12063492063492064,-0.85,-0.5857142857142857,-0.3126984126984127,-0.06388888888888888,-0.2773809523809524,0.0,0.23333333333333334,0.3373015873015873,-1.0,-0.8166666666666667,-0.5793650793650794,-0.3364285714285714,-0.10793650793650794,-0.5821428571428572,-0.30992063492063493,-0.058333333333333334,0.1634920634920635,0.0,0.24682539682539684,0.5869047619047619,-0.3253968253968254,-0.061507936507936505,0.17142857142857143,0.26825396825396824,0.4857142857142857,0.5571428571428572,-0.7333333333333333,-0.4845238095238095,-0.22857142857142856,0.004761904761904762,0.20952380952380953,-0.2015873015873016,0.061507936507936505,0.28253968253968254,0.38333333333333336,0.5738095238095238,0.05793650793650794,0.2996031746031746,0.49047619047619045,0.640079365079365,0.8888888888888888,0.4392857142857143,0.6261904761904762,0.9166666666666666,-0.3416666666666667,-0.05714285714285714,0.18452380952380953,0.38095238095238093,0.26031746031746034,0.4722222222222222,0.6321428571428571,0.763095238095238,0.5071428571428571,0.6761904761904762,0.9333333333333333,0.819047619047619,0.9166666666666666,1.0,0.13333333333333333,0.3761904761904762,0.5523809523809524,0.6869047619047619,0.6686507936507936,0.7892857142857143,0.9666666666666667,0.8535714285714285,0.9333333333333333,1.0,1.0,0.5785714285714286,0.7202380952380952,0.8154761904761905,0.9226190476190477,0.9666666666666667,1.0,1.0,0.8809523809523809,0.9226190476190477,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 2. 1. 0. 0. 0. 0. 0.],-1.0,-0.8055555555555556,-0.555952380952381,-0.2869047619047619,-1.0,-0.8011904761904762,-0.5773809523809523,-0.3325396825396825,-0.0746031746031746,-0.8194444444444444,-0.6058201058201058,-0.38095238095238093,-0.13412698412698412,-0.4261904761904762,-0.19563492063492063,0.06626984126984127,0.0,-1.0,-0.7847222222222222,-0.580026455026455,-0.35892857142857143,-0.12063492063492064,-0.621031746031746,-0.41349206349206347,-0.18492063492063493,0.06408730158730158,-0.24682539682539684,0.0,0.225,-0.45634920634920634,-0.2392857142857143,-0.0,-0.06481481481481481,0.20952380952380953,0.14166666666666666,-0.7222222222222222,-0.5138888888888888,-0.29404761904761906,-0.05873015873015873,0.18412698412698414,-0.3501984126984127,-0.12103174603174603,0.12414021164021163,0.06335978835978837,0.33134920634920634,-0.18095238095238095,0.06183862433862434,0.31825396825396823,0.27380952380952384,0.5611111111111111,0.12063492063492064,0.37976190476190474,0.65,-0.4166666666666667,-0.17956349206349206,0.06507936507936508,0.30833333333333335,0.0031746031746031746,0.251984126984127,0.4996031746031746,0.4607142857142857,0.19067460317460316,0.44742063492063494,0.7083333333333334,0.5063492063492063,0.7555555555555555,0.8444444444444444,-0.05952380952380952,0.19047619047619047,0.42817460317460315,0.6416666666666667,0.37837301587301586,0.6130952380952381,0.825,0.5682539682539682,0.7986111111111112,0.8444444444444444,1.0,0.31746031746031744,0.5436507936507936,0.7357142857142858,0.7138888888888889,0.8888888888888888,0.8763888888888889,1.0,0.6547619047619048,0.8194444444444444,0.9361111111111111,0.9402777777777778,1.0,0.8928571428571429,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 3. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6666666666666666,-0.16666666666666666,-1.0,-1.0,-0.7916666666666666,-0.39880952380952384,0.08333333333333333,-1.0,-0.8809523809523809,-0.5952380952380952,-0.16666666666666666,-0.7547619047619047,-0.4083333333333333,0.075,-0.2,-1.0,-1.0,-0.8333333333333334,-0.5476190476190477,-0.17857142857142858,-0.9047619047619048,-0.7023809523809523,-0.3904761904761905,0.010714285714285714,-0.5869047619047619,-0.225,0.0,-0.7857142857142857,-0.5619047619047619,-0.24761904761904763,-0.4595238095238095,-0.075,-0.35595238095238096,-1.0,-0.8333333333333334,-0.5714285714285714,-0.23809523809523808,0.14285714285714285,-0.7142857142857143,-0.430952380952381,-0.06428571428571428,-0.2833333333333333,0.15,-0.5952380952380952,-0.3047619047619048,0.075,-0.15,0.016666666666666666,-0.3619047619047619,-0.0,0.25833333333333336,-0.8333333333333334,-0.5714285714285714,-0.23809523809523808,0.14285714285714285,-0.430952380952381,-0.06428571428571428,0.35595238095238096,0.15,-0.3047619047619048,0.075,0.35833333333333334,-0.0,0.43333333333333335,0.43333333333333335,-0.5714285714285714,-0.23809523809523808,0.14285714285714285,0.5238095238095238,-0.06428571428571428,0.35595238095238096,0.6666666666666666,0.075,0.5083333333333333,0.43333333333333335,0.8666666666666667,-0.23809523809523808,0.14285714285714285,0.5238095238095238,0.35595238095238096,0.7583333333333333,0.5083333333333333,0.8666666666666667,0.14285714285714285,0.5238095238095238,0.8333333333333334,0.7583333333333333,0.9,0.5238095238095238,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0
[4. 4. 1. 1. 1. 1. 1. 0. 0. 0.],-1.0,-0.9777777777777777,-0.9087301587301587,-0.7857142857142857,-1.0,-0.9261904761904762,-0.7793650793650794,-0.5992063492063492,-0.42857142857142855,-0.8111111111111111,-0.5726190476190476,-0.3523809523809524,-0.16666666666666666,-0.04880952380952381,0.12698412698412698,0.2777777777777778,0.5396825396825397,-1.0,-0.8916666666666667,-0.6932539682539682,-0.4845238095238095,-0.29365079365079366,-0.4492063492063492,-0.1988095238095238,0.0,0.16666666666666666,0.3253968253968254,0.45634920634920634,0.7857142857142857,0.0,0.20833333333333334,0.36507936507936506,0.6825396825396826,0.7619047619047619,0.9404761904761905,-0.7666666666666667,-0.5214285714285715,-0.30753968253968256,-0.12063492063492064,0.047619047619047616,-0.0,0.18095238095238095,0.3273809523809524,0.6071428571428571,0.6904761904761905,0.42857142857142855,0.5535714285714286,0.6587301587301587,0.8928571428571429,1.0,0.7595238095238095,0.8313492063492064,1.0,-0.24166666666666667,-0.0,0.18095238095238095,0.3273809523809524,0.5063492063492063,0.6071428571428571,0.6904761904761905,0.8928571428571429,0.8511904761904762,0.8928571428571429,1.0,1.0,1.0,1.0,0.375,0.5063492063492063,0.6071428571428571,0.6904761904761905,0.8511904761904762,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,0.8277777777777777,0.8511904761904762,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 1. 1. 1. 0. 0. 0. 0.],-1.0,-0.9484126984126984,-0.8484126984126984,-0.719047619047619,-1.0,-0.8809523809523809,-0.7301587301587301,-0.5704761904761905,-0.40634920634920635,-0.7638888888888888,-0.5793650793650794,-0.4030952380952381,-0.22857142857142856,-0.22857142857142856,-0.05198412698412699,0.12063492063492064,0.2857142857142857,-1.0,-0.85,-0.6718253968253968,-0.49023809523809525,-0.30952380952380953,-0.5047619047619047,-0.30992063492063493,-0.12222222222222222,0.05873015873015873,0.061507936507936505,0.2392857142857143,0.5619047619047619,-0.20833333333333334,0.0,0.19404761904761905,0.38333333333333336,0.5535714285714286,0.736904761904762,-0.7333333333333333,-0.5452380952380952,-0.35873015873015873,-0.17976190476190476,-0.006349206349206349,-0.18095238095238095,-0.0,0.17142857142857143,0.3396825396825397,0.49047619047619045,0.13015873015873017,0.31706349206349205,0.4857142857142857,0.6531746031746032,0.9333333333333333,0.4392857142857143,0.6031746031746031,0.8888888888888888,-0.3416666666666667,-0.12936507936507938,0.061507936507936505,0.23333333333333334,0.24603174603174602,0.40595238095238095,0.5476190476190477,0.6892857142857143,0.575,0.7130952380952381,0.9333333333333333,0.819047619047619,0.9166666666666666,1.0,0.13333333333333333,0.31825396825396823,0.4722222222222222,0.6047619047619047,0.6265873015873016,0.7392857142857143,0.9333333333333333,0.888095238095238,0.95,1.0,1.0,0.5785714285714286,0.6944444444444444,0.7892857142857143,0.888095238095238,0.95,1.0,1.0,0.8809523809523809,0.9226190476190477,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 2. 1. 0. 0. 0. 0. 0.],-1.0,-0.9126984126984127,-0.8,-0.6714285714285714,-1.0,-0.8392857142857143,-0.6984126984126984,-0.5587301587301587,-0.4031746031746032,-0.7333333333333333,-0.5925925925925926,-0.45555555555555555,-0.30436507936507934,-0.37023809523809526,-0.2253968253968254,-0.054365079365079366,0.0,-1.0,-0.8194444444444444,-0.6653439153439153,-0.513095238095238,-0.3484126984126984,-0.5555555555555556,-0.40753968253968254,-0.24973544973544973,-0.06626984126984127,-0.17142857142857143,0.0,0.24761904761904763,-0.36507936507936506,-0.19404761904761905,0.0,0.06335978835978837,0.28253968253968254,0.375,-0.7222222222222222,-0.5674603174603174,-0.4146825396825397,-0.25317460317460316,-0.07222222222222222,-0.3273809523809524,-0.17142857142857143,-0.0,0.056746031746031746,0.24285714285714285,-0.12063492063492064,0.06481481481481481,0.28253968253968254,0.31666666666666665,0.6916666666666667,0.12063492063492064,0.3253968253968254,0.5944444444444444,-0.4166666666666667,-0.24404761904761904,-0.06468253968253969,0.12817460317460316,0.006349206349206349,0.18346560846560847,0.38015873015873014,0.40714285714285714,0.26071428571428573,0.4722222222222222,0.7166666666666667,0.5063492063492063,0.7388888888888889,0.8444444444444444,-0.05952380952380952,0.12698412698412698,0.319047619047619,0.5214285714285715,0.35595238095238096,0.5396825396825397,0.7416666666666667,0.6301587301587301,0.8333333333333334,0.8444444444444444,1.0,0.31746031746031744,0.49603174603174605,0.675,0.6738095238095239,0.8416666666666667,0.9083333333333333,1.0,0.6547619047619048,0.7976190476190477,0.9277777777777778,0.9083333333333333,1.0,0.8928571428571429,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
[4. 4. 3. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8706349206349207,-0.6416666666666667,-1.0,-1.0,-0.8456349206349206,-0.5952380952380952,-0.30793650793650795,-1.0,-0.8312169312169312,-0.555952380952381,-0.2507936507936508,-0.5261904761904762,-0.19166666666666668,0.12063492063492064,0.20476190476190476,-1.0,-1.0,-0.8670634920634921,-0.6345238095238095,-0.35555555555555557,-0.8611111111111112,-0.6123015873015873,-0.3101851851851852,-0.005952380952380952,-0.26825396825396824,0.06481481481481481,0.4595238095238095,-0.6825396825396826,-0.38333333333333336,-0.06335978835978837,0.0,0.33134920634920634,0.31666666666666665,-1.0,-0.8313492063492064,-0.6059523809523809,-0.3380952380952381,-0.06031746031746032,-0.5873015873015873,-0.2996031746031746,-0.001455026455026455,0.06335978835978837,0.35833333333333334,-0.38571428571428573,-0.06335978835978837,0.24285714285714285,0.3412698412698413,0.6916666666666667,-0.07817460317460317,0.24761904761904763,0.6666666666666666,-0.7916666666666666,-0.5297619047619048,-0.23333333333333334,0.06190476190476191,-0.19285714285714287,0.12671957671957673,0.40714285714285714,0.4996031746031746,0.06626984126984127,0.3888888888888889,0.775,0.3976190476190476,0.6833333333333333,0.8277777777777777,-0.44642857142857145,-0.12063492063492064,0.19007936507936507,0.45595238095238094,0.2623015873015873,0.5396825396825397,0.8416666666666667,0.5444444444444444,0.7833333333333333,0.8277777777777777,1.0,-0.0,0.3242063492063492,0.5797619047619048,0.675,0.85,0.9,1.0,0.4642857142857143,0.7035714285714286,0.8583333333333333,0.9361111111111111,1.0,0.8273809523809523,0.9361111111111111,1.0,1.0,1.0,1.0,1.0
[4. 4. 3. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.875,-0.6309523809523809,-1.0,-1.0,-0.8571428571428571,-0.6309523809523809,-0.30952380952380953,-1.0,-0.8511904761904762,-0.6349206349206349,-0.35634920634920636,-0.6428571428571429,-0.3904761904761905,-0.06666666666666667,-0.13333333333333333,-1.0,-1.0,-0.8809523809523809,-0.6904761904761905,-0.42698412698412697,-0.8809523809523809,-0.696031746031746,-0.4595238095238095,-0.14682539682539683,-0.4857142857142857,-0.20952380952380953,0.075,-0.7619047619047619,-0.5535714285714286,-0.28253968253968254,-0.33134920634920634,0.0,-0.15,-1.0,-0.8571428571428571,-0.6666666666666666,-0.430952380952381,-0.13333333333333333,-0.6785714285714286,-0.46190476190476193,-0.19444444444444445,-0.24285714285714285,0.06865079365079366,-0.5619047619047619,-0.31825396825396823,-0.0,-0.06865079365079366,0.20555555555555555,-0.3619047619047619,-0.075,0.225,-0.8333333333333334,-0.6190476190476191,-0.36666666666666664,-0.06428571428571428,-0.4,-0.12341269841269842,0.2123015873015873,0.1373015873015873,-0.24761904761904763,0.075,0.4027777777777778,-0.0,0.375,0.43333333333333335,-0.5714285714285714,-0.30238095238095236,0.004761904761904762,0.35595238095238096,-0.05238095238095238,0.2746031746031746,0.5611111111111111,0.15,0.5416666666666666,0.43333333333333335,0.8666666666666667,-0.23809523809523808,0.07380952380952381,0.4119047619047619,0.33690476190476193,0.6805555555555556,0.5833333333333334,0.8666666666666667,0.14285714285714285,0.46785714285714286,0.7833333333333333,0.7083333333333334,0.9333333333333333,0.5238095238095238,0.8083333333333333,0.9666666666666667,0.8333333333333334,1.0,1.0,1.0
[4. 4. 4. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8511904761904762,-1.0,-1.0,-1.0,-0.8273809523809523,-0.5238095238095238,-1.0,-1.0,-0.8035714285714286,-0.4642857142857143,-0.7797619047619048,-0.40476190476190477,0.0,0.08333333333333333,-1.0,-1.0,-1.0,-0.8928571428571429,-0.638095238095238,-1.0,-0.8809523809523809,-0.5976190476190476,-0.21666666666666667,-0.5571428571428572,-0.14166666666666666,0.35595238095238096,-0.9404761904761905,-0.736904761904762,-0.375,-0.31666666666666665,0.15,0.0,-1.0,-1.0,-0.8809523809523809,-0.6595238095238095,-0.3619047619047619,-0.8690476190476191,-0.6261904761904762,-0.3047619047619048,-0.24761904761904763,0.13095238095238096,-0.7571428571428571,-0.4595238095238095,-0.075,-0.0,0.4,-0.5476190476190477,-0.20595238095238094,0.2833333333333333,-1.0,-0.8690476190476191,-0.6261904761904762,-0.3047619047619048,-0.5928571428571429,-0.24761904761904763,0.13095238095238096,0.20595238095238094,-0.4154761904761905,-0.0,0.525,-0.15,0.2833333333333333,0.375,-0.8571428571428571,-0.5928571428571429,-0.24761904761904763,0.13095238095238096,-0.19047619047619047,0.20595238095238094,0.6333333333333333,0.075,0.525,0.375,0.8666666666666667,-0.5595238095238095,-0.19047619047619047,0.20595238095238094,0.28095238095238095,0.6333333333333333,0.625,0.8666666666666667,-0.13333333333333333,0.28095238095238095,0.6333333333333333,0.7083333333333334,0.9666666666666667,0.35595238095238096,0.7083333333333334,0.9666666666666667,0.7833333333333333,0.9666666666666667,1.0,1.0
[5. 1. 1. 1. 1. 1. 1. 1. 1. 0.],-1.0,-1.0,-1.0,-1.0,-0.9777777777777777,-0.9333333333333333,-0.8666666666666667,-0.7777777777777778,-0.6666666666666666,-0.6222222222222222,-0.4666666666666667,-0.3333333333333333,-0.2222222222222222,0.23333333333333334,0.26666666666666666,0.2777777777777778,0.7222222222222222,-0.8,-0.6222222222222222,-0.4666666666666667,-0.3333333333333333,-0.2222222222222222,0.17777777777777778,0.23333333333333334,0.26666666666666666,0.2777777777777778,0.7333333333333333,0.7222222222222222,1.0,0.7666666666666667,0.7333333333333333,0.7222222222222222,1.0,1.0,1.0,0.0,0.08888888888888889,0.15555555555555556,0.2,0.2222222222222222,0.7666666666666667,0.7333333333333333,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.6777777777777778,0.6555555555555556,0.6555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 1. 1. 1. 1. 1. 1. 0. 0.],-0.9916666666666667,-0.9714285714285714,-0.9404761904761905,-0.9047619047619048,-0.9333333333333333,-0.8472222222222222,-0.763095238095238,-0.6880952380952381,-0.6150793650793651,-0.5611111111111111,-0.4607142857142857,-0.3761904761904762,-0.29444444444444445,-0.007142857142857143,0.0630952380952381,0.11904761904761904,0.4603174603174603,-0.7,-0.5305555555555556,-0.4119047619047619,-0.319047619047619,-0.2365079365079365,0.0,0.06785714285714285,0.12936507936507938,0.17857142857142858,0.4845238095238095,0.5138888888888888,0.8333333333333334,0.5214285714285715,0.5452380952380952,0.5674603174603174,0.8313492063492064,0.8571428571428571,1.0,-0.08888888888888889,0.0,0.07023809523809524,0.13015873015873017,0.17857142857142858,0.4853174603174603,0.513095238095238,0.5416666666666666,0.8313492063492064,0.8571428571428571,0.861904761904762,0.8611111111111112,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,0.48333333333333334,0.4853174603174603,0.5047619047619047,0.5297619047619048,0.8174603174603174,0.823015873015873,0.8511904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833333333333333,0.861904761904762,0.8611111111111112,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
