,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-0.6858974358974359,-0.4965034965034965,-0.3597319347319347,-0.2475746475746476,-0.14664502164502163,-0.04895104895104895,-0.3146853146853147,-0.19797979797979798,-0.09585969585969586,0.0,0.09612609612609613,0.19658119658119658,0.04700854700854701,0.13802863802863802,0.233016983016983,0.33698523698523697,0.3593073593073593,0.46464646464646464,0.5874125874125874,0.703962703962704,0.1020979020979021,0.19327894327894327,0.2786657786657787,0.3652597402597403,0.45726495726495725,0.4042346542346542,0.48603618603618604,0.5756993006993008,0.6775446775446775,0.6804972804972805,0.7756410256410257,0.9388111888111889,0.7000777000777001,0.7659479409479409,0.8383838383838383,0.9075369075369075,0.958041958041958,1.0,0.526029526029526,0.581973581973582,0.6433011433011433,0.7115773115773115,0.7898989898989899,0.7344599844599845,0.7947746697746698,0.8600621600621601,0.9222999222999223,0.965034965034965,0.9189588189588189,0.9518259518259519,0.9790209790209791,1.0,1.0,1.0,1.0,1.0,0.8205128205128205,0.8459595959595959,0.8808469308469309,0.921911421911422,0.9317404817404817,0.9594405594405594,0.9825174825174825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9627039627039627,0.9700854700854701,0.9822843822843823,0.993006993006993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-0.6794871794871795,-0.49696969696969695,-0.3663170163170163,-0.2585192585192585,-0.1588966588966589,-0.055944055944055944,-0.37995337995337997,-0.2794871794871795,-0.18655233655233655,-0.09612609612609613,0.0,0.11305361305361306,-0.12913752913752913,-0.04431679431679432,0.04660894660894661,0.15594405594405594,0.08623043623043623,0.18982128982128982,0.33581973581973584,0.35353535353535354,-0.045454545454545456,0.04735819735819736,0.13927738927738928,0.2374958374958375,0.35174825174825175,0.17632367632367632,0.2684038184038184,0.37715617715617716,0.5198135198135199,0.3979020979020979,0.5318570318570318,0.7237762237762237,0.4650904650904651,0.5621212121212121,0.6831390831390831,0.686946386946387,0.8321678321678322,0.9125874125874126,0.3271173271173271,0.40884115884115885,0.49654789654789655,0.598018648018648,0.7230769230769231,0.5091852591852591,0.6043900543900544,0.7215229215229215,0.7212121212121212,0.8566433566433567,0.745920745920746,0.8331002331002331,0.9277389277389277,0.9254079254079254,1.0,0.9277389277389277,0.9766899766899767,1.0,0.6439393939393939,0.7065434565434565,0.7792929292929293,0.8636363636363636,0.7752913752913753,0.8561771561771562,0.9396270396270396,0.9382284382284383,0.9277389277389277,0.9766899766899767,1.0,1.0,1.0,1.0,0.8601398601398601,0.8995726495726496,0.9445221445221446,0.9839160839160839,0.9391608391608391,0.9806526806526806,1.0,1.0,1.0,1.0,1.0,0.9687257187257188,0.9848484848484849,0.9965034965034965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6858974358974359,-0.5104895104895105,-0.38607226107226106,-0.2836052836052836,-0.18706293706293706,-0.07692307692307693,-0.4370629370629371,-0.35275835275835277,-0.2738927738927739,-0.19658119658119658,-0.11305361305361306,0.0,-0.2806915306915307,-0.21221833721833722,-0.14102564102564102,-0.05652680652680653,-0.16433566433566432,-0.09401709401709402,0.0034965034965034965,-0.048174048174048176,-0.16783216783216784,-0.08556721056721056,0.0009712509712509713,0.09848484848484848,0.2261072261072261,-0.036421911421911424,0.047979797979797977,0.15054390054390054,0.3111888111888112,0.09401709401709402,0.21114996114996115,0.3094405594405594,0.21561771561771562,0.3194444444444444,0.46386946386946387,0.37334887334887334,0.5734265734265734,0.6608391608391608,0.14219114219114218,0.23115773115773117,0.33236208236208237,0.46153846153846156,0.6666666666666666,0.2627233877233877,0.36975524475524474,0.5203962703962703,0.42035742035742035,0.6258741258741258,0.5064102564102564,0.6328671328671329,0.831002331002331,0.696969696969697,0.9300699300699301,0.7552447552447552,0.8857808857808858,0.9417249417249417,0.43997668997669,0.5304001554001554,0.6410256410256411,0.791958041958042,0.5478826728826729,0.6736596736596736,0.8630536130536131,0.7331002331002331,0.7552447552447552,0.8857808857808858,0.9417249417249417,0.9265734265734266,1.0,1.0,0.6911421911421911,0.7742812742812742,0.8776223776223776,1.0,0.7837995337995338,0.9061771561771562,0.9533799533799534,0.9265734265734266,1.0,1.0,1.0,0.8694638694638694,0.9333721833721834,1.0,0.9388111888111889,1.0,1.0,1.0,0.9673659673659674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-0.8529137529137529,-0.651048951048951,-0.44483294483294483,-0.2544677544677545,-0.08158508158508158,-0.7902097902097902,-0.5013986013986014,-0.2540792540792541,-0.04700854700854701,0.12913752913752913,0.2806915306915307,0.0,0.21134421134421136,0.37424242424242427,0.5064102564102564,0.6671328671328671,0.7525252525252525,0.8259518259518259,0.9619269619269619,-0.24475524475524477,-0.0,0.18803418803418803,0.3416083916083916,0.46806526806526805,0.4825174825174825,0.6002331002331003,0.6965034965034965,0.7797202797202797,0.9086247086247087,0.9401709401709402,1.0,0.8158508158508159,0.8662004662004662,0.9135198135198135,1.0,1.0,1.0,0.40792540792540793,0.5361305361305362,0.6377622377622377,0.7204351204351205,0.7933177933177933,0.8776223776223776,0.9086247086247087,0.9401709401709402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8543123543123543,0.8776223776223776,0.9086247086247087,0.9401709401709402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8403263403263403,-0.6445221445221445,-0.4486069486069486,-0.2614052614052614,-0.08491508491508491,-0.7902097902097902,-0.5547785547785548,-0.3372183372183372,-0.13802863802863802,0.04431679431679432,0.21221833721833722,-0.21134421134421136,0.0,0.18800643800643801,0.35567210567210567,0.3531468531468531,0.5185508935508936,0.6612276612276612,0.8158508158508159,-0.3706293706293706,-0.14724164724164723,0.04713804713804714,0.2181152181152181,0.3706293706293706,0.1989121989121989,0.37101787101787104,0.5188422688422688,0.6487956487956488,0.6841491841491841,0.7942242942242942,0.965034965034965,0.5501165501165501,0.6740481740481741,0.7792022792022792,0.9084434084434084,0.9562937062937062,1.0,0.16083916083916083,0.33935508935508935,0.4836829836829837,0.6061577311577312,0.7125097125097125,0.6456876456876457,0.7480574980574981,0.8337218337218337,0.9380989380989381,0.9708624708624709,0.8749028749028749,0.9261849261849262,0.965034965034965,1.0,1.0,1.0,1.0,1.0,0.6328671328671329,0.7249417249417249,0.8014763014763014,0.8679098679098679,0.9156954156954157,0.95001295001295,0.9766899766899767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9125874125874126,0.9360916860916861,0.9619269619269619,0.9825174825174825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8398601398601399,-0.6536130536130537,-0.46566766566766565,-0.27905427905427904,-0.09324009324009325,-0.8041958041958042,-0.6083916083916084,-0.4193806193806194,-0.233016983016983,-0.04660894660894661,0.14102564102564102,-0.37424242424242427,-0.18800643800643801,0.0,0.1919191919191919,0.04728604728604729,0.24562937062937062,0.45174825174825173,0.5198135198135199,-0.47132867132867134,-0.27797202797202797,-0.09088134088134088,0.0906010656010656,0.26783216783216784,-0.046620046620046623,0.1381951381951382,0.3208236208236208,0.5009324009324009,0.377039627039627,0.5666666666666667,0.8181818181818182,0.2686480186480186,0.44137529137529136,0.6073038073038073,0.6741258741258741,0.8298368298368298,0.9055944055944056,-0.047086247086247084,0.1445221445221445,0.32001332001332,0.48216783216783216,0.6326340326340326,0.3723776223776224,0.5368881118881119,0.6891219891219891,0.7477855477855477,0.8769230769230769,0.6442890442890443,0.7757575757575758,0.8881118881118881,0.9335664335664335,1.0,0.9004662004662005,0.9615384615384616,1.0,0.38694638694638694,0.539044289044289,0.6708624708624709,0.7862470862470863,0.7226107226107226,0.8332556332556332,0.9216783216783216,0.9566433566433566,0.9004662004662005,0.9615384615384616,1.0,1.0,1.0,1.0,0.7342657342657343,0.8237762237762237,0.8965034965034965,0.9552447552447553,0.933100233100233,0.9748251748251748,1.0,1.0,1.0,1.0,1.0,0.9347319347319347,0.9657342657342657,0.9881118881118881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8515151515151516,-0.6793706293706294,-0.5019425019425019,-0.3162393162393162,-0.11188811188811189,-0.8286713286713286,-0.6630536130536131,-0.5024087024087024,-0.33698523698523697,-0.15594405594405594,0.05652680652680653,-0.5064102564102564,-0.35567210567210567,-0.1919191919191919,0.0,-0.22319347319347319,-0.0489024864024864,0.17917637917637919,0.11204351204351204,-0.5594405594405595,-0.39463869463869466,-0.2270784770784771,-0.04935897435897436,0.14871794871794872,-0.2564102564102564,-0.08943278943278943,0.09656177156177156,0.3198135198135198,0.050194250194250195,0.2609168609168609,0.4825174825174825,-0.0009712509712509713,0.18034188034188034,0.3861693861693862,0.3366744366744367,0.5896270396270397,0.6328671328671329,-0.2222222222222222,-0.042055167055167056,0.14238539238539238,0.33796620046620046,0.5515151515151515,0.09693084693084693,0.28435314685314683,0.4951048951048951,0.4370629370629371,0.6844988344988345,0.35683760683760685,0.5473970473970474,0.7610722610722611,0.7116550116550117,0.9300699300699301,0.6818181818181818,0.8475524475524475,0.9533799533799534,0.14763014763014762,0.32672882672882675,0.5069541569541569,0.6913752913752914,0.4539238539238539,0.6384615384615384,0.8312354312354312,0.7836829836829837,0.6818181818181818,0.8475524475524475,0.9533799533799534,0.9102564102564102,0.9883449883449883,1.0,0.4982517482517482,0.6528554778554778,0.7998445998445999,0.9307692307692308,0.7536130536130536,0.8956876456876457,0.972027972027972,0.9102564102564102,0.9883449883449883,1.0,1.0,0.7742812742812742,0.8814296814296815,0.9657342657342657,0.9412587412587412,0.993006993006993,1.0,1.0,0.9401709401709402,0.9877622377622378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8586247086247086,-0.6323010323010323,-0.37695637695637696,-0.12187812187812187,-1.0,-0.875990675990676,-0.6368298368298368,-0.3593073593073593,-0.08623043623043623,0.16433566433566432,-0.6671328671328671,-0.3531468531468531,-0.04728604728604729,0.22319347319347319,0.0,0.30594405594405594,0.5473193473193473,0.6876456876456877,-0.8237762237762237,-0.579020979020979,-0.30536130536130535,-0.038544788544788544,0.2040792540792541,-0.30652680652680653,-0.0,0.26783216783216784,0.49044289044289047,0.36421911421911424,0.6013986013986014,0.8923076923076924,0.037296037296037296,0.3124708624708625,0.5347319347319347,0.6692307692307692,0.8321678321678322,0.8986013986013986,-0.45174825174825173,-0.1386946386946387,0.14265734265734265,0.3782051282051282,0.5701631701631702,0.20512820512820512,0.4649184149184149,0.6592074592074592,0.7874125874125875,0.9006993006993007,0.5160839160839161,0.7081585081585081,0.8461538461538461,0.9440559440559441,1.0,0.8675990675990676,0.9440559440559441,1.0,0.05244755244755245,0.337995337995338,0.5523310023310023,0.7118881118881119,0.6671328671328671,0.8116550116550116,0.9090909090909091,0.9734265734265735,0.8675990675990676,0.9440559440559441,1.0,1.0,1.0,1.0,0.5454545454545454,0.720979020979021,0.8358974358974359,0.9174825174825175,0.9347319347319347,0.9734265734265735,1.0,1.0,1.0,1.0,1.0,0.8776223776223776,0.9347319347319347,0.9734265734265735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8786421911421911,-0.6717948717948717,-0.4160839160839161,-0.13986013986013987,-1.0,-0.8972027972027972,-0.708041958041958,-0.46464646464646464,-0.18982128982128982,0.09401709401709402,-0.7525252525252525,-0.5185508935508936,-0.24562937062937062,0.0489024864024864,-0.30594405594405594,0.0,0.3198135198135198,0.30303030303030304,-0.862937062937063,-0.6663170163170163,-0.43356643356643354,-0.17578671328671328,0.09149184149184149,-0.493006993006993,-0.23251748251748253,0.04765928515928516,0.32797202797202796,-0.0,0.3102952602952603,0.6416083916083916,-0.23232323232323232,0.04126845376845377,0.31763791763791765,0.30116550116550117,0.6027972027972028,0.6048951048951049,-0.5822843822843823,-0.3175990675990676,-0.04079254079254079,0.23141025641025642,0.48158508158508156,-0.09537684537684538,0.1956973581973582,0.4703962703962704,0.4658896658896659,0.734965034965035,0.1841880341880342,0.4585081585081585,0.6993006993006993,0.7328671328671329,0.9300699300699301,0.5944055944055944,0.8041958041958042,0.965034965034965,-0.1895881895881896,0.1012043512043512,0.3708818958818959,0.602952602952603,0.3463092463092463,0.6046620046620047,0.8083916083916084,0.8391608391608392,0.5944055944055944,0.8041958041958042,0.965034965034965,0.8925407925407925,0.9766899766899767,1.0,0.2494172494172494,0.5080419580419581,0.7143745143745144,0.865034965034965,0.7272727272727273,0.8877622377622377,0.986013986013986,0.8925407925407925,0.9766899766899767,1.0,1.0,0.6410256410256411,0.813986013986014,0.9244755244755245,0.9498834498834499,0.9906759906759907,1.0,1.0,0.8999222999222999,0.968997668997669,0.9953379953379954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9086247086247087,-0.7389277389277389,-0.5011655011655012,-0.1888111888111888,-1.0,-0.9238539238539238,-0.782051282051282,-0.5874125874125874,-0.33581973581973584,-0.0034965034965034965,-0.8259518259518259,-0.6612276612276612,-0.45174825174825173,-0.17917637917637919,-0.5473193473193473,-0.3198135198135198,0.0,-0.17482517482517482,-0.9020979020979021,-0.7498057498057498,-0.5602175602175602,-0.33146853146853145,-0.0533022533022533,-0.6418026418026418,-0.44413364413364415,-0.20085470085470086,0.11157731157731157,-0.32797202797202796,-0.0533022533022533,0.16433566433566432,-0.45454545454545453,-0.23108003108003108,0.043356643356643354,-0.09665889665889665,0.24125874125874125,0.16083916083916083,-0.6954156954156954,-0.4801864801864802,-0.23325563325563325,0.05073815073815074,0.37902097902097903,-0.351981351981352,-0.09378399378399378,0.21592851592851592,0.06324786324786325,0.4405594405594406,-0.13442113442113443,0.14498834498834498,0.4797202797202797,0.3356643356643357,0.6503496503496503,0.24164724164724163,0.5515151515151515,0.7832167832167832,-0.3962703962703963,-0.13442113442113443,0.15128205128205127,0.46107226107226107,0.011033411033411034,0.31305361305361307,0.6566433566433566,0.5104895104895105,0.24164724164724163,0.5515151515151515,0.7832167832167832,0.6177156177156177,0.8927738927738927,0.9067599067599068,-0.03496503496503497,0.24832944832944834,0.5375291375291376,0.8153846153846154,0.40295260295260293,0.7046620046620047,0.8881118881118881,0.6177156177156177,0.8927738927738927,0.9067599067599068,1.0,0.3418803418803419,0.6083916083916084,0.8470862470862471,0.7491841491841492,0.9592074592074592,0.9067599067599068,1.0,0.6736596736596736,0.875990675990676,1.0,0.9627039627039627,1.0,0.9020979020979021,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8672882672882672,-0.5757575757575758,-0.1958041958041958,-1.0,-1.0,-0.9238539238539238,-0.703962703962704,-0.35353535353535354,0.048174048174048176,-0.9619269619269619,-0.8158508158508159,-0.5198135198135199,-0.11204351204351204,-0.6876456876456877,-0.30303030303030304,0.17482517482517482,0.0,-1.0,-0.9184149184149184,-0.7257187257187258,-0.4358974358974359,-0.08593628593628594,-0.8290598290598291,-0.5847707847707848,-0.24164724164724163,0.15042735042735042,-0.4217560217560218,-0.0,0.38461538461538464,-0.6487956487956488,-0.3606837606837607,-0.0,-0.16487956487956487,0.27972027972027974,0.1048951048951049,-0.912975912975913,-0.7078477078477079,-0.4017094017094017,-0.037451437451437454,0.32804972804972804,-0.5602175602175602,-0.1986013986013986,0.2087024087024087,0.05827505827505827,0.5244755244755245,-0.32773892773892777,0.04832944832944833,0.43496503496503497,0.34965034965034963,0.6503496503496503,0.09665889665889665,0.4932400932400932,0.8275058275058275,-0.6899766899766899,-0.36752136752136755,0.011033411033411034,0.38181818181818183,-0.15555555555555556,0.266977466977467,0.6391608391608392,0.6013986013986014,0.09665889665889665,0.4932400932400932,0.8275058275058275,0.5515151515151515,0.8554778554778555,0.8997668997668997,-0.3333333333333333,0.059518259518259516,0.4355866355866356,0.7314685314685314,0.32525252525252524,0.6974358974358974,0.9487179487179487,0.5515151515151515,0.8554778554778555,0.8997668997668997,1.0,0.108003108003108,0.48935508935508937,0.7752913752913753,0.7557109557109557,0.9557109557109557,0.8997668997668997,1.0,0.5431235431235432,0.8191142191142191,0.9627039627039627,0.9813519813519813,1.0,0.862937062937063,0.9813519813519813,1.0,1.0,1.0,1.0,1.0
[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],-1.0,-1.0,-0.9300699300699301,-0.8125874125874126,-0.6671328671328671,-0.5104895104895105,-0.35664335664335667,-0.7307692307692307,-0.48951048951048953,-0.27972027972027974,-0.1020979020979021,0.045454545454545456,0.16783216783216784,0.24475524475524477,0.3706293706293706,0.47132867132867134,0.5594405594405595,0.8237762237762237,0.862937062937063,0.9020979020979021,1.0,0.0,0.18706293706293706,0.32867132867132864,0.44195804195804195,0.5398601398601398,0.7902097902097902,0.8237762237762237,0.862937062937063,0.9020979020979021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,0.7325174825174825,0.7818181818181819,0.8335664335664336,0.8825174825174825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
