,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8722943722943723,-0.658008658008658,-0.4126984126984127,-1.0,-0.8242424242424242,-0.5581529581529582,-0.27604617604617604,-0.006060606060606061,-0.44646464646464645,-0.11832611832611832,0.16623376623376623,0.36796536796536794,0.5893939393939394,-0.7878787878787878,-0.4808080808080808,-0.17186147186147185,0.10649350649350649,0.0,0.2972582972582973,0.5303030303030303,0.7313131313131314,0.45454545454545453,0.6757575757575758,0.9515151515151515,-0.3333333333333333,-0.0,0.27705627705627706,0.5,0.48787878787878786,0.6904040404040404,0.9515151515151515,0.8424242424242424,0.9353535353535354,1.0,0.26262626262626265,0.5212121212121212,0.705050505050505,0.8797979797979798,0.9515151515151515,1.0,1.0,0.7696969696969697,0.8797979797979798,0.9515151515151515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8906926406926406,-0.7021645021645022,-0.4603174603174603,-1.0,-0.8608225108225108,-0.6541125541125541,-0.4028138528138528,-0.12207792207792208,-0.6075036075036075,-0.34819624819624817,-0.05988455988455989,0.0,0.30757575757575756,-0.8409090909090909,-0.6125541125541125,-0.34819624819624817,-0.05930735930735931,-0.2972582972582973,0.0,0.3055555555555556,0.3787878787878788,0.06103896103896104,0.3787878787878788,0.7575757575757576,-0.5151515151515151,-0.23463203463203464,0.05873015873015873,0.34545454545454546,0.11861471861471862,0.4164141414141414,0.7636363636363637,0.494949494949495,0.7666666666666667,0.8545454545454545,-0.06060606060606061,0.24285714285714285,0.5196969696969697,0.5873737373737373,0.8181818181818182,0.8848484848484849,1.0,0.4303030303030303,0.6797979797979798,0.8666666666666667,0.9151515151515152,1.0,0.8196969696969697,0.9454545454545454,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9242424242424242,-0.7878787878787878,-0.5858585858585859,-1.0,-0.9053030303030303,-0.7575757575757576,-0.5666666666666667,-0.30303030303030304,-0.7373737373737373,-0.5555555555555556,-0.3282828282828283,-0.34545454545454546,-0.0696969696969697,-0.8939393939393939,-0.7323232323232324,-0.5328282828282829,-0.2787878787878788,-0.5303030303030303,-0.3055555555555556,0.0,-0.06414141414141414,-0.2878787878787879,-0.0,0.32525252525252524,-0.6666666666666666,-0.4484848484848485,-0.19090909090909092,0.1393939393939394,-0.22272727272727272,0.06414141414141414,0.3595959595959596,0.0696969696969697,0.4535353535353535,0.4666666666666667,-0.3333333333333333,-0.05757575757575758,0.2676767676767677,0.19242424242424241,0.5626262626262626,0.5363636363636364,0.8909090909090909,0.07272727272727272,0.38484848484848483,0.7414141414141414,0.6272727272727273,0.9181818181818182,0.4909090909090909,0.7878787878787878,0.9454545454545454,0.8303030303030303,1.0,1.0,1.0
[4. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8484848484848485,-0.5303030303030303,-1.0,-1.0,-0.8838383838383839,-0.5959595959595959,-0.19393939393939394,-0.9191919191919192,-0.6722222222222223,-0.2686868686868687,-0.36363636363636365,0.1393939393939394,-1.0,-0.9015151515151515,-0.6555555555555556,-0.2909090909090909,-0.7313131313131314,-0.3787878787878788,0.06414141414141414,0.0,-0.48484848484848486,-0.06414141414141414,0.41414141414141414,-0.8939393939393939,-0.646969696969697,-0.2878787878787879,0.12272727272727273,-0.37727272727272726,0.06414141414141414,0.5232323232323233,-0.0696969696969697,0.4080808080808081,0.41818181818181815,-0.6212121212121212,-0.23787878787878788,0.19242424242424241,0.13383838383838384,0.5878787878787879,0.494949494949495,0.8909090909090909,-0.18787878787878787,0.26212121212121214,0.6484848484848484,0.6717171717171717,0.9181818181818182,0.33181818181818185,0.7181818181818181,0.9727272727272728,0.7878787878787878,0.9727272727272728,1.0,1.0
[4. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8961038961038961,-0.6926406926406926,-1.0,-1.0,-0.8467532467532467,-0.5861471861471862,-0.27705627705627706,-0.7848484848484848,-0.45714285714285713,-0.11082251082251082,0.0722943722943723,0.3878787878787879,-1.0,-0.8636363636363636,-0.5813852813852813,-0.24069264069264068,-0.45454545454545453,-0.06103896103896104,0.2878787878787879,0.48484848484848486,0.0,0.403030303030303,0.8545454545454545,-0.8181818181818182,-0.5212121212121212,-0.1761904761904762,0.15757575757575756,-0.0,0.34545454545454546,0.7818181818181819,0.4818181818181818,0.7636363636363637,0.8424242424242424,-0.3939393939393939,-0.0,0.34545454545454546,0.5424242424242425,0.7818181818181819,0.9090909090909091,1.0,0.2,0.5424242424242425,0.7818181818181819,0.9090909090909091,1.0,0.7454545454545455,0.9090909090909091,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9393939393939394,-0.7828282828282829,-1.0,-1.0,-0.9090909090909091,-0.7227272727272728,-0.43636363636363634,-0.8737373737373737,-0.6555555555555556,-0.3606060606060606,-0.2878787878787879,0.0696969696969697,-1.0,-0.9191919191919192,-0.7404040404040404,-0.4590909090909091,-0.6757575757575758,-0.3787878787878788,0.0,0.06414141414141414,-0.403030303030303,0.0,0.5232323232323233,-0.8939393939393939,-0.6944444444444444,-0.41919191919191917,-0.0696969696969697,-0.34545454545454546,-0.0,0.4383838383838384,-0.0,0.4484848484848485,0.41818181818181815,-0.6212121212121212,-0.30757575757575756,0.06414141414141414,0.12828282828282828,0.5131313131313131,0.5717171717171717,0.8909090909090909,-0.18787878787878787,0.19797979797979798,0.5878787878787879,0.6181818181818182,0.9454545454545454,0.33181818181818185,0.694949494949495,0.9454545454545454,0.7878787878787878,0.9727272727272728,1.0,1.0
[4. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.8787878787878788,-1.0,-1.0,-1.0,-0.898989898989899,-0.5757575757575758,-1.0,-0.9191919191919192,-0.6363636363636364,-0.696969696969697,-0.18787878787878787,-1.0,-1.0,-0.9393939393939394,-0.7090909090909091,-0.9515151515151515,-0.7575757575757576,-0.32525252525252524,-0.41414141414141414,-0.8545454545454545,-0.5232323232323233,0.0,-1.0,-0.9393939393939394,-0.7333333333333333,-0.3333333333333333,-0.7757575757575758,-0.4080808080808081,0.07474747474747474,-0.5878787878787879,-0.07474747474747474,-0.22424242424242424,-0.9393939393939394,-0.7333333333333333,-0.3333333333333333,-0.4080808080808081,0.1494949494949495,-0.07474747474747474,0.45454545454545453,-0.7333333333333333,-0.3333333333333333,0.22424242424242424,0.1494949494949495,0.6363636363636364,-0.3333333333333333,0.22424242424242424,0.7636363636363637,0.22424242424242424,0.7818181818181819,0.7818181818181819,1.0
[5. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9484848484848485,-0.8311688311688312,-0.6601731601731602,-1.0,-0.8545454545454545,-0.6363636363636364,-0.39826839826839827,-0.17316017316017315,-0.3333333333333333,-0.06060606060606061,0.1645021645021645,0.5151515151515151,0.6666666666666666,-0.6545454545454545,-0.3333333333333333,-0.06060606060606061,0.1645021645021645,0.3333333333333333,0.5151515151515151,0.6666666666666666,0.8939393939393939,0.8181818181818182,0.8939393939393939,1.0,0.0,0.2787878787878788,0.48484848484848486,0.6515151515151515,0.8181818181818182,0.8939393939393939,1.0,1.0,1.0,1.0,0.6363636363636364,0.7636363636363637,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9404761904761905,-0.8311688311688312,-0.6814574314574314,-1.0,-0.8636363636363636,-0.6955266955266955,-0.5007215007215007,-0.2878787878787879,-0.5151515151515151,-0.29105339105339106,-0.06060606060606061,0.16796536796536796,0.39090909090909093,-0.7242424242424242,-0.4808080808080808,-0.23751803751803752,-0.0008658008658008658,0.0,0.23463203463203464,0.4484848484848485,0.646969696969697,0.5212121212121212,0.6944444444444444,0.9393939393939394,-0.2787878787878788,0.0,0.2507936507936508,0.47575757575757577,0.48787878787878786,0.6797979797979798,0.9393939393939394,0.8797979797979798,0.9515151515151515,1.0,0.26262626262626265,0.48787878787878786,0.6757575757575758,0.8424242424242424,0.9353535353535354,1.0,1.0,0.7696969696969697,0.8797979797979798,0.9515151515151515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9458874458874459,-0.8571428571428571,-0.7373737373737373,-1.0,-0.8896103896103896,-0.7610389610389611,-0.6133477633477633,-0.4303030303030303,-0.6479076479076479,-0.48722943722943723,-0.2955266955266955,-0.1761904761904762,0.05757575757575758,-0.7984848484848485,-0.6075036075036075,-0.40923520923520923,-0.18528138528138527,-0.27705627705627706,-0.05873015873015873,0.19090909090909092,0.2878787878787879,0.1761904761904762,0.41919191919191917,0.7333333333333333,-0.48484848484848486,-0.2507936507936508,0.0,0.2787878787878788,0.11861471861471862,0.3787878787878788,0.7212121212121212,0.5873737373737373,0.8121212121212121,0.9151515151515152,-0.06060606060606061,0.18528138528138527,0.4444444444444444,0.5196969696969697,0.7636363636363637,0.8848484848484849,1.0,0.4303030303030303,0.6550505050505051,0.8545454545454545,0.8848484848484849,1.0,0.8196969696969697,0.9454545454545454,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.9621212121212122,-0.9090909090909091,-0.8636363636363636,-1.0,-0.9242424242424242,-0.8363636363636363,-0.746969696969697,-0.6545454545454545,-0.7575757575757576,-0.6537878787878788,-0.5424242424242425,-0.47424242424242424,-0.33181818181818185,-0.8674242424242424,-0.7272727272727273,-0.5833333333333334,-0.41818181818181815,-0.5,-0.34545454545454546,-0.1393939393939394,-0.12272727272727273,-0.15757575757575756,0.0696969696969697,0.3333333333333333,-0.6515151515151515,-0.47575757575757577,-0.2787878787878788,0.0,-0.22272727272727272,-0.0,0.28484848484848485,0.19242424242424241,0.5303030303030303,0.6060606060606061,-0.3333333333333333,-0.12272727272727273,0.1393939393939394,0.12272727272727273,0.4393939393939394,0.5575757575757576,0.9181818181818182,0.07272727272727272,0.33181818181818185,0.6909090909090909,0.5575757575757576,0.9181818181818182,0.4909090909090909,0.7666666666666667,0.9181818181818182,0.8303030303030303,1.0,1.0,1.0
[5. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.8961038961038961,-0.6926406926406926,-1.0,-1.0,-0.874025974025974,-0.6360389610389611,-0.3367965367965368,-0.8636363636363636,-0.5813852813852813,-0.24069264069264068,-0.1277056277056277,0.23787878787878788,-1.0,-0.8242424242424242,-0.5427489177489178,-0.22077922077922077,-0.48787878787878786,-0.11861471861471862,0.22272727272727272,0.37727272727272726,0.0,0.34545454545454546,0.7757575757575758,-0.8181818181818182,-0.48787878787878786,-0.11861471861471862,0.22272727272727272,0.0,0.37424242424242427,0.8121212121212121,0.5121212121212121,0.7727272727272727,0.9090909090909091,-0.3939393939393939,-0.0,0.34545454545454546,0.5121212121212121,0.7727272727272727,0.8757575757575757,1.0,0.2,0.5424242424242425,0.7818181818181819,0.9090909090909091,1.0,0.7454545454545455,0.9090909090909091,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9393939393939394,-0.7828282828282829,-1.0,-1.0,-0.9252525252525252,-0.7646464646464647,-0.503030303030303,-0.9191919191919192,-0.7502525252525253,-0.49595959595959593,-0.48484848484848486,-0.1393939393939394,-1.0,-0.8964646464646465,-0.6992424242424242,-0.41818181818181815,-0.6904040404040404,-0.4164141414141414,-0.06414141414141414,-0.06414141414141414,-0.34545454545454546,0.0,0.4080808080808081,-0.8939393939393939,-0.6797979797979798,-0.3787878787878788,0.0,-0.37424242424242427,0.0,0.4484848484848485,0.06414141414141414,0.4808080808080808,0.5717171717171717,-0.6212121212121212,-0.30757575757575756,0.06414141414141414,0.06414141414141414,0.4808080808080808,0.5181818181818182,0.9181818181818182,-0.18787878787878787,0.19797979797979798,0.5878787878787879,0.5949494949494949,0.9181818181818182,0.33181818181818185,0.694949494949495,0.9454545454545454,0.7878787878787878,0.9727272727272728,1.0,1.0
[5. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.8787878787878788,-1.0,-1.0,-1.0,-0.9191919191919192,-0.6363636363636364,-1.0,-0.9515151515151515,-0.7454545454545455,-0.8424242424242424,-0.45454545454545453,-1.0,-1.0,-0.9191919191919192,-0.6606060606060606,-0.9515151515151515,-0.7636363636363637,-0.3595959595959596,-0.5232323232323233,-0.7818181818181819,-0.4383838383838384,-0.07474747474747474,-1.0,-0.9393939393939394,-0.7212121212121212,-0.28484848484848485,-0.8121212121212121,-0.4484848484848485,0.0,-0.5131313131313131,-0.0,-0.07474747474747474,-0.9393939393939394,-0.7333333333333333,-0.3333333333333333,-0.48282828282828283,0.07474747474747474,-0.07474747474747474,0.5454545454545454,-0.7333333333333333,-0.3333333333333333,0.22424242424242424,0.07474747474747474,0.5636363636363636,-0.3333333333333333,0.22424242424242424,0.7454545454545455,0.22424242424242424,0.7818181818181819,0.7818181818181819,1.0
[5. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.898989898989899,-1.0,-1.0,-1.0,-0.8707070707070707,-0.6060606060606061,-1.0,-0.8393939393939394,-0.5212121212121212,-0.42727272727272725,0.0,-1.0,-1.0,-0.8694444444444445,-0.5787878787878787,-0.8424242424242424,-0.494949494949495,-0.0696969696969697,0.0696969696969697,-0.4818181818181818,0.0,0.5878787878787879,-1.0,-0.8797979797979798,-0.5873737373737373,-0.19242424242424241,-0.5121212121212121,-0.06414141414141414,0.5131313131313131,0.0,0.4808080808080808,0.5373737373737374,-0.8585858585858586,-0.5424242424242425,-0.12828282828282828,-0.0,0.4383838383838384,0.5626262626262626,0.9181818181818182,-0.4666666666666667,-0.0,0.4383838383838384,0.5878787878787879,0.9454545454545454,0.1393939393939394,0.5878787878787879,0.9454545454545454,0.7414141414141414,0.9454545454545454,1.0,1.0
[5. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.9797979797979798,-1.0,-1.0,-1.0,-0.9595959595959596,-0.8303030303030303,-1.0,-0.9393939393939394,-0.7818181818181819,-0.7333333333333333,-0.41818181818181815,-1.0,-1.0,-0.9515151515151515,-0.8121212121212121,-0.9353535353535354,-0.7666666666666667,-0.4535353535353535,-0.4080808080808081,-0.7636363636363637,-0.4484848484848485,0.07474747474747474,-1.0,-0.9515151515151515,-0.8121212121212121,-0.5303030303030303,-0.7727272727272727,-0.4808080808080808,0.0,-0.4808080808080808,0.0,-0.07474747474747474,-0.9393939393939394,-0.7757575757575758,-0.48282828282828283,-0.4383838383838384,-0.0,-0.0,0.5454545454545454,-0.7333333333333333,-0.4080808080808081,0.07474747474747474,0.07474747474747474,0.6545454545454545,-0.3333333333333333,0.1494949494949495,0.6727272727272727,0.22424242424242424,0.7636363636363637,0.7818181818181819,1.0
[5. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8787878787878788,-1.0,-1.0,-0.8666666666666667,-0.8545454545454545,-0.4666666666666667,-1.0,-1.0,-1.0,-0.8666666666666667,-1.0,-0.8545454545454545,-0.4666666666666667,-0.41818181818181815,-0.8424242424242424,-0.41818181818181815,0.22424242424242424,-1.0,-1.0,-0.9151515151515152,-0.6060606060606061,-0.9090909090909091,-0.5717171717171717,0.07474747474747474,-0.5373737373737374,0.07474747474747474,0.0,-1.0,-0.9090909090909091,-0.6181818181818182,-0.5878787878787879,-0.07474747474747474,-0.0,0.6363636363636364,-0.9030303030303031,-0.5878787878787879,-0.07474747474747474,-0.0,0.6727272727272727,-0.5575757575757576,-0.0,0.6727272727272727,0.07474747474747474,0.6727272727272727,0.7636363636363637,1.0
[6. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9632034632034632,-0.8585858585858586,-1.0,-1.0,-0.9090909090909091,-0.7251082251082251,-0.487012987012987,-0.8080808080808081,-0.5303030303030303,-0.23809523809523808,0.06060606060606061,0.3333333333333333,-1.0,-0.8080808080808081,-0.5303030303030303,-0.23809523809523808,-0.26262626262626265,0.06060606060606061,0.3333333333333333,0.6212121212121212,0.3939393939393939,0.6212121212121212,0.9393939393939394,-0.6363636363636364,-0.26262626262626265,0.06060606060606061,0.3333333333333333,0.3939393939393939,0.6212121212121212,0.9393939393939394,0.8585858585858586,0.9393939393939394,1.0,0.0,0.3484848484848485,0.601010101010101,0.8585858585858586,0.9393939393939394,1.0,1.0,0.6363636363636364,0.8131313131313131,0.9191919191919192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[6. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9675324675324676,-0.8874458874458875,-1.0,-1.0,-0.9285714285714286,-0.8014069264069265,-0.6103896103896104,-0.8636363636363636,-0.6904761904761905,-0.46060606060606063,-0.30043290043290044,-0.007575757575757576,-1.0,-0.8636363636363636,-0.666991341991342,-0.4155844155844156,-0.5212121212121212,-0.24285714285714285,0.05757575757575758,0.23787878787878788,0.0,0.30757575757575756,0.7333333333333333,-0.7636363636363637,-0.48787878787878786,-0.18528138528138527,0.12272727272727273,0.0,0.30757575757575756,0.7333333333333333,0.5424242424242425,0.7757575757575758,0.9090909090909091,-0.3484848484848485,0.0,0.3333333333333333,0.5121212121212121,0.7666666666666667,0.9090909090909091,1.0,0.2,0.5121212121212121,0.7636363636363637,0.8757575757575757,1.0,0.7454545454545455,0.9090909090909091,1.0,1.0,1.0,1.0,1.0
[6. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-0.9818181818181818,-0.9494949494949495,-1.0,-1.0,-0.9575757575757575,-0.8863636363636364,-0.7757575757575758,-0.9191919191919192,-0.8136363636363636,-0.6797979797979798,-0.5893939393939394,-0.38484848484848483,-1.0,-0.9191919191919192,-0.793939393939394,-0.6212121212121212,-0.705050505050505,-0.5196969696969697,-0.2676767676767677,-0.19242424242424241,-0.34545454545454546,-0.06414141414141414,0.3333333333333333,-0.8636363636363636,-0.6757575757575758,-0.4444444444444444,-0.1393939393939394,-0.34545454545454546,-0.06414141414141414,0.3333333333333333,0.12828282828282828,0.48282828282828283,0.6181818181818182,-0.601010101010101,-0.3333333333333333,0.0,0.06414141414141414,0.4484848484848485,0.5949494949494949,0.9454545454545454,-0.18787878787878787,0.13383838383838384,0.5232323232323233,0.5181818181818182,0.9181818181818182,0.33181818181818185,0.6717171717171717,0.9181818181818182,0.7878787878787878,0.9727272727272728,1.0,1.0
[6. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.898989898989899,-1.0,-1.0,-1.0,-0.8941919191919192,-0.6545454545454545,-1.0,-0.8994949494949495,-0.6363636363636364,-0.6303030303030303,-0.20909090909090908,-1.0,-1.0,-0.8694444444444445,-0.5984848484848485,-0.8797979797979798,-0.5873737373737373,-0.19242424242424241,-0.13383838383838384,-0.5424242424242425,-0.12828282828282828,0.4080808080808081,-1.0,-0.8424242424242424,-0.5196969696969697,-0.12272727272727273,-0.5121212121212121,-0.06414141414141414,0.48282828282828283,0.0,0.4383838383838384,0.5878787878787879,-0.8585858585858586,-0.5121212121212121,-0.06414141414141414,0.0,0.4808080808080808,0.5626262626262626,0.9454545454545454,-0.4666666666666667,-0.0,0.4383838383838384,0.5626262626262626,0.9181818181818182,0.1393939393939394,0.5878787878787879,0.9454545454545454,0.7414141414141414,0.9454545454545454,1.0,1.0
[6. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.9797979797979798,-1.0,-1.0,-1.0,-0.9676767676767677,-0.8666666666666667,-1.0,-0.9636363636363636,-0.8606060606060606,-0.8606060606060606,-0.6484848484848484,-1.0,-1.0,-0.9515151515151515,-0.8151515151515152,-0.9515151515151515,-0.8181818181818182,-0.5626262626262626,-0.5878787878787879,-0.7818181818181819,-0.5131313131313131,-0.1494949494949495,-1.0,-0.9353535353535354,-0.7636363636363637,-0.4393939393939394,-0.7727272727272727,-0.4808080808080808,-0.07474747474747474,-0.4383838383838384,0.0,0.07474747474747474,-0.9393939393939394,-0.7666666666666667,-0.4484848484848485,-0.4808080808080808,0.0,-0.0,0.6545454545454545,-0.7333333333333333,-0.4080808080808081,0.07474747474747474,-0.0,0.5636363636363636,-0.3333333333333333,0.1494949494949495,0.6545454545454545,0.22424242424242424,0.7636363636363637,0.7818181818181819,1.0
[6. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8787878787878788,-1.0,-1.0,-0.8666666666666667,-0.8545454545454545,-0.4666666666666667,-1.0,-1.0,-1.0,-0.8939393939393939,-1.0,-0.8848484848484849,-0.5363636363636364,-0.494949494949495,-0.9090909090909091,-0.5717171717171717,0.07474747474747474,-1.0,-1.0,-0.8848484848484849,-0.5575757575757576,-0.8757575757575757,-0.5181818181818182,0.07474747474747474,-0.5626262626262626,0.0,0.0,-1.0,-0.9090909090909091,-0.5949494949494949,-0.5626262626262626,0.0,0.0,0.6545454545454545,-0.9030303030303031,-0.5878787878787879,-0.07474747474747474,-0.0,0.6545454545454545,-0.5575757575757576,-0.0,0.6727272727272727,0.07474747474747474,0.6727272727272727,0.7636363636363637,1.0
[6. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8909090909090909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8909090909090909,-0.8909090909090909,-1.0,-0.8909090909090909,-0.45454545454545453,-1.0,-1.0,-1.0,-0.9181818181818182,-1.0,-0.9181818181818182,-0.5454545454545454,-0.9181818181818182,-0.5454545454545454,-0.6363636363636364,-1.0,-1.0,-0.9454545454545454,-0.9454545454545454,-0.6545454545454545,-0.6545454545454545,0.0,-1.0,-0.9454545454545454,-0.6727272727272727,-0.6727272727272727,-0.0,-0.9454545454545454,-0.6727272727272727,-0.0,-0.6727272727272727,-0.0,-0.0,0.8181818181818182
[7. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.9653679653679653,-1.0,-1.0,-1.0,-0.9264069264069265,-0.7489177489177489,-1.0,-0.8636363636363636,-0.6103896103896104,-0.4303030303030303,-0.07272727272727272,-1.0,-1.0,-0.8636363636363636,-0.6103896103896104,-0.7696969696969697,-0.4303030303030303,-0.07272727272727272,0.18787878787878787,-0.2,0.18787878787878787,0.7333333333333333,-1.0,-0.7696969696969697,-0.4303030303030303,-0.07272727272727272,-0.2,0.18787878787878787,0.7333333333333333,0.4666666666666667,0.7333333333333333,0.9030303030303031,-0.6363636363636364,-0.2,0.18787878787878787,0.4666666666666667,0.7333333333333333,0.9030303030303031,1.0,0.0,0.4303030303030303,0.7212121212121212,0.9030303030303031,1.0,0.6545454545454545,0.8666666666666667,1.0,1.0,1.0,1.0,1.0
