,[2. 2. 2. 2. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 1. 1. 0.],[2. 2. 2. 2. 2. 2. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 1. 1. 1. 0.],[3. 2. 2. 2. 2. 1. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1.],[3. 3. 2. 1. 1. 1. 1. 0.],[3. 3. 2. 2. 1. 1. 0. 0.],[3. 3. 2. 2. 2. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 0. 0.],[3. 3. 3. 2. 1. 0. 0. 0.],[3. 3. 3. 3. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1.],[4. 2. 2. 1. 1. 1. 1. 0.],[4. 2. 2. 2. 1. 1. 0. 0.],[4. 2. 2. 2. 2. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 0.],[4. 3. 2. 1. 1. 1. 0. 0.],[4. 3. 2. 2. 1. 0. 0. 0.],[4. 3. 3. 1. 1. 0. 0. 0.],[4. 3. 3. 2. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 0. 0.],[4. 4. 2. 1. 1. 0. 0. 0.],[4. 4. 2. 2. 0. 0. 0. 0.],[4. 4. 3. 1. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1.],[5. 2. 1. 1. 1. 1. 1. 0.],[5. 2. 2. 1. 1. 1. 0. 0.],[5. 2. 2. 2. 1. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 0. 0.],[5. 3. 2. 1. 1. 0. 0. 0.],[5. 3. 2. 2. 0. 0. 0. 0.],[5. 3. 3. 1. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 0. 0. 0.],[5. 4. 2. 1. 0. 0. 0. 0.],[5. 4. 3. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 0. 0. 0. 0.],[5. 5. 2. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 0.],[6. 2. 1. 1. 1. 1. 0. 0.],[6. 2. 2. 1. 1. 0. 0. 0.],[6. 2. 2. 2. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 0. 0. 0.],[6. 3. 2. 1. 0. 0. 0. 0.],[6. 3. 3. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 0. 0. 0. 0.],[6. 4. 2. 0. 0. 0. 0. 0.],[6. 5. 1. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 0. 0.],[7. 2. 1. 1. 1. 0. 0. 0.],[7. 2. 2. 1. 0. 0. 0. 0.],[7. 3. 1. 1. 0. 0. 0. 0.],[7. 3. 2. 0. 0. 0. 0. 0.],[7. 4. 1. 0. 0. 0. 0. 0.],[7. 5. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 0. 0. 0.],[8. 2. 1. 1. 0. 0. 0. 0.],[8. 2. 2. 0. 0. 0. 0. 0.],[8. 3. 1. 0. 0. 0. 0. 0.],[8. 4. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 0. 0. 0. 0.],[9. 2. 1. 0. 0. 0. 0. 0.],[9. 3. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  0.  0.  0.  0.  0.],[10.  2.  0.  0.  0.  0.  0.  0.],[11.  1.  0.  0.  0.  0.  0.  0.],[12.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 3. 1. 1. 0. 0. 0.],-0.7857142857142857,-0.44642857142857145,-0.17857142857142858,-0.7619047619047619,-0.4392857142857143,-0.16904761904761906,-0.7857142857142857,-0.4583333333333333,-0.17142857142857143,0.06785714285714285,-0.18571428571428572,0.08214285714285714,0.35714285714285715,-0.7321428571428571,-0.46190476190476193,-0.21666666666666667,0.0,-0.5119047619047619,-0.24047619047619048,0.0,0.0,0.2392857142857143,-0.32857142857142857,-0.07738095238095238,0.14761904761904762,0.18095238095238095,0.42857142857142855,-0.625,-0.39285714285714285,-0.14464285714285716,0.075,-0.175,0.07738095238095238,0.28809523809523807,0.3345238095238095,-0.007142857142857143,0.23452380952380952,0.5535714285714286,0.32857142857142857,0.5357142857142857,-0.26785714285714285,0.0035714285714285713,0.23214285714285715,0.4142857142857143,0.24642857142857144,0.45714285714285713,0.7321428571428571,0.41904761904761906,0.6071428571428571,0.75,1.0,0.16071428571428573,0.3964285714285714,0.5642857142857143,0.638095238095238,0.7678571428571429,0.8035714285714286,1.0,0.5678571428571428,0.7142857142857143,0.8035714285714286,0.9107142857142857,1.0,0.8642857142857143,0.9107142857142857,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 2. 0. 0. 0. 0.],-0.5,-0.125,0.25,-0.5535714285714286,-0.2857142857142857,0.005952380952380952,-0.6428571428571429,-0.40714285714285714,-0.1761904761904762,0.10714285714285714,-0.3107142857142857,-0.08928571428571429,0.0,-0.5714285714285714,-0.38095238095238093,-0.15714285714285714,0.10714285714285714,-0.5,-0.30833333333333335,-0.08333333333333333,-0.2392857142857143,0.0,-0.42857142857142855,-0.23452380952380952,-0.0,-0.17023809523809524,-0.10714285714285714,-0.5,-0.35714285714285715,-0.15714285714285714,0.07857142857142857,-0.29285714285714287,-0.08214285714285714,0.17023809523809524,-0.0,-0.225,-0.0,0.10119047619047619,-0.0,0.26785714285714285,-0.2857142857142857,-0.07857142857142857,0.15714285714285714,0.42142857142857143,0.0035714285714285713,0.2511904761904762,0.38095238095238093,0.08928571428571429,0.36904761904761907,0.35714285714285715,0.7857142857142857,-0.0,0.2357142857142857,0.4857142857142857,0.33214285714285713,0.6130952380952381,0.44642857142857145,0.7857142857142857,0.3142857142857143,0.55,0.7857142857142857,0.6607142857142857,0.8392857142857143,0.6142857142857143,0.8214285714285714,0.9464285714285714,0.8571428571428571,1.0,1.0,1.0
[4. 4. 1. 1. 1. 1. 0. 0.],-0.9857142857142858,-0.9285714285714286,-0.7857142857142857,-0.9285714285714286,-0.7714285714285715,-0.5714285714285714,-0.7857142857142857,-0.5214285714285715,-0.3,-0.14285714285714285,0.02142857142857143,0.15714285714285714,0.5428571428571428,-0.8928571428571429,-0.680952380952381,-0.4714285714285714,-0.3,-0.40476190476190477,-0.16904761904761906,0.0,0.32857142857142857,0.42857142857142855,0.0,0.1761904761904762,0.3,0.6428571428571429,0.9285714285714286,-0.75,-0.5,-0.30952380952380953,-0.15,-0.0,0.15,0.2714285714285714,0.5523809523809524,0.37142857142857144,0.4714285714285714,0.8571428571428571,0.6880952380952381,0.7619047619047619,-0.21428571428571427,-0.0,0.15,0.2714285714285714,0.4785714285714286,0.5523809523809524,0.8571428571428571,0.819047619047619,0.8571428571428571,1.0,1.0,0.38095238095238093,0.4785714285714286,0.5523809523809524,0.819047619047619,0.8571428571428571,1.0,1.0,0.8214285714285714,0.819047619047619,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 1. 1. 0. 0. 0.],-0.9285714285714286,-0.7976190476190477,-0.6428571428571429,-0.8214285714285714,-0.6392857142857142,-0.47619047619047616,-0.6428571428571429,-0.46190476190476193,-0.30357142857142855,-0.15,-0.14464285714285716,0.007142857142857143,0.3,-0.7857142857142857,-0.5904761904761905,-0.4172619047619048,-0.25357142857142856,-0.40476190476190477,-0.24047619047619048,-0.07976190476190476,0.07738095238095238,0.23452380952380952,-0.1761904761904762,0.0,0.16904761904761906,0.3345238095238095,0.6964285714285714,-0.625,-0.47023809523809523,-0.30892857142857144,-0.15714285714285714,-0.15,-0.0,0.14761904761904762,0.28809523809523807,0.08214285714285714,0.25,0.5714285714285714,0.32857142857142857,0.5,-0.26785714285714285,-0.08571428571428572,0.07738095238095238,0.225,0.23214285714285715,0.3726190476190476,0.625,0.5095238095238095,0.6607142857142857,0.75,1.0,0.16071428571428573,0.32142857142857145,0.45714285714285713,0.5857142857142857,0.6964285714285714,0.8571428571428571,1.0,0.5678571428571428,0.6761904761904762,0.7678571428571429,0.8571428571428571,1.0,0.8642857142857143,0.9107142857142857,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 2. 0. 0. 0. 0.],-0.7857142857142857,-0.6309523809523809,-0.4642857142857143,-0.6428571428571429,-0.5,-0.36428571428571427,-0.4642857142857143,-0.40476190476190477,-0.3,-0.15714285714285714,-0.2714285714285714,-0.15,0.0,-0.6428571428571429,-0.5047619047619047,-0.37142857142857144,-0.21428571428571427,-0.40476190476190477,-0.2976190476190476,-0.16904761904761906,-0.14761904761904762,0.0,-0.3,-0.16904761904761906,0.0,-0.0,0.25,-0.5,-0.42857142857142855,-0.3119047619047619,-0.17857142857142858,-0.2714285714285714,-0.14761904761904762,-0.0,-0.0,-0.15,-0.0,0.16666666666666666,-0.0,0.17857142857142858,-0.2857142857142857,-0.15714285714285714,-0.007142857142857143,0.17857142857142858,0.007142857142857143,0.1619047619047619,0.30952380952380953,0.17857142857142858,0.40476190476190477,0.35714285714285715,0.7857142857142857,-0.0,0.15714285714285714,0.3404761904761905,0.30714285714285716,0.5,0.5357142857142857,0.7857142857142857,0.3142857142857143,0.4857142857142857,0.7023809523809523,0.6071428571428571,0.8928571428571429,0.6142857142857143,0.7857142857142857,0.8928571428571429,0.8571428571428571,1.0,1.0,1.0
[4. 4. 3. 1. 0. 0. 0. 0.],-1.0,-0.7321428571428571,-0.39285714285714285,-1.0,-0.7142857142857143,-0.36666666666666664,-1.0,-0.7202380952380952,-0.3595238095238095,-0.017857142857142856,-0.37142857142857144,0.0,0.35714285714285715,-1.0,-0.7857142857142857,-0.4880952380952381,-0.17142857142857143,-0.7976190476190477,-0.5035714285714286,-0.17023809523809524,-0.18095238095238095,0.17023809523809524,-0.6428571428571429,-0.3345238095238095,0.0,0.0,0.25,-1.0,-0.75,-0.5071428571428571,-0.225,-0.5238095238095238,-0.23452380952380952,0.07261904761904762,0.08095238095238096,-0.4035714285714286,-0.08095238095238096,0.2857142857142857,-0.17857142857142858,0.16071428571428573,-0.7142857142857143,-0.45,-0.15,0.15357142857142858,-0.16428571428571428,0.1619047619047619,0.5,-0.0,0.35119047619047616,0.26785714285714285,0.7857142857142857,-0.39285714285714285,-0.075,0.24285714285714285,0.2511904761904762,0.5535714285714286,0.47023809523809523,0.7857142857142857,-0.0,0.33214285714285713,0.6071428571428571,0.6547619047619048,0.8928571428571429,0.42142857142857143,0.6964285714285714,0.9464285714285714,0.7857142857142857,0.9464285714285714,1.0,1.0
[4. 4. 4. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6428571428571429,-1.0,-1.0,-0.6428571428571429,-1.0,-1.0,-0.6428571428571429,-0.10714285714285714,-0.6428571428571429,-0.10714285714285714,0.42857142857142855,-1.0,-1.0,-0.8214285714285714,-0.42857142857142855,-1.0,-0.8214285714285714,-0.42857142857142855,-0.42857142857142855,0.10714285714285714,-0.9285714285714286,-0.6964285714285714,-0.25,-0.25,0.0,-1.0,-1.0,-0.8214285714285714,-0.5357142857142857,-0.8214285714285714,-0.5357142857142857,-0.16071428571428573,-0.16071428571428573,-0.75,-0.44642857142857145,-0.0,-0.6071428571428571,-0.2857142857142857,-1.0,-0.8214285714285714,-0.5357142857142857,-0.16071428571428573,-0.5357142857142857,-0.16071428571428573,0.2857142857142857,-0.44642857142857145,-0.0,-0.2857142857142857,0.25,-0.8214285714285714,-0.5357142857142857,-0.16071428571428573,-0.16071428571428573,0.2857142857142857,-0.0,0.25,-0.5357142857142857,-0.16071428571428573,0.2857142857142857,0.2857142857142857,0.625,-0.16071428571428573,0.2857142857142857,0.7321428571428571,0.2857142857142857,0.7321428571428571,0.7321428571428571,1.0
[5. 1. 1. 1. 1. 1. 1. 1.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.625,-0.5,-0.375,0.125,0.125,0.5,-0.75,-0.625,-0.5,-0.375,0.125,0.125,0.125,0.625,0.5,0.75,0.625,0.5,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.75,0.625,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.625,0.5,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 1. 1. 1. 1. 1. 0.],-1.0,-1.0,-1.0,-0.8988095238095238,-0.8392857142857143,-0.7976190476190477,-0.5714285714285714,-0.5119047619047619,-0.47619047619047616,-0.42857142857142855,-0.08928571428571429,-0.0625,0.2857142857142857,-0.5357142857142857,-0.4523809523809524,-0.40476190476190477,-0.35714285714285715,0.0,0.005952380952380952,0.017857142857142856,0.39285714285714285,0.35714285714285715,0.5,0.47023809523809523,0.42857142857142855,0.75,1.0,0.0,0.0,-0.0,-0.0,0.4523809523809524,0.41964285714285715,0.38095238095238093,0.75,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,0.5357142857142857,0.4523809523809524,0.40476190476190477,0.35714285714285715,0.7767857142857143,0.7351190476190477,1.0,1.0,1.0,1.0,1.0,0.8988095238095238,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 1. 1. 1. 0. 0.],-0.9285714285714286,-0.8928571428571429,-0.8928571428571429,-0.7321428571428571,-0.6910714285714286,-0.6821428571428572,-0.4642857142857143,-0.45714285714285713,-0.45357142857142857,-0.4517857142857143,-0.23214285714285715,-0.22857142857142856,0.0,-0.35714285714285715,-0.3345238095238095,-0.32261904761904764,-0.3107142857142857,-0.07738095238095238,-0.07738095238095238,-0.07142857142857142,0.14464285714285716,0.15714285714285714,0.30952380952380953,0.30892857142857144,0.3119047619047619,0.5071428571428571,0.8214285714285714,0.0,0.0,0.0,-0.0,0.2392857142857143,0.24047619047619048,0.24404761904761904,0.46190476190476193,0.6053571428571428,0.6154761904761905,0.8214285714285714,0.8690476190476191,0.8928571428571429,0.35714285714285715,0.3345238095238095,0.32261904761904764,0.3107142857142857,0.5196428571428572,0.5285714285714286,0.7619047619047619,0.8238095238095238,0.8571428571428571,1.0,1.0,0.7321428571428571,0.6910714285714286,0.6821428571428572,0.8238095238095238,0.8571428571428571,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 1. 0. 0. 0.],-0.7428571428571429,-0.7321428571428571,-0.7857142857142857,-0.5357142857142857,-0.5473214285714286,-0.5857142857142857,-0.42857142857142855,-0.41785714285714287,-0.44285714285714284,-0.4928571428571429,-0.3375,-0.37589285714285714,-0.3142857142857143,-0.21428571428571427,-0.23214285714285715,-0.24642857142857144,-0.26785714285714285,-0.14285714285714285,-0.14464285714285716,-0.15714285714285714,-0.075,-0.07857142857142857,0.15,0.15714285714285714,0.17857142857142858,0.225,0.5357142857142857,0.0,0.0,0.0,0.0,0.075,0.07857142857142857,0.08928571428571429,0.15,0.37589285714285714,0.4125,0.5,0.6285714285714286,0.7321428571428571,0.21428571428571427,0.23214285714285715,0.24642857142857144,0.26785714285714285,0.29017857142857145,0.3142857142857143,0.39285714285714285,0.5785714285714286,0.6607142857142857,0.8303571428571429,1.0,0.5357142857142857,0.5473214285714286,0.5857142857142857,0.5785714285714286,0.6607142857142857,0.8303571428571429,1.0,0.7857142857142857,0.8035714285714286,0.875,0.8303571428571429,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[5. 3. 1. 1. 1. 1. 0. 0.],-0.9857142857142858,-0.9285714285714286,-0.7857142857142857,-0.9464285714285714,-0.8142857142857143,-0.6357142857142857,-0.8928571428571429,-0.680952380952381,-0.4714285714285714,-0.3,-0.2642857142857143,-0.07857142857142857,0.3142857142857143,-0.8392857142857143,-0.6178571428571429,-0.425,-0.2785714285714286,-0.4523809523809524,-0.2392857142857143,-0.075,0.175,0.29285714285714287,0.0,0.15,0.2714285714285714,0.5238095238095238,0.8214285714285714,-0.75,-0.4523809523809524,-0.2392857142857143,-0.075,0.0,0.1630952380952381,0.2857142857142857,0.569047619047619,0.425,0.5119047619047619,0.8571428571428571,0.819047619047619,0.8571428571428571,-0.21428571428571427,-0.0,0.15,0.2714285714285714,0.425,0.5119047619047619,0.8571428571428571,0.7535714285714286,0.8095238095238095,1.0,1.0,0.38095238095238093,0.4785714285714286,0.5523809523809524,0.819047619047619,0.8571428571428571,1.0,1.0,0.8214285714285714,0.819047619047619,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 1. 1. 0. 0. 0.],-0.9285714285714286,-0.7976190476190477,-0.6428571428571429,-0.8571428571428571,-0.6991071428571428,-0.5511904761904762,-0.7857142857142857,-0.6154761904761905,-0.46904761904761905,-0.32142857142857145,-0.39107142857142857,-0.24285714285714285,0.0,-0.7142857142857143,-0.5285714285714286,-0.37083333333333335,-0.225,-0.45535714285714285,-0.3005952380952381,-0.15148809523809523,-0.07738095238095238,0.08214285714285714,-0.15,0.0,0.14761904761904762,0.23452380952380952,0.5357142857142857,-0.625,-0.41964285714285715,-0.24047619047619048,-0.07857142857142857,-0.1630952380952381,0.0,0.15833333333333333,0.25,0.15714285714285714,0.3113095238095238,0.5803571428571429,0.5095238095238095,0.6607142857142857,-0.26785714285714285,-0.08571428571428572,0.07738095238095238,0.225,0.15714285714285714,0.3113095238095238,0.5714285714285714,0.45714285714285713,0.5982142857142857,0.8035714285714286,1.0,0.16071428571428573,0.32142857142857145,0.45714285714285713,0.5476190476190477,0.6785714285714286,0.8035714285714286,1.0,0.5678571428571428,0.6761904761904762,0.7678571428571429,0.8571428571428571,1.0,0.8642857142857143,0.9107142857142857,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 2. 0. 0. 0. 0.],-0.7857142857142857,-0.6309523809523809,-0.4642857142857143,-0.7023809523809523,-0.5785714285714286,-0.4654761904761905,-0.6428571428571429,-0.5619047619047619,-0.4714285714285714,-0.37142857142857144,-0.48214285714285715,-0.4035714285714286,-0.35714285714285715,-0.5535714285714286,-0.4357142857142857,-0.3107142857142857,-0.16071428571428573,-0.4523809523809524,-0.3547619047619048,-0.2392857142857143,-0.28809523809523807,-0.17023809523809524,-0.2714285714285714,-0.14761904761904762,0.0,-0.07261904761904762,0.16071428571428573,-0.5,-0.38095238095238093,-0.24404761904761904,-0.08928571428571429,-0.2857142857142857,-0.15833333333333333,0.0,-0.08095238095238096,-0.07142857142857142,0.08095238095238096,0.17857142857142858,0.17857142857142858,0.40476190476190477,-0.2857142857142857,-0.15714285714285714,-0.007142857142857143,0.17857142857142858,-0.07142857142857142,0.08095238095238096,0.16666666666666666,0.15357142857142858,0.3392857142857143,0.44642857142857145,0.7857142857142857,-0.0,0.15714285714285714,0.3404761904761905,0.24285714285714285,0.4523809523809524,0.48214285714285715,0.8392857142857143,0.3142857142857143,0.4857142857142857,0.7023809523809523,0.5714285714285714,0.8392857142857143,0.6142857142857143,0.7857142857142857,0.8928571428571429,0.8571428571428571,1.0,1.0,1.0
[5. 3. 3. 1. 0. 0. 0. 0.],-1.0,-0.7321428571428571,-0.39285714285714285,-1.0,-0.7678571428571429,-0.44761904761904764,-1.0,-0.8261904761904761,-0.5261904761904762,-0.19642857142857142,-0.6321428571428571,-0.2857142857142857,0.0,-1.0,-0.7202380952380952,-0.4357142857142857,-0.14642857142857144,-0.7976190476190477,-0.5285714285714286,-0.22976190476190475,-0.3345238095238095,0.0,-0.5523809523809524,-0.28809523809523807,0.0,-0.08095238095238096,0.16071428571428573,-1.0,-0.75,-0.46190476190476193,-0.15,-0.569047619047619,-0.25,0.08095238095238096,0.0,-0.3142857142857143,-0.0,0.2857142857142857,-0.0,0.35119047619047616,-0.7142857142857143,-0.45,-0.15,0.15357142857142858,-0.25357142857142856,0.08095238095238096,0.38095238095238093,-0.008333333333333333,0.30952380952380953,0.36904761904761907,0.7857142857142857,-0.39285714285714285,-0.075,0.24285714285714285,0.17023809523809524,0.5,0.4107142857142857,0.8392857142857143,-0.0,0.33214285714285713,0.6071428571428571,0.6130952380952381,0.8392857142857143,0.42142857142857143,0.6964285714285714,0.9464285714285714,0.7857142857142857,0.9464285714285714,1.0,1.0
[5. 4. 1. 1. 1. 0. 0. 0.],-1.0,-0.9821428571428571,-0.8928571428571429,-1.0,-0.9357142857142857,-0.7678571428571429,-1.0,-0.85,-0.6071428571428571,-0.375,-0.40535714285714286,-0.15,0.3,-1.0,-0.8821428571428571,-0.6696428571428571,-0.45,-0.7767857142857143,-0.49107142857142855,-0.2357142857142857,0.007142857142857143,0.225,-0.37142857142857144,-0.08214285714285714,0.15,0.4035714285714286,0.75,-1.0,-0.8392857142857143,-0.6053571428571428,-0.37589285714285714,-0.425,-0.15714285714285714,0.07142857142857142,0.3142857142857143,0.0,0.24464285714285713,0.6785714285714286,0.37142857142857144,0.5714285714285714,-0.7321428571428571,-0.4785714285714286,-0.23214285714285715,-0.007142857142857143,-0.0,0.225,0.625,0.425,0.5982142857142857,0.7767857142857143,1.0,-0.2857142857142857,-0.0,0.225,0.4785714285714286,0.625,0.8392857142857143,1.0,0.26785714285714285,0.4785714285714286,0.625,0.8392857142857143,1.0,0.75,0.8392857142857143,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 1. 0. 0. 0. 0.],-1.0,-0.9404761904761905,-0.8214285714285714,-1.0,-0.875,-0.7214285714285714,-1.0,-0.7857142857142857,-0.6166666666666667,-0.4142857142857143,-0.5071428571428571,-0.3142857142857143,0.0,-1.0,-0.8261904761904761,-0.6476190476190476,-0.4392857142857143,-0.7351190476190477,-0.5386904761904762,-0.32976190476190476,-0.23452380952380952,0.0,-0.4714285714285714,-0.25,0.0,0.08095238095238096,0.44642857142857145,-1.0,-0.7976190476190477,-0.6154761904761905,-0.4125,-0.5119047619047619,-0.3113095238095238,-0.08095238095238096,0.0,-0.24464285714285713,0.0,0.34523809523809523,-0.0,0.2857142857142857,-0.7142857142857143,-0.5238095238095238,-0.319047619047619,-0.08928571428571429,-0.225,-0.0,0.30952380952380953,0.08095238095238096,0.34523809523809523,0.36904761904761907,0.7857142857142857,-0.39285714285714285,-0.16428571428571428,0.08095238095238096,0.1619047619047619,0.40476190476190477,0.5119047619047619,0.8392857142857143,-0.0,0.2511904761904762,0.5,0.5535714285714286,0.8928571428571429,0.42142857142857143,0.6547619047619048,0.8928571428571429,0.7857142857142857,0.9464285714285714,1.0,1.0
[5. 4. 3. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6428571428571429,-1.0,-1.0,-0.7023809523809523,-1.0,-1.0,-0.7619047619047619,-0.32142857142857145,-0.8214285714285714,-0.42857142857142855,0.0,-1.0,-1.0,-0.7619047619047619,-0.35714285714285715,-1.0,-0.8095238095238095,-0.45535714285714285,-0.5535714285714286,-0.10119047619047619,-0.8571428571428571,-0.5714285714285714,-0.16666666666666666,-0.2857142857142857,0.0,-1.0,-1.0,-0.8214285714285714,-0.5,-0.8571428571428571,-0.5803571428571429,-0.17857142857142858,-0.2857142857142857,-0.6785714285714286,-0.34523809523809523,0.0,-0.5,-0.09523809523809523,-1.0,-0.8214285714285714,-0.5357142857142857,-0.16071428571428573,-0.6071428571428571,-0.25595238095238093,0.09523809523809523,-0.40476190476190477,-0.0,-0.19047619047619047,0.25,-0.8214285714285714,-0.5357142857142857,-0.16071428571428573,-0.25595238095238093,0.19047619047619047,-0.0,0.375,-0.5357142857142857,-0.16071428571428573,0.2857142857142857,0.19047619047619047,0.5357142857142857,-0.16071428571428573,0.2857142857142857,0.6964285714285714,0.2857142857142857,0.7321428571428571,0.7321428571428571,1.0
[5. 5. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-0.9642857142857143,-1.0,-1.0,-0.9166666666666666,-1.0,-1.0,-0.8547619047619047,-0.6071428571428571,-0.7785714285714286,-0.4785714285714286,0.0,-1.0,-1.0,-0.8547619047619047,-0.6071428571428571,-1.0,-0.7785714285714286,-0.4785714285714286,-0.32857142857142857,0.0,-0.6880952380952381,-0.32857142857142857,0.0,0.17857142857142858,0.6071428571428571,-1.0,-1.0,-0.8690476190476191,-0.6285714285714286,-0.819047619047619,-0.5095238095238095,-0.17857142857142858,0.0,-0.37142857142857144,0.0,0.5,0.0,0.38095238095238093,-1.0,-0.819047619047619,-0.5857142857142857,-0.30714285714285716,-0.4785714285714286,-0.1619047619047619,0.30952380952380953,-0.0,0.30952380952380953,0.40476190476190477,0.7857142857142857,-0.7619047619047619,-0.4785714285714286,-0.1619047619047619,-0.0,0.30952380952380953,0.5,0.8928571428571429,-0.35714285714285715,-0.0,0.30952380952380953,0.5,0.8928571428571429,0.17857142857142858,0.5,0.8928571428571429,0.7023809523809523,0.8928571428571429,1.0,1.0
[5. 5. 2. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.9404761904761905,-1.0,-1.0,-0.8809523809523809,-0.7142857142857143,-0.8214285714285714,-0.6428571428571429,-0.35714285714285715,-1.0,-1.0,-0.8809523809523809,-0.6785714285714286,-1.0,-0.8214285714285714,-0.6071428571428571,-0.5357142857142857,-0.26785714285714285,-0.7619047619047619,-0.5,-0.17857142857142858,-0.16071428571428573,0.2857142857142857,-1.0,-1.0,-0.8928571428571429,-0.7321428571428571,-0.8571428571428571,-0.6607142857142857,-0.40476190476190477,-0.35119047619047616,-0.5714285714285714,-0.2857142857142857,0.09523809523809523,-0.38095238095238093,0.0,-1.0,-0.8571428571428571,-0.6785714285714286,-0.44642857142857145,-0.625,-0.40476190476190477,-0.09523809523809523,-0.30952380952380953,-0.0,-0.09523809523809523,0.25,-0.8214285714285714,-0.6071428571428571,-0.35119047619047616,-0.30952380952380953,-0.0,0.09523809523809523,0.5,-0.5357142857142857,-0.25595238095238093,0.09523809523809523,0.09523809523809523,0.5714285714285714,-0.16071428571428573,0.19047619047619047,0.5714285714285714,0.2857142857142857,0.6964285714285714,0.7321428571428571,1.0
[6. 1. 1. 1. 1. 1. 1. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9642857142857143,-0.8928571428571429,-0.7857142857142857,-0.6428571428571429,-0.35714285714285715,-0.21428571428571427,0.2857142857142857,-0.9642857142857143,-0.8928571428571429,-0.7857142857142857,-0.6428571428571429,-0.5357142857142857,-0.35714285714285715,-0.21428571428571427,0.26785714285714285,0.2857142857142857,0.21428571428571427,0.26785714285714285,0.2857142857142857,0.7142857142857143,1.0,-0.75,-0.5357142857142857,-0.35714285714285715,-0.21428571428571427,0.21428571428571427,0.26785714285714285,0.2857142857142857,0.7142857142857143,0.7321428571428571,0.7142857142857143,1.0,1.0,1.0,0.0,0.10714285714285714,0.17857142857142858,0.21428571428571427,0.7321428571428571,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0.6607142857142857,0.625,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
