,[3. 2. 2. 2. 2. 2. 2.],[3. 3. 2. 2. 2. 2. 1.],[3. 3. 3. 2. 2. 1. 1.],[3. 3. 3. 2. 2. 2. 0.],[3. 3. 3. 3. 1. 1. 1.],[3. 3. 3. 3. 2. 1. 0.],[3. 3. 3. 3. 3. 0. 0.],[4. 2. 2. 2. 2. 2. 1.],[4. 3. 2. 2. 2. 1. 1.],[4. 3. 2. 2. 2. 2. 0.],[4. 3. 3. 2. 1. 1. 1.],[4. 3. 3. 2. 2. 1. 0.],[4. 3. 3. 3. 1. 1. 0.],[4. 3. 3. 3. 2. 0. 0.],[4. 4. 2. 2. 1. 1. 1.],[4. 4. 2. 2. 2. 1. 0.],[4. 4. 3. 1. 1. 1. 1.],[4. 4. 3. 2. 1. 1. 0.],[4. 4. 3. 2. 2. 0. 0.],[4. 4. 3. 3. 1. 0. 0.],[4. 4. 4. 1. 1. 1. 0.],[4. 4. 4. 2. 1. 0. 0.],[4. 4. 4. 3. 0. 0. 0.],[5. 2. 2. 2. 2. 1. 1.],[5. 2. 2. 2. 2. 2. 0.],[5. 3. 2. 2. 1. 1. 1.],[5. 3. 2. 2. 2. 1. 0.],[5. 3. 3. 1. 1. 1. 1.],[5. 3. 3. 2. 1. 1. 0.],[5. 3. 3. 2. 2. 0. 0.],[5. 3. 3. 3. 1. 0. 0.],[5. 4. 2. 1. 1. 1. 1.],[5. 4. 2. 2. 1. 1. 0.],[5. 4. 2. 2. 2. 0. 0.],[5. 4. 3. 1. 1. 1. 0.],[5. 4. 3. 2. 1. 0. 0.],[5. 4. 3. 3. 0. 0. 0.],[5. 4. 4. 1. 1. 0. 0.],[5. 4. 4. 2. 0. 0. 0.],[5. 5. 1. 1. 1. 1. 1.],[5. 5. 2. 1. 1. 1. 0.],[5. 5. 2. 2. 1. 0. 0.],[5. 5. 3. 1. 1. 0. 0.],[5. 5. 3. 2. 0. 0. 0.],[5. 5. 4. 1. 0. 0. 0.],[5. 5. 5. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 1. 1.],[6. 2. 2. 2. 2. 1. 0.],[6. 3. 2. 1. 1. 1. 1.],[6. 3. 2. 2. 1. 1. 0.],[6. 3. 2. 2. 2. 0. 0.],[6. 3. 3. 1. 1. 1. 0.],[6. 3. 3. 2. 1. 0. 0.],[6. 3. 3. 3. 0. 0. 0.],[6. 4. 1. 1. 1. 1. 1.],[6. 4. 2. 1. 1. 1. 0.],[6. 4. 2. 2. 1. 0. 0.],[6. 4. 3. 1. 1. 0. 0.],[6. 4. 3. 2. 0. 0. 0.],[6. 4. 4. 1. 0. 0. 0.],[6. 5. 1. 1. 1. 1. 0.],[6. 5. 2. 1. 1. 0. 0.],[6. 5. 2. 2. 0. 0. 0.],[6. 5. 3. 1. 0. 0. 0.],[6. 5. 4. 0. 0. 0. 0.],[6. 6. 1. 1. 1. 0. 0.],[6. 6. 2. 1. 0. 0. 0.],[6. 6. 3. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 1. 1.],[7. 2. 2. 2. 1. 1. 0.],[7. 2. 2. 2. 2. 0. 0.],[7. 3. 1. 1. 1. 1. 1.],[7. 3. 2. 1. 1. 1. 0.],[7. 3. 2. 2. 1. 0. 0.],[7. 3. 3. 1. 1. 0. 0.],[7. 3. 3. 2. 0. 0. 0.],[7. 4. 1. 1. 1. 1. 0.],[7. 4. 2. 1. 1. 0. 0.],[7. 4. 2. 2. 0. 0. 0.],[7. 4. 3. 1. 0. 0. 0.],[7. 4. 4. 0. 0. 0. 0.],[7. 5. 1. 1. 1. 0. 0.],[7. 5. 2. 1. 0. 0. 0.],[7. 5. 3. 0. 0. 0. 0.],[7. 6. 1. 1. 0. 0. 0.],[7. 6. 2. 0. 0. 0. 0.],[7. 7. 1. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 1. 1.],[8. 2. 2. 1. 1. 1. 0.],[8. 2. 2. 2. 1. 0. 0.],[8. 3. 1. 1. 1. 1. 0.],[8. 3. 2. 1. 1. 0. 0.],[8. 3. 2. 2. 0. 0. 0.],[8. 3. 3. 1. 0. 0. 0.],[8. 4. 1. 1. 1. 0. 0.],[8. 4. 2. 1. 0. 0. 0.],[8. 4. 3. 0. 0. 0. 0.],[8. 5. 1. 1. 0. 0. 0.],[8. 5. 2. 0. 0. 0. 0.],[8. 6. 1. 0. 0. 0. 0.],[8. 7. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 1. 1.],[9. 2. 1. 1. 1. 1. 0.],[9. 2. 2. 1. 1. 0. 0.],[9. 2. 2. 2. 0. 0. 0.],[9. 3. 1. 1. 1. 0. 0.],[9. 3. 2. 1. 0. 0. 0.],[9. 3. 3. 0. 0. 0. 0.],[9. 4. 1. 1. 0. 0. 0.],[9. 4. 2. 0. 0. 0. 0.],[9. 5. 1. 0. 0. 0. 0.],[9. 6. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  1.  1.  0.],[10.  2.  1.  1.  1.  0.  0.],[10.  2.  2.  1.  0.  0.  0.],[10.  3.  1.  1.  0.  0.  0.],[10.  3.  2.  0.  0.  0.  0.],[10.  4.  1.  0.  0.  0.  0.],[10.  5.  0.  0.  0.  0.  0.],[11.  1.  1.  1.  1.  0.  0.],[11.  2.  1.  1.  0.  0.  0.],[11.  2.  2.  0.  0.  0.  0.],[11.  3.  1.  0.  0.  0.  0.],[11.  4.  0.  0.  0.  0.  0.],[12.  1.  1.  1.  0.  0.  0.],[12.  2.  1.  0.  0.  0.  0.],[12.  3.  0.  0.  0.  0.  0.],[13.  1.  1.  0.  0.  0.  0.],[13.  2.  0.  0.  0.  0.  0.],[14.  1.  0.  0.  0.  0.  0.],[15.  0.  0.  0.  0.  0.  0.]
[5. 3. 3. 1. 1. 1. 1.],-1.0,-0.7714285714285715,-0.6,-0.42857142857142855,-0.42857142857142855,-0.29523809523809524,-0.047619047619047616,-0.6190476190476191,-0.45714285714285713,-0.3904761904761905,-0.3142857142857143,-0.2571428571428571,-0.0761904761904762,-0.0761904761904762,-0.2571428571428571,-0.22857142857142856,-0.10476190476190476,-0.08571428571428572,-0.08571428571428572,0.12380952380952381,0.08571428571428572,0.08571428571428572,0.2857142857142857,-0.37142857142857144,-0.3333333333333333,-0.20952380952380953,-0.17142857142857143,0.0,-0.0,-0.0,0.21904761904761905,-0.0,-0.0,-0.0,0.20952380952380953,0.17142857142857143,0.37142857142857144,0.37142857142857144,0.3333333333333333,0.42857142857142855,0.29523809523809524,0.2571428571428571,0.5428571428571428,0.42857142857142855,0.7142857142857143,1.0,-0.08571428571428572,-0.08571428571428572,0.10476190476190476,0.08571428571428572,0.08571428571428572,0.3142857142857143,0.2571428571428571,0.42857142857142855,0.3333333333333333,0.2571428571428571,0.22857142857142856,0.45714285714285713,0.3904761904761905,0.6190476190476191,0.6857142857142857,0.5142857142857142,0.4857142857142857,0.7714285714285715,1.0,0.8857142857142857,0.7142857142857143,1.0,0.3142857142857143,0.2571428571428571,0.2571428571428571,0.6190476190476191,0.4666666666666667,0.4,0.6571428571428571,0.5428571428571428,0.6952380952380952,0.5428571428571428,0.5428571428571428,0.7714285714285715,1.0,0.9142857142857143,0.7714285714285715,1.0,1.0,1.0,1.0,0.7142857142857143,0.6,0.5142857142857142,0.8666666666666667,0.7142857142857143,0.6571428571428571,0.8857142857142857,0.9142857142857143,0.7714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,0.8857142857142857,0.7714285714285715,0.7714285714285715,0.9714285714285714,0.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 2. 1. 1. 0.],-0.42857142857142855,-0.3523809523809524,-0.3238095238095238,-0.3,-0.3142857142857143,-0.3,-0.2857142857142857,-0.14285714285714285,-0.17142857142857143,-0.17142857142857143,-0.18095238095238095,-0.173015873015873,-0.18095238095238095,-0.17142857142857143,-0.08571428571428572,-0.07857142857142857,-0.08571428571428572,-0.08253968253968254,-0.08095238095238096,-0.07936507936507936,0.0,0.0,0.02857142857142857,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08095238095238096,0.08253968253968254,0.07857142857142857,0.09047619047619047,0.0865079365079365,0.1,0.17142857142857143,0.17142857142857143,0.2857142857142857,0.28095238095238095,0.2650793650793651,0.30158730158730157,0.2857142857142857,0.3952380952380952,0.7142857142857143,0.17142857142857143,0.17142857142857143,0.1761904761904762,0.173015873015873,0.16428571428571428,0.18095238095238095,0.173015873015873,0.17142857142857143,0.23809523809523808,0.24285714285714285,0.23809523809523808,0.25555555555555554,0.25,0.3333333333333333,0.4714285714285714,0.44761904761904764,0.42142857142857143,0.49047619047619045,0.6190476190476191,0.6571428571428571,0.6142857142857143,0.7142857142857143,0.45714285714285713,0.42857142857142855,0.4,0.47619047619047616,0.44285714285714284,0.4174603174603175,0.44761904761904764,0.42857142857142855,0.5,0.4849206349206349,0.4642857142857143,0.5190476190476191,0.6190476190476191,0.7214285714285714,0.6761904761904762,0.7714285714285715,0.8761904761904762,0.8095238095238095,1.0,0.7380952380952381,0.6619047619047619,0.6214285714285714,0.7,0.6563492063492063,0.6214285714285714,0.6857142857142857,0.7285714285714285,0.6928571428571428,0.7714285714285715,0.9023809523809524,0.8476190476190476,1.0,1.0,1.0,0.8571428571428571,0.8047619047619048,0.7714285714285715,0.8571428571428571,0.8166666666666667,0.8857142857142857,0.9023809523809524,0.8476190476190476,1.0,1.0,1.0,0.9357142857142857,0.9,0.9547619047619048,0.9238095238095239,1.0,1.0,1.0,0.9809523809523809,0.9619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 2. 2. 0. 0.],0.42857142857142855,0.08571428571428572,-0.11428571428571428,-0.11428571428571428,-0.2571428571428571,-0.29523809523809524,-0.5238095238095238,0.2857142857142857,0.08571428571428572,0.11428571428571428,-0.08571428571428572,-0.08888888888888889,-0.24285714285714285,-0.2857142857142857,0.08571428571428572,0.08571428571428572,-0.08571428571428572,-0.08095238095238096,-0.08888888888888889,-0.24444444444444444,-0.08571428571428572,-0.08571428571428572,-0.2571428571428571,0.37142857142857144,0.42857142857142855,0.17142857142857143,0.19047619047619047,0.0,0.0,0.0,-0.18095238095238095,0.1619047619047619,0.1634920634920635,0.18095238095238095,-0.0,-0.0,-0.2,-0.0,-0.01904761904761905,0.23809523809523808,0.2571428571428571,0.27936507936507937,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.2571428571428571,0.42857142857142855,0.45714285714285713,0.24761904761904763,0.25555555555555554,0.2857142857142857,0.08571428571428572,0.08888888888888889,-0.11428571428571428,0.23809523809523808,0.23333333333333334,0.24444444444444444,0.08571428571428572,0.0761904761904762,0.0761904761904762,0.3333333333333333,0.3523809523809524,0.3904761904761905,0.20952380952380953,0.18095238095238095,0.42857142857142855,0.4666666666666667,0.3142857142857143,0.6190476190476191,0.6142857142857143,0.6571428571428571,0.42857142857142855,0.4238095238095238,0.44761904761904764,0.26666666666666666,0.2857142857142857,0.3904761904761905,0.4,0.43333333333333335,0.26666666666666666,0.23809523809523808,0.5142857142857142,0.5523809523809524,0.42857142857142855,0.6190476190476191,0.6952380952380952,0.8095238095238095,0.8095238095238095,0.7571428571428571,0.7714285714285715,0.580952380952381,0.5904761904761905,0.6428571428571429,0.45714285714285713,0.5428571428571428,0.5761904761904761,0.45714285714285713,0.6857142857142857,0.7619047619047619,0.8095238095238095,1.0,1.0,0.8857142857142857,0.8666666666666667,0.9,0.7142857142857143,0.7476190476190476,0.6571428571428571,0.6952380952380952,0.7619047619047619,0.8476190476190476,1.0,1.0,0.9428571428571428,0.9476190476190476,0.8285714285714286,0.8952380952380953,0.8476190476190476,1.0,1.0,0.9809523809523809,1.0,0.9238095238095239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 3. 1. 0. 0.],0.5714285714285714,0.2571428571428571,0.0,0.2,-0.2571428571428571,-0.009523809523809525,0.0,0.21428571428571427,0.02857142857142857,0.18571428571428572,-0.17142857142857143,0.009523809523809525,-0.19047619047619047,0.0,-0.17142857142857143,0.0,-0.34285714285714286,-0.16428571428571428,0.0,-0.18095238095238095,-0.32142857142857145,-0.15714285714285714,-0.17142857142857143,0.19047619047619047,0.35714285714285715,0.0,0.18571428571428572,-0.21904761904761905,0.0,0.18095238095238095,0.0,-0.1761904761904762,-0.0,0.15714285714285714,-0.18571428571428572,-0.0,-0.0,-0.18095238095238095,-0.0,-0.19047619047619047,-0.0,0.18095238095238095,-0.0,0.2,-0.009523809523809525,0.2571428571428571,0.14285714285714285,0.3333333333333333,-0.03333333333333333,0.17142857142857143,0.32857142857142857,-0.01904761904761905,0.18095238095238095,0.2,-0.16666666666666666,-0.004761904761904762,0.15714285714285714,-0.009523809523809525,0.17142857142857143,-0.01904761904761905,-0.009523809523809525,0.18095238095238095,0.34285714285714286,0.20476190476190476,0.18095238095238095,0.17142857142857143,0.3619047619047619,0.44761904761904764,0.23809523809523808,0.42857142857142855,0.5428571428571428,0.047619047619047616,0.26666666666666666,0.42857142857142855,0.2857142857142857,0.45714285714285713,0.0761904761904762,0.24285714285714285,0.38571428571428573,0.26666666666666666,0.23809523809523808,0.2714285714285714,0.44761904761904764,0.5523809523809524,0.4666666666666667,0.6190476190476191,0.7523809523809524,0.3333333333333333,0.5238095238095238,0.6285714285714286,0.3619047619047619,0.5285714285714286,0.6428571428571429,0.580952380952381,0.32857142857142857,0.48095238095238096,0.5666666666666667,0.5523809523809524,0.680952380952381,0.7523809523809524,1.0,0.42857142857142855,0.6190476190476191,0.7142857142857143,0.7714285714285715,0.6285714285714286,0.7380952380952381,0.8380952380952381,0.5761904761904761,0.6952380952380952,0.8047619047619048,1.0,0.7142857142857143,0.8,0.8380952380952381,0.8333333333333334,0.8809523809523809,0.8047619047619048,1.0,0.8857142857142857,0.9047619047619048,0.9238095238095239,0.9619047619047619,1.0,0.9714285714285714,0.9619047619047619,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 1. 1. 1. 1.],-1.0,-1.0,-0.6952380952380952,-0.7142857142857143,-0.3142857142857143,-0.3333333333333333,-0.047619047619047616,-1.0,-0.719047619047619,-0.6952380952380952,-0.3142857142857143,-0.34285714285714286,0.004761904761904762,-0.06190476190476191,-0.34285714285714286,-0.3619047619047619,0.10476190476190476,0.009523809523809525,-0.06666666666666667,0.26666666666666666,0.4,0.2857142857142857,0.5,-0.7714285714285715,-0.7142857142857143,-0.40476190476190477,-0.4238095238095238,0.0,-0.08095238095238096,-0.1619047619047619,0.1761904761904762,0.0,-0.09523809523809523,-0.17142857142857143,0.2857142857142857,0.18095238095238095,0.42857142857142855,0.5714285714285714,0.44285714285714284,0.42857142857142855,0.20952380952380953,0.08571428571428572,0.45714285714285713,0.3333333333333333,0.7714285714285715,1.0,-0.4,-0.42857142857142855,-0.0,-0.08571428571428572,-0.17142857142857143,0.2571428571428571,0.17142857142857143,0.42857142857142855,0.47619047619047616,0.2857142857142857,0.17142857142857143,0.5,0.4095238095238095,0.7714285714285715,0.6857142857142857,0.4714285714285714,0.3333333333333333,0.6952380952380952,1.0,0.8857142857142857,0.7142857142857143,1.0,0.10476190476190476,-0.0,-0.08571428571428572,0.5238095238095238,0.3619047619047619,0.2571428571428571,0.5428571428571428,0.4857142857142857,0.780952380952381,0.6,0.4857142857142857,0.7714285714285715,1.0,0.9142857142857143,0.7714285714285715,1.0,1.0,1.0,1.0,0.6666666666666666,0.4666666666666667,0.34285714285714286,0.7904761904761904,0.6285714285714286,0.5428571428571428,0.7714285714285715,0.9428571428571428,0.8285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,0.8761904761904762,0.7142857142857143,0.6,0.9428571428571428,0.8285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 2. 1. 1. 0.],-1.0,-0.6952380952380952,-0.45714285714285713,-0.5428571428571428,-0.2571428571428571,-0.3523809523809524,-0.23809523809523808,-0.6666666666666666,-0.3904761904761905,-0.4714285714285714,-0.18095238095238095,-0.26746031746031745,-0.09047619047619047,-0.1619047619047619,-0.09523809523809523,-0.19047619047619047,0.08571428571428572,0.0,-0.07936507936507936,0.08571428571428572,0.2714285714285714,0.19047619047619047,0.2714285714285714,-0.4095238095238095,-0.47619047619047616,-0.18095238095238095,-0.2642857142857143,0.0,-0.08253968253968254,-0.1634920634920635,0.0,0.09523809523809523,0.0,-0.09047619047619047,0.16904761904761906,0.0865079365079365,0.17142857142857143,0.3634920634920635,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.09206349206349207,0.25555555555555554,0.17142857142857143,0.49047619047619045,0.7142857142857143,-0.11428571428571428,-0.19047619047619047,0.08571428571428572,-0.0,-0.08571428571428572,0.15714285714285714,0.08095238095238096,0.17142857142857143,0.35714285714285715,0.2642857142857143,0.173015873015873,0.32301587301587303,0.25,0.5190476190476191,0.4714285714285714,0.3738095238095238,0.2714285714285714,0.4261904761904762,0.6952380952380952,0.6571428571428571,0.5619047619047619,0.6190476190476191,0.2761904761904762,0.18095238095238095,0.08571428571428572,0.42857142857142855,0.3380952380952381,0.25396825396825395,0.3904761904761905,0.32857142857142857,0.6,0.515079365079365,0.42857142857142855,0.5595238095238095,0.7714285714285715,0.7214285714285714,0.6357142857142857,0.6952380952380952,0.8761904761904762,0.8095238095238095,1.0,0.6666666666666666,0.5380952380952381,0.43333333333333335,0.6285714285714286,0.5587301587301587,0.4857142857142857,0.6,0.7928571428571428,0.7261904761904762,0.7714285714285715,0.9023809523809524,0.8476190476190476,1.0,1.0,1.0,0.8285714285714286,0.7301587301587301,0.6428571428571429,0.8,0.7428571428571429,0.7714285714285715,0.9285714285714286,0.8857142857142857,1.0,1.0,1.0,0.9285714285714286,0.8666666666666667,0.9285714285714286,0.8857142857142857,1.0,1.0,1.0,0.9809523809523809,0.9619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 2. 2. 0. 0.],-0.42857142857142855,-0.3142857142857143,-0.2571428571428571,-0.4,-0.2571428571428571,-0.34285714285714286,-0.42857142857142855,-0.14285714285714285,-0.1,-0.21428571428571427,-0.08571428571428572,-0.18095238095238095,-0.16428571428571428,-0.2714285714285714,0.08571428571428572,0.0,0.08571428571428572,0.0,-0.09523809523809523,-0.08571428571428572,0.17142857142857143,0.1,0.0,-0.02857142857142857,-0.11904761904761904,0.0,-0.09047619047619047,0.0,-0.07857142857142857,-0.18095238095238095,-0.15714285714285714,0.17142857142857143,0.09047619047619047,0.0,0.07857142857142857,-0.0,-0.1,0.18095238095238095,0.1,0.23809523809523808,0.17142857142857143,0.09523809523809523,0.08571428571428572,-0.01904761904761905,0.20952380952380953,0.2571428571428571,0.14285714285714285,0.0761904761904762,0.17142857142857143,0.08571428571428572,-0.0,0.07142857142857142,-0.0,-0.08571428571428572,0.3333333333333333,0.25,0.18095238095238095,0.15714285714285714,0.0761904761904762,0.26666666666666666,0.3333333333333333,0.2714285714285714,0.2,0.17142857142857143,0.3047619047619048,0.42857142857142855,0.3904761904761905,0.23809523809523808,0.42857142857142855,0.3619047619047619,0.3142857142857143,0.42857142857142855,0.32857142857142857,0.26666666666666666,0.22857142857142856,0.17142857142857143,0.4857142857142857,0.42857142857142855,0.3904761904761905,0.3261904761904762,0.45714285714285713,0.5142857142857142,0.4857142857142857,0.3476190476190476,0.6190476190476191,0.638095238095238,0.8095238095238095,0.7142857142857143,0.6142857142857143,0.5714285714285714,0.5428571428571428,0.4857142857142857,0.45714285714285713,0.38571428571428573,0.6285714285714286,0.611904761904762,0.5,0.6857142857142857,0.719047619047619,0.8095238095238095,1.0,1.0,0.8285714285714286,0.7714285714285715,0.7714285714285715,0.6571428571428571,0.6428571428571429,0.5428571428571428,0.7619047619047619,0.8,0.8476190476190476,1.0,1.0,0.9142857142857143,0.9,0.7714285714285715,0.8,0.8857142857142857,1.0,1.0,0.9714285714285714,1.0,0.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 4. 3. 1. 1. 1. 0.],-1.0,-0.7142857142857143,-0.4857142857142857,-0.2857142857142857,-0.2571428571428571,-0.09523809523809523,0.19047619047619047,-0.7142857142857143,-0.5,-0.3523809523809524,-0.319047619047619,-0.18571428571428572,0.009523809523809525,0.09047619047619047,-0.3619047619047619,-0.25,-0.20952380952380953,-0.09047619047619047,0.0,0.19047619047619047,0.0,0.08571428571428572,0.35714285714285715,-0.5428571428571428,-0.42857142857142855,-0.3761904761904762,-0.26071428571428573,-0.20952380952380953,-0.09047619047619047,0.0,0.18571428571428572,-0.2857142857142857,-0.16904761904761906,-0.07857142857142857,0.0,0.08452380952380953,0.35,0.19047619047619047,0.25,-0.23809523809523808,-0.09047619047619047,-0.0,0.19047619047619047,0.25,0.40476190476190477,0.7142857142857143,-0.34285714285714286,-0.2571428571428571,-0.19047619047619047,-0.09047619047619047,-0.0,0.09047619047619047,0.16428571428571428,0.40714285714285714,-0.11904761904761904,-0.0,0.07857142857142857,0.2642857142857143,0.31785714285714284,0.44047619047619047,0.09047619047619047,0.18095238095238095,0.25,0.45595238095238094,0.6952380952380952,0.4,0.42857142857142855,0.7142857142857143,-0.08571428571428572,-0.0,0.08571428571428572,0.09523809523809523,0.18095238095238095,0.24285714285714285,0.43333333333333335,0.4642857142857143,0.2857142857142857,0.3380952380952381,0.38571428571428573,0.5857142857142857,0.7714285714285715,0.5,0.5071428571428571,0.7714285714285715,0.7714285714285715,0.7142857142857143,1.0,0.21428571428571427,0.2714285714285714,0.32142857142857145,0.48095238095238096,0.49523809523809526,0.5214285714285715,0.7,0.6261904761904762,0.6214285714285714,0.8285714285714286,0.8214285714285714,0.7714285714285715,1.0,1.0,0.5714285714285714,0.5571428571428572,0.5571428571428572,0.5785714285714286,0.7523809523809524,0.7357142857142858,0.8857142857142857,0.8714285714285714,0.8285714285714286,1.0,1.0,0.8571428571428571,0.7785714285714286,0.7714285714285715,0.9214285714285714,0.8857142857142857,1.0,1.0,0.9714285714285714,0.9214285714285714,0.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 4. 3. 2. 1. 0. 0.],-0.2857142857142857,-0.24761904761904763,-0.21904761904761905,-0.11428571428571428,-0.2,-0.10476190476190476,0.0,-0.19047619047619047,-0.19047619047619047,-0.09523809523809523,-0.18571428571428572,-0.09365079365079365,-0.09523809523809523,0.0,-0.17142857142857143,-0.08095238095238096,-0.17142857142857143,-0.0865079365079365,0.0,0.0,-0.08571428571428572,0.0,0.1,-0.19047619047619047,-0.09523809523809523,-0.18571428571428572,-0.09047619047619047,-0.17142857142857143,-0.0865079365079365,0.0,0.0,-0.18095238095238095,-0.0865079365079365,0.0,-0.08452380952380953,0.0,0.09047619047619047,-0.0,0.09047619047619047,-0.19047619047619047,-0.09523809523809523,-0.0,-0.0,0.09047619047619047,0.1,0.2571428571428571,-0.11428571428571428,-0.009523809523809525,-0.10476190476190476,-0.006349206349206349,0.08095238095238096,-0.0,0.08253968253968254,0.17142857142857143,-0.09523809523809523,-0.004761904761904762,0.08253968253968254,0.08253968253968254,0.16904761904761906,0.17142857142857143,-0.009523809523809525,0.0873015873015873,0.18095238095238095,0.18095238095238095,0.3047619047619048,0.17142857142857143,0.2714285714285714,0.37142857142857144,0.05714285714285714,0.17142857142857143,0.2571428571428571,0.07142857142857142,0.17142857142857143,0.25555555555555554,0.25396825396825395,0.3380952380952381,0.17142857142857143,0.25555555555555554,0.3380952380952381,0.34285714285714286,0.45714285714285713,0.2714285714285714,0.36666666666666664,0.4714285714285714,0.4666666666666667,0.5619047619047619,0.7523809523809524,0.23809523809523808,0.3523809523809524,0.42857142857142855,0.3523809523809524,0.4238095238095238,0.49523809523809526,0.49523809523809526,0.42857142857142855,0.5047619047619047,0.6,0.5523809523809524,0.638095238095238,0.7523809523809524,1.0,0.42857142857142855,0.5333333333333333,0.5904761904761905,0.6428571428571429,0.5857142857142857,0.6428571428571429,0.7142857142857143,0.6619047619047619,0.7285714285714285,0.8047619047619048,1.0,0.7142857142857143,0.7428571428571429,0.7714285714285715,0.7714285714285715,0.819047619047619,0.8571428571428571,1.0,0.8857142857142857,0.8809523809523809,0.8952380952380953,0.9095238095238095,1.0,0.9714285714285714,0.9619047619047619,1.0,1.0,1.0,1.0,1.0
[5. 4. 3. 3. 0. 0. 0.],0.7142857142857143,0.42857142857142855,0.14285714285714285,0.4857142857142857,-0.14285714285714285,0.2571428571428571,0.42857142857142855,0.2857142857142857,0.047619047619047616,0.319047619047619,-0.18095238095238095,0.11904761904761904,-0.1,0.22857142857142856,-0.23809523809523808,0.01904761904761905,-0.42857142857142855,-0.17142857142857143,0.10476190476190476,-0.09523809523809523,-0.40714285714285714,-0.17142857142857143,-0.1,0.0,0.2857142857142857,-0.19047619047619047,0.09523809523809523,-0.37142857142857144,-0.1,0.2,0.0,-0.42857142857142855,-0.17142857142857143,0.1,-0.35,-0.09047619047619047,0.0,-0.3380952380952381,-0.09047619047619047,-0.5714285714285714,-0.34285714285714286,-0.08571428571428572,-0.2761904761904762,-0.0,-0.28095238095238095,-0.2571428571428571,-0.14285714285714285,0.14285714285714285,-0.2857142857142857,-0.02857142857142857,0.2571428571428571,-0.2,0.0761904761904762,0.2,-0.5,-0.2571428571428571,-0.0,-0.18095238095238095,0.09047619047619047,-0.18095238095238095,-0.4142857142857143,-0.17142857142857143,0.1,-0.1,-0.13333333333333333,-0.2571428571428571,-0.0,0.08571428571428572,-0.14285714285714285,0.14285714285714285,0.42857142857142855,-0.2857142857142857,-0.02857142857142857,0.2571428571428571,0.0761904761904762,0.38095238095238093,-0.2571428571428571,-0.0,0.2714285714285714,0.09047619047619047,0.0761904761904762,-0.17142857142857143,0.1,0.21428571428571427,-0.0,0.3142857142857143,0.3142857142857143,-0.14285714285714285,0.14285714285714285,0.42857142857142855,-0.02857142857142857,0.2571428571428571,0.5428571428571428,0.38095238095238093,-0.0,0.2714285714285714,0.40476190476190477,0.1,0.4142857142857143,0.3142857142857143,0.7142857142857143,-0.14285714285714285,0.14285714285714285,0.42857142857142855,0.6857142857142857,0.2571428571428571,0.5428571428571428,0.6952380952380952,0.2714285714285714,0.5571428571428572,0.4142857142857143,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.6857142857142857,0.5428571428571428,0.8,0.5571428571428572,0.7857142857142857,0.42857142857142855,0.6857142857142857,0.8857142857142857,0.8,0.8571428571428571,0.6857142857142857,0.8857142857142857,1.0,0.8857142857142857,1.0,1.0,1.0
