,[2. 2. 2. 2. 2. 1. 1. 1.],[2. 2. 2. 2. 2. 2. 1. 0.],[3. 2. 2. 2. 1. 1. 1. 1.],[3. 2. 2. 2. 2. 1. 1. 0.],[3. 2. 2. 2. 2. 2. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1.],[3. 3. 2. 2. 1. 1. 1. 0.],[3. 3. 2. 2. 2. 1. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0.],[3. 3. 3. 2. 1. 1. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1.],[4. 2. 2. 2. 1. 1. 1. 0.],[4. 2. 2. 2. 2. 1. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1.],[4. 3. 2. 1. 1. 1. 1. 0.],[4. 3. 2. 2. 1. 1. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0.],[4. 4. 2. 1. 1. 1. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1.],[5. 2. 2. 1. 1. 1. 1. 0.],[5. 2. 2. 2. 1. 1. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0.],[5. 3. 2. 1. 1. 1. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1.],[6. 2. 1. 1. 1. 1. 1. 0.],[6. 2. 2. 1. 1. 1. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0.],[7. 2. 1. 1. 1. 1. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.]
[3. 3. 3. 2. 2. 0. 0. 0.],0.6428571428571429,0.7321428571428571,0.26785714285714285,0.37142857142857144,0.5178571428571429,0.0,0.08214285714285714,0.18571428571428572,-0.15,-0.08214285714285714,0.0,-0.26785714285714285,0.08928571428571429,0.20357142857142857,0.3107142857142857,-0.08928571428571429,-0.010714285714285714,0.07142857142857142,0.17142857142857143,-0.14464285714285716,-0.08214285714285714,-0.32142857142857145,-0.07142857142857142,-0.007142857142857143,0.06785714285714285,-0.15,-0.10714285714285714,-0.16071428571428573,0.23214285714285715,0.3535714285714286,0.4517857142857143,0.5678571428571428,0.14285714285714285,0.22857142857142856,0.32857142857142857,0.09642857142857143,0.19642857142857142,0.14285714285714285,0.225,0.32857142857142857,0.10714285714285714,0.10714285714285714,0.375,0.4785714285714286,0.42857142857142855,0.375,0.5,0.5839285714285715,0.6767857142857143,0.37857142857142856,0.4714285714285714,0.6,0.375,0.375,0.4785714285714286,0.42857142857142855,0.6071428571428571,0.75,0.8214285714285714,0.6428571428571429,0.7071428571428572,0.7732142857142857,0.8642857142857143,0.6,0.7035714285714286,0.6964285714285714,0.6071428571428571,0.75,0.8214285714285714,1.0,0.8214285714285714,0.8571428571428571,0.9142857142857143,0.7892857142857143,0.9107142857142857,0.8214285714285714,1.0,0.9285714285714286,0.9535714285714286,1.0,0.9285714285714286,1.0,0.9821428571428571,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 3. 1. 0. 0. 0.],0.375,0.5714285714285714,0.0,0.2857142857142857,0.5,-0.3392857142857143,0.0,0.2642857142857143,-0.32142857142857145,0.0,0.26785714285714285,0.0,-0.23214285714285715,-0.0,0.22142857142857142,-0.4642857142857143,-0.24285714285714285,-0.0,0.225,-0.2642857142857143,-0.0,-0.0,-0.42857142857142855,-0.21785714285714286,-0.0,-0.25357142857142856,-0.0,-0.26785714285714285,-0.17857142857142858,0.07142857142857142,0.3,0.4857142857142857,-0.17857142857142858,0.07857142857142857,0.3142857142857143,0.08928571428571429,0.35714285714285715,-0.15714285714285714,0.075,0.3,0.08928571428571429,0.10714285714285714,0.15,0.3892857142857143,0.5357142857142857,-0.125,0.14285714285714285,0.37857142857142856,0.5607142857142857,0.15714285714285714,0.4035714285714286,0.6,0.48214285714285715,0.15,0.3892857142857143,0.5357142857142857,0.4785714285714286,0.6785714285714286,0.7857142857142857,0.21428571428571427,0.45714285714285713,0.6357142857142857,0.7571428571428571,0.4928571428571429,0.6892857142857143,0.8571428571428571,0.4785714285714286,0.6785714285714286,0.7857142857142857,1.0,0.5357142857142857,0.7107142857142857,0.8178571428571428,0.7785714285714286,0.8928571428571429,0.7857142857142857,1.0,0.7857142857142857,0.8785714285714286,0.9285714285714286,0.9642857142857143,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 1. 1. 1. 1. 1.],-1.0,-1.0,-0.6071428571428571,-0.6726190476190477,-0.7619047619047619,-0.09523809523809523,-0.25,-0.375,0.16071428571428573,0.011904761904761904,-0.08928571428571429,0.23214285714285715,0.0,-0.19642857142857142,-0.3333333333333333,0.5357142857142857,0.2857142857142857,0.08928571428571429,-0.05357142857142857,0.5,0.31547619047619047,0.5,0.8273809523809523,0.6428571428571429,0.44047619047619047,0.8214285714285714,0.6428571428571429,1.0,0.6607142857142857,0.38095238095238093,0.16071428571428573,-0.0,0.7678571428571429,0.5714285714285714,0.36904761904761907,0.7619047619047619,0.5535714285714286,0.9464285714285714,0.8571428571428571,0.7023809523809523,1.0,1.0,1.0,1.0,1.0,1.0,0.8988095238095238,0.7321428571428571,0.5357142857142857,0.9464285714285714,0.8571428571428571,0.7023809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9821428571428571,0.9285714285714286,0.8214285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 1. 1. 1. 0.],-0.6428571428571429,-0.7321428571428571,-0.26785714285714285,-0.425,-0.5714285714285714,0.0,-0.15714285714285714,-0.3053571428571429,0.07142857142857142,-0.075,-0.20357142857142857,0.0,0.19642857142857142,0.0,-0.175,0.4107142857142857,0.24464285714285713,0.08214285714285714,-0.07142857142857142,0.29642857142857143,0.15357142857142858,0.21428571428571427,0.6607142857142857,0.5053571428571428,0.3535714285714286,0.5535714285714286,0.42857142857142855,0.8214285714285714,0.625,0.425,0.24642857142857144,0.07857142857142857,0.5982142857142857,0.45089285714285715,0.3026785714285714,0.49642857142857144,0.35714285714285715,0.8142857142857143,0.6991071428571428,0.5785714285714286,0.7678571428571429,1.0,0.9357142857142857,0.875,1.0,1.0,0.8392857142857143,0.6910714285714286,0.5473214285714286,0.8178571428571428,0.7089285714285715,0.5928571428571429,0.7678571428571429,0.9491071428571428,0.8982142857142857,1.0,1.0,1.0,1.0,1.0,0.9464285714285714,0.8696428571428572,0.7857142857142857,0.9491071428571428,0.8982142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.9892857142857143,0.9678571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 2. 1. 0. 0.],-0.10714285714285714,-0.3392857142857143,0.0,-0.17023809523809524,-0.38095238095238093,0.07142857142857142,-0.075,-0.2392857142857143,-0.007142857142857143,-0.14285714285714285,-0.3107142857142857,-0.22142857142857142,0.3333333333333333,0.175,0.0,0.35714285714285715,0.21904761904761905,0.07976190476190476,-0.08928571428571429,0.1357142857142857,-0.005952380952380952,-0.10714285714285714,0.5119047619047619,0.3964285714285714,0.2761904761904762,0.30714285714285716,0.1761904761904762,0.5285714285714286,0.625,0.4714285714285714,0.3345238095238095,0.17857142857142858,0.4642857142857143,0.35595238095238096,0.23333333333333334,0.2761904761904762,0.13214285714285715,0.6357142857142857,0.5511904761904762,0.4654761904761905,0.4785714285714286,0.7619047619047619,0.7678571428571429,0.7214285714285714,0.7023809523809523,1.0,0.7976190476190477,0.6821428571428572,0.5857142857142857,0.65,0.5738095238095238,0.48928571428571427,0.5095238095238095,0.8071428571428572,0.7714285714285715,0.7619047619047619,0.9166666666666666,0.9404761904761905,1.0,1.0,0.9071428571428571,0.8428571428571429,0.8035714285714286,0.8107142857142857,0.7761904761904762,0.7619047619047619,0.9321428571428572,0.9523809523809523,1.0,1.0,1.0,0.9678571428571429,0.95,0.9321428571428572,0.9523809523809523,1.0,1.0,1.0,0.9940476190476191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 1. 1. 1. 1. 1. 1.],-1.0,-1.0,-0.8392857142857143,-0.7142857142857143,-0.5535714285714286,-0.5,-0.35714285714285715,-0.2857142857142857,0.125,0.10714285714285714,0.08928571428571429,0.4642857142857143,-0.5357142857142857,-0.4107142857142857,-0.35714285714285715,0.0,-0.0,-0.0,-0.0,0.48214285714285715,0.39285714285714285,0.7142857142857143,0.5,0.35714285714285715,0.2857142857142857,0.7857142857142857,0.6428571428571429,1.0,-0.0,-0.0,-0.0,-0.0,0.5357142857142857,0.4107142857142857,0.35714285714285715,0.7857142857142857,0.6428571428571429,0.8392857142857143,0.7142857142857143,0.5535714285714286,1.0,1.0,1.0,1.0,1.0,0.75,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 1. 1. 1. 1. 0.],-0.8214285714285714,-0.7142857142857143,-0.5642857142857143,-0.48333333333333334,-0.42857142857142855,-0.2857142857142857,-0.25,-0.22142857142857142,0.0,0.005952380952380952,0.010714285714285714,0.24285714285714285,-0.2857142857142857,-0.24464285714285713,-0.21904761904761905,0.0,0.0,-0.0,-0.0,0.25,0.23154761904761906,0.4642857142857143,0.2857142857142857,0.25,0.22142857142857142,0.5035714285714286,0.45476190476190476,0.7857142857142857,0.08928571428571429,0.08095238095238096,0.075,0.07142857142857142,0.34523809523809523,0.3113095238095238,0.2833333333333333,0.5285714285714286,0.48333333333333334,0.6011904761904762,0.5386904761904762,0.48333333333333334,0.7732142857142857,1.0,0.85,0.7857142857142857,1.0,0.625,0.5119047619047619,0.45714285714285713,0.41785714285714287,0.6976190476190476,0.6404761904761904,0.5904761904761905,0.8261904761904761,0.8821428571428571,0.8261904761904761,1.0,1.0,1.0,1.0,0.8928571428571429,0.794047619047619,0.7321428571428571,0.6785714285714286,0.9142857142857143,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.9821428571428571,0.9464285714285714,0.9071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 1. 1. 0. 0.],-0.42857142857142855,-0.39285714285714285,-0.2642857142857143,-0.2571428571428571,-0.25,-0.15476190476190477,-0.15595238095238095,-0.15595238095238095,-0.075,-0.07559523809523809,-0.07142857142857142,0.0,-0.08928571428571429,-0.08214285714285714,-0.07976190476190476,0.0,0.0,0.0,-0.0,0.07380952380952381,0.0761904761904762,0.15714285714285714,0.15476190476190477,0.15595238095238095,0.15595238095238095,0.2386904761904762,0.24761904761904763,0.45,0.14285714285714285,0.1523809523809524,0.15119047619047618,0.15,0.2261904761904762,0.22142857142857142,0.22142857142857142,0.2904761904761905,0.2976190476190476,0.38571428571428573,0.3863095238095238,0.38571428571428573,0.48095238095238096,0.7619047619047619,0.6071428571428571,0.6166666666666667,0.7619047619047619,0.5,0.47619047619047616,0.45357142857142857,0.44285714285714284,0.5107142857142857,0.5077380952380952,0.5107142857142857,0.5857142857142857,0.6696428571428571,0.6773809523809524,0.8095238095238095,0.8547619047619047,0.8809523809523809,1.0,0.7857142857142857,0.7214285714285714,0.6964285714285714,0.6857142857142857,0.7446428571428572,0.7511904761904762,0.8571428571428571,0.8833333333333333,0.9047619047619048,1.0,1.0,0.9285714285714286,0.8821428571428571,0.8690476190476191,0.9119047619047619,0.9285714285714286,1.0,1.0,0.9857142857142858,0.969047619047619,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 2. 0. 0. 0.],0.10714285714285714,0.125,0.0,0.0,0.017857142857142856,-0.07142857142857142,-0.075,-0.08214285714285714,-0.12857142857142856,-0.14464285714285716,-0.17142857142857143,-0.225,0.05357142857142857,0.07142857142857142,0.08928571428571429,0.0,0.0,0.0,0.0,-0.06428571428571428,-0.07857142857142857,-0.18571428571428572,0.07142857142857142,0.075,0.08214285714285714,0.007142857142857143,-0.010714285714285714,0.10714285714285714,0.16071428571428573,0.20357142857142857,0.22857142857142856,0.26785714285714285,0.14285714285714285,0.1455357142857143,0.15714285714285714,0.075,0.06785714285714285,0.22142857142857142,0.2357142857142857,0.2642857142857143,0.17142857142857143,0.32142857142857145,0.375,0.4142857142857143,0.35714285714285715,0.375,0.42857142857142855,0.4517857142857143,0.4928571428571429,0.35714285714285715,0.37589285714285714,0.425,0.3107142857142857,0.45,0.49642857142857144,0.45535714285714285,0.6071428571428571,0.7142857142857143,0.8214285714285714,0.6428571428571429,0.65,0.6767857142857143,0.75,0.5607142857142857,0.6089285714285714,0.5714285714285714,0.6678571428571428,0.7767857142857143,0.8214285714285714,1.0,0.8214285714285714,0.8214285714285714,0.8642857142857143,0.7428571428571429,0.8392857142857143,0.8571428571428571,1.0,0.9285714285714286,0.9392857142857143,1.0,0.8928571428571429,1.0,0.9821428571428571,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 1. 1. 1. 0. 0.],-0.6964285714285714,-0.4107142857142857,-0.5857142857142857,-0.33214285714285713,-0.15476190476190477,-0.5178571428571429,-0.2619047619047619,-0.08214285714285714,-0.19642857142857142,0.0,0.14464285714285716,0.2642857142857143,-0.5,-0.29642857142857143,-0.1357142857142857,-0.48214285714285715,-0.25,-0.07380952380952381,0.06428571428571428,0.0,0.15357142857142858,0.41785714285714287,-0.26785714285714285,-0.07738095238095238,0.06964285714285715,0.17202380952380952,0.2976190476190476,0.37142857142857144,-0.3392857142857143,-0.15,0.005357142857142857,0.12857142857142856,-0.10119047619047619,0.07738095238095238,0.20892857142857144,0.32261904761904764,0.425,0.07380952380952381,0.22678571428571428,0.3416666666666667,0.5035714285714286,0.7619047619047619,0.40535714285714286,0.5071428571428571,0.8214285714285714,-0.125,0.08928571428571429,0.23214285714285715,0.3375,0.3345238095238095,0.44285714285714284,0.5285714285714286,0.6821428571428572,0.49107142857142855,0.5738095238095238,0.8571428571428571,0.7785714285714286,0.8214285714285714,1.0,0.35714285714285715,0.475,0.5464285714285714,0.6214285714285714,0.6910714285714286,0.7321428571428571,0.9285714285714286,0.8238095238095238,0.8571428571428571,1.0,1.0,0.7321428571428571,0.7482142857142857,0.7821428571428571,0.9142857142857143,0.9285714285714286,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 2. 1. 0. 0. 0.],-0.25,-0.017857142857142856,-0.2857142857142857,-0.09523809523809523,0.07738095238095238,-0.3333333333333333,-0.16904761904761906,-0.002380952380952381,-0.23214285714285715,-0.08214285714285714,0.08214285714285714,0.0,-0.31547619047619047,-0.15357142857142858,0.005952380952380952,-0.39285714285714285,-0.23154761904761906,-0.0761904761904762,0.07857142857142857,-0.15357142857142858,0.0,0.08928571428571429,-0.30357142857142855,-0.15178571428571427,-0.0,-0.07976190476190476,0.08333333333333333,-0.0,-0.25,-0.08571428571428572,0.075,0.225,-0.16071428571428573,-0.0026785714285714286,0.15148809523809523,0.07738095238095238,0.2392857142857143,-0.07857142857142857,0.0761904761904762,0.23452380952380952,0.17023809523809524,0.32142857142857145,0.15,0.3142857142857143,0.4642857142857143,-0.125,0.0625,0.22857142857142856,0.37589285714285714,0.15357142857142858,0.30773809523809526,0.45714285714285713,0.40476190476190477,0.2357142857142857,0.3970238095238095,0.5535714285714286,0.4785714285714286,0.6428571428571429,0.7857142857142857,0.21428571428571427,0.3821428571428571,0.5196428571428572,0.6392857142857142,0.4616071428571429,0.6011904761904762,0.7321428571428571,0.5535714285714286,0.7053571428571429,0.7857142857142857,1.0,0.5357142857142857,0.65625,0.7535714285714286,0.7285714285714285,0.8392857142857143,0.8303571428571429,1.0,0.7857142857142857,0.8535714285714285,0.9107142857142857,0.9196428571428571,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[4. 3. 3. 3. 0. 0. 0. 0.],0.0,0.5,-0.375,0.125,0.5178571428571429,-0.6428571428571429,-0.21428571428571427,0.21428571428571427,-0.5071428571428571,-0.10714285714285714,0.32142857142857145,0.0,-0.5,-0.21428571428571427,0.10714285714285714,-0.7142857142857143,-0.4642857142857143,-0.15714285714285714,0.18571428571428572,-0.41785714285714287,-0.08928571428571429,0.0,-0.6428571428571429,-0.42857142857142855,-0.15,-0.4035714285714286,-0.08928571428571429,-0.42142857142857143,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.5,-0.2357142857142857,0.07857142857142857,-0.17857142857142858,0.17857142857142858,-0.4857142857142857,-0.225,0.08928571428571429,-0.17857142857142858,-0.21428571428571427,-0.3,-0.0,0.08928571428571429,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.2357142857142857,0.07857142857142857,0.42142857142857143,0.17857142857142858,-0.225,0.08928571428571429,0.21428571428571427,-0.0,0.35714285714285715,0.35714285714285715,-0.2857142857142857,-0.0,0.3142857142857143,0.6142857142857143,0.07857142857142857,0.42142857142857143,0.6071428571428571,0.08928571428571429,0.44642857142857145,0.35714285714285715,0.7857142857142857,-0.0,0.3142857142857143,0.6142857142857143,0.42142857142857143,0.75,0.44642857142857145,0.7857142857142857,0.3142857142857143,0.6142857142857143,0.8571428571428571,0.75,0.8392857142857143,0.6142857142857143,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0
[4. 4. 1. 1. 1. 1. 1. 0.],-1.0,-1.0,-0.9285714285714286,-0.8214285714285714,-0.6428571428571429,-0.6964285714285714,-0.5,-0.34523809523809523,-0.07142857142857142,0.023809523809523808,0.07142857142857142,0.42857142857142855,-0.8273809523809523,-0.6607142857142857,-0.5119047619047619,-0.5,-0.2857142857142857,-0.15476190476190477,-0.07142857142857142,0.26785714285714285,0.30357142857142855,0.6428571428571429,0.0,0.09523809523809523,0.15476190476190477,0.5892857142857143,0.5714285714285714,0.8928571428571429,-0.5714285714285714,-0.40476190476190477,-0.2976190476190476,-0.21428571428571427,-0.0,0.07738095238095238,0.14285714285714285,0.5059523809523809,0.5,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.7976190476190477,1.0,0.7142857142857143,0.6726190476190477,1.0,-0.125,-0.0,0.07738095238095238,0.14285714285714285,0.5,0.5059523809523809,0.5,0.7976190476190477,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,0.5357142857142857,0.5,0.5059523809523809,0.5,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,1.0,0.8988095238095238,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 1. 1. 1. 0. 0.],-0.9285714285714286,-0.8392857142857143,-0.7571428571428571,-0.6285714285714286,-0.5178571428571429,-0.5,-0.3892857142857143,-0.2904761904761905,-0.15,-0.06488095238095239,0.007142857142857143,0.21785714285714286,-0.6428571428571429,-0.5053571428571428,-0.3964285714285714,-0.35714285714285715,-0.25,-0.15595238095238095,-0.075,0.07738095238095238,0.15178571428571427,0.42857142857142855,-0.09523809523809523,0.0,0.08035714285714286,0.32261904761904764,0.38571428571428573,0.6321428571428571,-0.42857142857142855,-0.319047619047619,-0.22678571428571428,-0.15,-0.07738095238095238,-0.0,0.06964285714285715,0.2785714285714286,0.3416666666666667,0.16904761904761906,0.24047619047619048,0.2976190476190476,0.5285714285714286,0.8571428571428571,0.40535714285714286,0.46190476190476193,0.7619047619047619,-0.125,-0.005952380952380952,0.07738095238095238,0.14464285714285716,0.30952380952380953,0.3607142857142857,0.4119047619047619,0.5988095238095238,0.5767857142857142,0.6154761904761905,0.8571428571428571,0.7785714285714286,0.8214285714285714,1.0,0.35714285714285715,0.40476190476190477,0.44285714285714284,0.48214285714285715,0.6339285714285714,0.6654761904761904,0.8571428571428571,0.8690476190476191,0.8928571428571429,1.0,1.0,0.7321428571428571,0.7196428571428571,0.7321428571428571,0.8690476190476191,0.8928571428571429,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 4. 2. 2. 1. 0. 0. 0.],-0.6964285714285714,-0.6071428571428571,-0.5,-0.4261904761904762,-0.35714285714285715,-0.34523809523809523,-0.2904761904761905,-0.22916666666666666,-0.2,-0.1392857142857143,-0.06785714285714285,0.0,-0.44047619047619047,-0.3535714285714286,-0.2761904761904762,-0.2857142857142857,-0.22142857142857142,-0.15595238095238095,-0.08214285714285714,-0.06964285714285715,0.0,0.15,-0.15476190476190477,-0.08035714285714286,0.0,0.07738095238095238,0.16904761904761906,0.2857142857142857,-0.32142857142857145,-0.24166666666666667,-0.16428571428571428,-0.08928571428571429,-0.14285714285714285,-0.06964285714285715,-0.0,0.06845238095238096,0.14761904761904762,-0.0,0.07976190476190476,0.16904761904761906,0.22976190476190475,0.5178571428571429,0.15,0.2392857142857143,0.39285714285714285,-0.125,-0.017857142857142856,0.07142857142857142,0.15714285714285714,0.15,0.22321428571428573,0.30952380952380953,0.35119047619047616,0.32142857142857145,0.42023809523809524,0.5714285714285714,0.4785714285714286,0.6071428571428571,0.7857142857142857,0.21428571428571427,0.30714285714285716,0.3898809523809524,0.4785714285714286,0.4303571428571429,0.5107142857142857,0.625,0.6285714285714286,0.75,0.7857142857142857,1.0,0.5357142857142857,0.6017857142857143,0.6761904761904762,0.6785714285714286,0.7678571428571429,0.875,1.0,0.7857142857142857,0.8285714285714286,0.8928571428571429,0.875,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[4. 4. 3. 1. 1. 0. 0. 0.],-0.8928571428571429,-0.6071428571428571,-0.8214285714285714,-0.5166666666666667,-0.25595238095238093,-0.7619047619047619,-0.4392857142857143,-0.16904761904761906,-0.37142857142857144,-0.08214285714285714,0.15,0.25357142857142856,-0.8214285714285714,-0.5535714285714286,-0.30714285714285716,-0.7857142857142857,-0.5035714285714286,-0.2386904761904762,-0.007142857142857143,-0.17202380952380952,0.07976190476190476,0.4035714285714286,-0.5892857142857143,-0.32261904761904764,-0.07738095238095238,0.0,0.2392857142857143,0.19642857142857142,-0.7321428571428571,-0.5071428571428571,-0.2839285714285714,-0.075,-0.47023809523809523,-0.22678571428571428,-0.002380952380952381,0.07738095238095238,0.28809523809523807,-0.32857142857142857,-0.07738095238095238,0.14761904761904762,0.25,0.5178571428571429,-0.09642857142857143,0.15,0.5,-0.625,-0.39285714285714285,-0.14464285714285716,0.075,-0.08571428571428572,0.15476190476190477,0.35119047619047616,0.45714285714285713,0.08214285714285714,0.319047619047619,0.6607142857142857,0.32857142857142857,0.5357142857142857,0.75,-0.26785714285714285,0.0035714285714285713,0.23214285714285715,0.4142857142857143,0.32142857142857145,0.5107142857142857,0.7678571428571429,0.5095238095238095,0.6785714285714286,0.75,1.0,0.16071428571428573,0.3964285714285714,0.5642857142857143,0.6761904761904762,0.7857142857142857,0.8571428571428571,1.0,0.5678571428571428,0.7142857142857143,0.8035714285714286,0.9107142857142857,1.0,0.8642857142857143,0.9107142857142857,1.0,1.0,1.0,1.0,1.0
