,[2. 2. 2. 2. 2. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 2. 1. 1. 0.],[2. 2. 2. 2. 2. 2. 2. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 2. 1. 1. 1. 0.],[3. 2. 2. 2. 2. 2. 1. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 1.],[3. 3. 2. 2. 1. 1. 1. 1. 0.],[3. 3. 2. 2. 2. 1. 1. 0. 0.],[3. 3. 2. 2. 2. 2. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 1. 0.],[3. 3. 3. 2. 1. 1. 1. 0. 0.],[3. 3. 3. 2. 2. 1. 0. 0. 0.],[3. 3. 3. 3. 1. 1. 0. 0. 0.],[3. 3. 3. 3. 2. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 1.],[4. 2. 2. 2. 1. 1. 1. 1. 0.],[4. 2. 2. 2. 2. 1. 1. 0. 0.],[4. 2. 2. 2. 2. 2. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 1.],[4. 3. 2. 1. 1. 1. 1. 1. 0.],[4. 3. 2. 2. 1. 1. 1. 0. 0.],[4. 3. 2. 2. 2. 1. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 1. 0. 0.],[4. 3. 3. 2. 1. 1. 0. 0. 0.],[4. 3. 3. 2. 2. 0. 0. 0. 0.],[4. 3. 3. 3. 1. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 1. 0.],[4. 4. 2. 1. 1. 1. 1. 0. 0.],[4. 4. 2. 2. 1. 1. 0. 0. 0.],[4. 4. 2. 2. 2. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 1. 0. 0. 0.],[4. 4. 3. 2. 1. 0. 0. 0. 0.],[4. 4. 3. 3. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 1. 0. 0. 0. 0.],[4. 4. 4. 2. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 1.],[5. 2. 2. 1. 1. 1. 1. 1. 0.],[5. 2. 2. 2. 1. 1. 1. 0. 0.],[5. 2. 2. 2. 2. 1. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 1. 0.],[5. 3. 2. 1. 1. 1. 1. 0. 0.],[5. 3. 2. 2. 1. 1. 0. 0. 0.],[5. 3. 2. 2. 2. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 1. 0. 0. 0.],[5. 3. 3. 2. 1. 0. 0. 0. 0.],[5. 3. 3. 3. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 1. 0. 0.],[5. 4. 2. 1. 1. 1. 0. 0. 0.],[5. 4. 2. 2. 1. 0. 0. 0. 0.],[5. 4. 3. 1. 1. 0. 0. 0. 0.],[5. 4. 3. 2. 0. 0. 0. 0. 0.],[5. 4. 4. 1. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 1. 0. 0. 0.],[5. 5. 2. 1. 1. 0. 0. 0. 0.],[5. 5. 2. 2. 0. 0. 0. 0. 0.],[5. 5. 3. 1. 0. 0. 0. 0. 0.],[5. 5. 4. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 1.],[6. 2. 1. 1. 1. 1. 1. 1. 0.],[6. 2. 2. 1. 1. 1. 1. 0. 0.],[6. 2. 2. 2. 1. 1. 0. 0. 0.],[6. 2. 2. 2. 2. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 1. 0. 0.],[6. 3. 2. 1. 1. 1. 0. 0. 0.],[6. 3. 2. 2. 1. 0. 0. 0. 0.],[6. 3. 3. 1. 1. 0. 0. 0. 0.],[6. 3. 3. 2. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 1. 0. 0. 0.],[6. 4. 2. 1. 1. 0. 0. 0. 0.],[6. 4. 2. 2. 0. 0. 0. 0. 0.],[6. 4. 3. 1. 0. 0. 0. 0. 0.],[6. 4. 4. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 1. 0. 0. 0. 0.],[6. 5. 2. 1. 0. 0. 0. 0. 0.],[6. 5. 3. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 1. 0. 0. 0. 0. 0.],[6. 6. 2. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 1. 0.],[7. 2. 1. 1. 1. 1. 1. 0. 0.],[7. 2. 2. 1. 1. 1. 0. 0. 0.],[7. 2. 2. 2. 1. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 1. 0. 0. 0.],[7. 3. 2. 1. 1. 0. 0. 0. 0.],[7. 3. 2. 2. 0. 0. 0. 0. 0.],[7. 3. 3. 1. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 1. 0. 0. 0. 0.],[7. 4. 2. 1. 0. 0. 0. 0. 0.],[7. 4. 3. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 1. 0. 0. 0. 0. 0.],[7. 5. 2. 0. 0. 0. 0. 0. 0.],[7. 6. 1. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 1. 0. 0.],[8. 2. 1. 1. 1. 1. 0. 0. 0.],[8. 2. 2. 1. 1. 0. 0. 0. 0.],[8. 2. 2. 2. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 1. 0. 0. 0. 0.],[8. 3. 2. 1. 0. 0. 0. 0. 0.],[8. 3. 3. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 1. 0. 0. 0. 0. 0.],[8. 4. 2. 0. 0. 0. 0. 0. 0.],[8. 5. 1. 0. 0. 0. 0. 0. 0.],[8. 6. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 1. 0. 0. 0.],[9. 2. 1. 1. 1. 0. 0. 0. 0.],[9. 2. 2. 1. 0. 0. 0. 0. 0.],[9. 3. 1. 1. 0. 0. 0. 0. 0.],[9. 3. 2. 0. 0. 0. 0. 0. 0.],[9. 4. 1. 0. 0. 0. 0. 0. 0.],[9. 5. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  1.  0.  0.  0.  0.],[10.  2.  1.  1.  0.  0.  0.  0.  0.],[10.  2.  2.  0.  0.  0.  0.  0.  0.],[10.  3.  1.  0.  0.  0.  0.  0.  0.],[10.  4.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  1.  0.  0.  0.  0.  0.],[11.  2.  1.  0.  0.  0.  0.  0.  0.],[11.  3.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  1.  0.  0.  0.  0.  0.  0.],[12.  2.  0.  0.  0.  0.  0.  0.  0.],[13.  1.  0.  0.  0.  0.  0.  0.  0.],[14.  0.  0.  0.  0.  0.  0.  0.  0.]
[2. 2. 2. 2. 2. 1. 1. 1. 1.],0.0,-0.5555555555555556,-0.8333333333333334,0.4444444444444444,-0.1111111111111111,-0.5476190476190477,0.7222222222222222,0.2857142857142857,-0.19047619047619047,-0.6031746031746031,0.6031746031746031,0.19047619047619047,-0.2857142857142857,0.1111111111111111,-0.4444444444444444,1.0,0.7222222222222222,0.2857142857142857,-0.19047619047619047,1.0,0.8809523809523809,0.6031746031746031,0.19047619047619047,0.8253968253968254,0.5476190476190477,0.1111111111111111,0.5555555555555556,1.0,0.9603174603174603,0.8253968253968254,0.5476190476190477,0.9523809523809523,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8809523809523809,0.6031746031746031,1.0,0.9603174603174603,0.8253968253968254,0.5476190476190477,0.9523809523809523,0.8333333333333334,1.0,1.0,0.9920634920634921,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9603174603174603,0.8253968253968254,1.0,0.9920634920634921,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920634920634921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 2. 2. 1. 1. 0.],0.5555555555555556,0.0,-0.5555555555555556,0.5833333333333334,0.17857142857142858,-0.2976190476190476,0.6428571428571429,0.3055555555555556,-0.0873015873015873,-0.5476190476190477,0.40476190476190477,0.07539682539682539,-0.34523809523809523,-0.15476190476190477,-0.6666666666666666,1.0,0.7619047619047619,0.4444444444444444,-0.011904761904761904,1.0,0.8015873015873016,0.5396825396825397,0.1865079365079365,0.6190476190476191,0.3333333333333333,-0.09523809523809523,0.1111111111111111,1.0,0.9047619047619048,0.7380952380952381,0.47619047619047616,0.7976190476190477,0.5992063492063492,0.4444444444444444,0.9285714285714286,0.8611111111111112,1.0,1.0,0.8809523809523809,0.6746031746031746,1.0,0.9047619047619048,0.7380952380952381,0.47619047619047616,0.7976190476190477,0.5992063492063492,0.4444444444444444,1.0,0.9642857142857143,0.8888888888888888,0.9285714285714286,0.8611111111111112,1.0,1.0,0.9920634920634921,0.9801587301587301,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.8571428571428571,1.0,0.9642857142857143,0.8888888888888888,0.9285714285714286,0.8611111111111112,1.0,0.9920634920634921,0.9801587301587301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9880952380952381,1.0,0.9920634920634921,0.9801587301587301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 2. 2. 2. 0. 0.],0.8333333333333334,0.5555555555555556,0.0,0.7222222222222222,0.4166666666666667,-0.0,0.5833333333333334,0.3333333333333333,-0.0,-0.5555555555555556,0.3055555555555556,-0.0,-0.4166666666666667,-0.3333333333333333,-0.8333333333333334,1.0,0.8333333333333334,0.6111111111111112,0.2222222222222222,1.0,0.7222222222222222,0.5,0.19444444444444445,0.4444444444444444,0.16666666666666666,-0.3333333333333333,-0.2222222222222222,1.0,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.3611111111111111,-0.1111111111111111,0.7222222222222222,0.5833333333333334,1.0,1.0,0.9166666666666666,0.8055555555555556,1.0,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.3611111111111111,-0.1111111111111111,1.0,0.9166666666666666,0.8333333333333334,0.7222222222222222,0.5833333333333334,0.8611111111111112,1.0,0.9722222222222222,1.0,0.8611111111111112,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.9166666666666666,0.8333333333333334,0.7222222222222222,0.5833333333333334,1.0,0.9722222222222222,1.0,0.8611111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,0.8611111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 1. 1. 1. 1. 1.],-0.4444444444444444,-0.5833333333333334,-0.7222222222222222,0.0,-0.25595238095238093,-0.4444444444444444,0.40476190476190477,0.09126984126984126,-0.15873015873015872,-0.35714285714285715,0.4583333333333333,0.1746031746031746,-0.08134920634920635,0.2857142857142857,-0.0,0.6388888888888888,0.3253968253968254,0.07142857142857142,-0.12698412698412698,0.875,0.6507936507936508,0.39087301587301587,0.14285714285714285,0.7142857142857143,0.48412698412698413,0.2261904761904762,0.6527777777777778,0.9523809523809523,0.8333333333333334,0.6428571428571429,0.40476190476190477,0.9007936507936508,0.7619047619047619,1.0,1.0,1.0,1.0,0.8571428571428571,0.6428571428571429,0.4126984126984127,0.9642857142857143,0.8650793650793651,0.6984126984126984,0.48412698412698413,0.9206349206349206,0.8015873015873016,1.0,0.9920634920634921,0.9603174603174603,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9563492063492064,0.8492063492063492,0.6825396825396826,0.9940476190476191,0.9682539682539683,0.9007936507936508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920634920634921,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 2. 1. 1. 1. 0.],0.1111111111111111,-0.17857142857142858,-0.4166666666666667,0.25595238095238093,0.0,-0.2361111111111111,0.38095238095238093,0.1523809523809524,-0.07698412698412699,-0.30238095238095236,0.2857142857142857,0.075,-0.15555555555555556,-0.0,-0.2619047619047619,0.6785714285714286,0.44642857142857145,0.21984126984126984,0.001984126984126984,0.7777777777777778,0.5634920634920635,0.3626984126984127,0.14761904761904762,0.4936507936507937,0.30436507936507934,0.07936507936507936,0.2619047619047619,0.8809523809523809,0.7222222222222222,0.5563492063492064,0.35714285714285715,0.6888888888888889,0.5376984126984127,0.5833333333333334,0.8690476190476191,0.7916666666666666,1.0,0.8412698412698413,0.6753968253968254,0.49047619047619045,0.9047619047619048,0.7666666666666667,0.6182539682539683,0.4396825396825397,0.734920634920635,0.6011904761904762,0.6527777777777778,0.9603174603174603,0.8801587301587301,0.7817460317460317,0.8888888888888888,0.8214285714285714,1.0,0.9920634920634921,0.9682539682539683,0.9404761904761905,1.0,1.0,1.0,1.0,0.9333333333333333,0.8373015873015873,0.7111111111111111,0.9682539682539683,0.9007936507936508,0.8166666666666667,0.9087301587301587,0.8511904761904762,0.9920634920634921,0.9682539682539683,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9785714285714285,0.9392857142857143,0.9936507936507937,0.9738095238095238,0.9503968253968254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996031746031746,0.9900793650793651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 2. 2. 2. 1. 0. 0.],0.5476190476190477,0.2976190476190476,0.0,0.4444444444444444,0.2361111111111111,0.0,0.38492063492063494,0.2037037037037037,-0.0,-0.2619047619047619,0.1865079365079365,-0.0,-0.23214285714285715,-0.20634920634920634,-0.5158730158730159,0.7420634920634921,0.5555555555555556,0.37566137566137564,0.1626984126984127,0.6527777777777778,0.5072751322751323,0.3445767195767196,0.15476190476190477,0.32275132275132273,0.14947089947089948,-0.09126984126984126,-0.06547619047619048,0.7619047619047619,0.626984126984127,0.4894179894179894,0.3134920634920635,0.4642857142857143,0.3148148148148148,0.0873015873015873,0.6190476190476191,0.5238095238095238,1.0,0.8544973544973545,0.7261904761904762,0.5952380952380952,0.8015873015873016,0.6798941798941799,0.5568783068783069,0.4087301587301587,0.5238095238095238,0.3915343915343915,0.1865079365079365,0.8809523809523809,0.7857142857142857,0.7023809523809523,0.6653439153439153,0.58994708994709,0.8214285714285714,0.9523809523809523,0.906084656084656,0.8941798941798942,0.8478835978835979,1.0,1.0,1.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.9007936507936508,0.8194444444444444,0.7506613756613757,0.7116402116402116,0.656084656084656,0.9523809523809523,0.906084656084656,0.8941798941798942,0.8478835978835979,1.0,0.9880952380952381,0.9801587301587301,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,0.9484126984126984,0.9603174603174603,0.921957671957672,0.9140211640211641,0.8743386243386243,0.9880952380952381,0.9801587301587301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933862433862434,1.0,0.9900793650793651,0.9834656084656085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 1. 1. 1. 1. 1. 1.],-0.7222222222222222,-0.6428571428571429,-0.5833333333333334,-0.40476190476190477,-0.38095238095238093,-0.38492063492063494,0.0,-0.0873015873015873,-0.14285714285714285,-0.19047619047619047,0.3333333333333333,0.1746031746031746,0.07142857142857142,0.47619047619047616,0.30952380952380953,0.0873015873015873,-0.0,-0.06349206349206349,-0.12698412698412698,0.5555555555555556,0.3492063492063492,0.21428571428571427,0.12698412698412698,0.6190476190476191,0.4523809523809524,0.3253968253968254,0.7619047619047619,0.7619047619047619,0.5952380952380952,0.4444444444444444,0.34523809523809523,0.8412698412698413,0.7023809523809523,1.0,1.0,1.0,0.7222222222222222,0.5317460317460317,0.40476190476190477,0.31746031746031744,0.8650793650793651,0.7261904761904762,0.5873015873015873,0.48412698412698413,0.9047619047619048,0.8015873015873016,1.0,0.9523809523809523,0.8809523809523809,0.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9246031746031746,0.8095238095238095,0.6904761904761905,0.6031746031746031,0.9761904761904762,0.9285714285714286,0.8412698412698413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9880952380952381,0.9523809523809523,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 1. 1. 1. 1. 0.],-0.2857142857142857,-0.3055555555555556,-0.3333333333333333,-0.09126984126984126,-0.1523809523809524,-0.2037037037037037,0.0873015873015873,0.0,-0.07089947089947089,-0.13174603174603175,0.1626984126984127,0.07698412698412699,-0.0,0.16507936507936508,0.07936507936507936,0.23015873015873015,0.14047619047619048,0.06666666666666667,-0.0,0.4166666666666667,0.29894179894179895,0.20714285714285716,0.12936507936507938,0.37936507936507935,0.2896825396825397,0.20423280423280424,0.4166666666666667,0.5952380952380952,0.47619047619047616,0.3835978835978836,0.30158730158730157,0.5825396825396826,0.4933862433862434,0.7023809523809523,0.7936507936507936,0.7222222222222222,0.6944444444444444,0.5595238095238095,0.45714285714285713,0.3746031746031746,0.7261904761904762,0.6113756613756614,0.5203703703703704,0.4396825396825397,0.6984126984126984,0.6195767195767196,0.8015873015873016,0.8412698412698413,0.746031746031746,0.6666666666666666,0.8571428571428571,0.8015873015873016,1.0,0.9634920634920635,0.9206349206349206,0.8809523809523809,1.0,1.0,1.0,0.8809523809523809,0.7788359788359789,0.696031746031746,0.6222222222222222,0.9007936507936508,0.8261904761904761,0.7613756613756614,0.908994708994709,0.8677248677248677,0.9634920634920635,0.9206349206349206,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,0.9111111111111111,0.8587301587301587,0.9785714285714285,0.9492063492063492,0.9206349206349206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936507936507937,0.9777777777777777,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 2. 1. 1. 0. 0.],0.19047619047619047,0.0873015873015873,0.0,0.15873015873015872,0.07698412698412699,0.0,0.14285714285714285,0.07089947089947089,0.0,-0.07301587301587302,0.06746031746031746,-0.0,-0.07341269841269842,-0.07301587301587302,-0.16507936507936508,0.3412698412698413,0.2698412698412698,0.2015873015873016,0.1349206349206349,0.3333333333333333,0.26587301587301587,0.20105820105820105,0.1361111111111111,0.2037037037037037,0.14206349206349206,0.07301587301587302,0.08412698412698413,0.4444444444444444,0.3835978835978836,0.3238095238095238,0.2619047619047619,0.34206349206349207,0.28835978835978837,0.2724867724867725,0.5,0.4642857142857143,0.6944444444444444,0.5925925925925926,0.5186507936507937,0.45714285714285713,0.5873015873015873,0.5203703703703704,0.46455026455026455,0.4119047619047619,0.475,0.43465608465608463,0.4444444444444444,0.6825396825396826,0.6261904761904762,0.580952380952381,0.6148148148148148,0.5965608465608465,0.7817460317460317,0.8571428571428571,0.8193121693121693,0.8015873015873016,0.8478835978835979,1.0,1.0,0.8492063492063492,0.771957671957672,0.7166666666666667,0.6730158730158731,0.7777777777777778,0.7277777777777777,0.6925925925925925,0.716931216931217,0.7116402116402116,0.8571428571428571,0.8193121693121693,0.8015873015873016,0.8478835978835979,1.0,0.9603174603174603,0.9470899470899471,1.0,1.0,1.0,1.0,0.9365079365079365,0.8908730158730159,0.8611111111111112,0.9047619047619048,0.876984126984127,0.8677248677248677,0.9021164021164021,0.9603174603174603,0.9470899470899471,1.0,1.0,1.0,1.0,1.0,1.0,0.9793650793650793,0.9608465608465608,0.9563492063492064,0.9746031746031746,0.9656084656084656,1.0,1.0,1.0,1.0,1.0,1.0,0.996031746031746,0.9933862433862434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 2. 2. 2. 2. 0. 0. 0.],0.6031746031746031,0.5476190476190477,0.5555555555555556,0.35714285714285715,0.30238095238095236,0.2619047619047619,0.19047619047619047,0.13174603174603175,0.07301587301587302,0.0,-0.0,-0.06428571428571428,-0.15158730158730158,-0.2619047619047619,-0.4380952380952381,0.4444444444444444,0.3904761904761905,0.35079365079365077,0.3253968253968254,0.3055555555555556,0.24603174603174602,0.19603174603174603,0.14603174603174604,0.06666666666666667,0.005555555555555556,-0.09365079365079365,-0.20714285714285716,0.34523809523809523,0.30158730158730157,0.2619047619047619,0.21428571428571427,0.1349206349206349,0.07777777777777778,-0.1865079365079365,0.21428571428571427,0.14682539682539683,0.7222222222222222,0.6349206349206349,0.5928571428571429,0.5793650793650794,0.48412698412698413,0.4396825396825397,0.4119047619047619,0.4007936507936508,0.26904761904761904,0.23492063492063492,-0.0,0.5238095238095238,0.5,0.49047619047619045,0.3492063492063492,0.32936507936507936,0.4642857142857143,0.6904761904761905,0.6904761904761905,0.7341269841269841,0.5833333333333334,0.7619047619047619,1.0,0.8412698412698413,0.7841269841269841,0.7666666666666667,0.7936507936507936,0.6428571428571429,0.6222222222222222,0.6293650793650793,0.4777777777777778,0.5,0.6904761904761905,0.6904761904761905,0.7341269841269841,0.5833333333333334,0.7619047619047619,0.8333333333333334,0.8611111111111112,0.8412698412698413,0.9404761904761905,1.0,1.0,0.9206349206349206,0.8936507936507937,0.9047619047619048,0.7777777777777778,0.7833333333333333,0.8412698412698413,0.6904761904761905,0.8333333333333334,0.8611111111111112,0.8412698412698413,0.9404761904761905,1.0,1.0,1.0,1.0,0.9682539682539683,0.9650793650793651,1.0,0.8849206349206349,0.9126984126984127,0.9047619047619048,0.9404761904761905,1.0,1.0,1.0,1.0,0.9920634920634921,1.0,0.9603174603174603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
