,[2. 2. 2. 2. 2. 2. 1. 1.],[2. 2. 2. 2. 2. 2. 2. 0.],[3. 2. 2. 2. 2. 1. 1. 1.],[3. 2. 2. 2. 2. 2. 1. 0.],[3. 3. 2. 2. 1. 1. 1. 1.],[3. 3. 2. 2. 2. 1. 1. 0.],[3. 3. 2. 2. 2. 2. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 1.],[3. 3. 3. 2. 1. 1. 1. 0.],[3. 3. 3. 2. 2. 1. 0. 0.],[3. 3. 3. 3. 1. 1. 0. 0.],[3. 3. 3. 3. 2. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 1.],[4. 2. 2. 2. 2. 1. 1. 0.],[4. 2. 2. 2. 2. 2. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 1.],[4. 3. 2. 2. 1. 1. 1. 0.],[4. 3. 2. 2. 2. 1. 0. 0.],[4. 3. 3. 1. 1. 1. 1. 0.],[4. 3. 3. 2. 1. 1. 0. 0.],[4. 3. 3. 2. 2. 0. 0. 0.],[4. 3. 3. 3. 1. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 1.],[4. 4. 2. 1. 1. 1. 1. 0.],[4. 4. 2. 2. 1. 1. 0. 0.],[4. 4. 2. 2. 2. 0. 0. 0.],[4. 4. 3. 1. 1. 1. 0. 0.],[4. 4. 3. 2. 1. 0. 0. 0.],[4. 4. 3. 3. 0. 0. 0. 0.],[4. 4. 4. 1. 1. 0. 0. 0.],[4. 4. 4. 2. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 1.],[5. 2. 2. 2. 1. 1. 1. 0.],[5. 2. 2. 2. 2. 1. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 1.],[5. 3. 2. 1. 1. 1. 1. 0.],[5. 3. 2. 2. 1. 1. 0. 0.],[5. 3. 2. 2. 2. 0. 0. 0.],[5. 3. 3. 1. 1. 1. 0. 0.],[5. 3. 3. 2. 1. 0. 0. 0.],[5. 3. 3. 3. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 1. 0.],[5. 4. 2. 1. 1. 1. 0. 0.],[5. 4. 2. 2. 1. 0. 0. 0.],[5. 4. 3. 1. 1. 0. 0. 0.],[5. 4. 3. 2. 0. 0. 0. 0.],[5. 4. 4. 1. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 1. 0. 0.],[5. 5. 2. 1. 1. 0. 0. 0.],[5. 5. 2. 2. 0. 0. 0. 0.],[5. 5. 3. 1. 0. 0. 0. 0.],[5. 5. 4. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 1.],[6. 2. 2. 1. 1. 1. 1. 0.],[6. 2. 2. 2. 1. 1. 0. 0.],[6. 2. 2. 2. 2. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 1. 0.],[6. 3. 2. 1. 1. 1. 0. 0.],[6. 3. 2. 2. 1. 0. 0. 0.],[6. 3. 3. 1. 1. 0. 0. 0.],[6. 3. 3. 2. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 1. 0. 0.],[6. 4. 2. 1. 1. 0. 0. 0.],[6. 4. 2. 2. 0. 0. 0. 0.],[6. 4. 3. 1. 0. 0. 0. 0.],[6. 4. 4. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 1. 0. 0. 0.],[6. 5. 2. 1. 0. 0. 0. 0.],[6. 5. 3. 0. 0. 0. 0. 0.],[6. 6. 1. 1. 0. 0. 0. 0.],[6. 6. 2. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 1.],[7. 2. 1. 1. 1. 1. 1. 0.],[7. 2. 2. 1. 1. 1. 0. 0.],[7. 2. 2. 2. 1. 0. 0. 0.],[7. 3. 1. 1. 1. 1. 0. 0.],[7. 3. 2. 1. 1. 0. 0. 0.],[7. 3. 2. 2. 0. 0. 0. 0.],[7. 3. 3. 1. 0. 0. 0. 0.],[7. 4. 1. 1. 1. 0. 0. 0.],[7. 4. 2. 1. 0. 0. 0. 0.],[7. 4. 3. 0. 0. 0. 0. 0.],[7. 5. 1. 1. 0. 0. 0. 0.],[7. 5. 2. 0. 0. 0. 0. 0.],[7. 6. 1. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 1. 0.],[8. 2. 1. 1. 1. 1. 0. 0.],[8. 2. 2. 1. 1. 0. 0. 0.],[8. 2. 2. 2. 0. 0. 0. 0.],[8. 3. 1. 1. 1. 0. 0. 0.],[8. 3. 2. 1. 0. 0. 0. 0.],[8. 3. 3. 0. 0. 0. 0. 0.],[8. 4. 1. 1. 0. 0. 0. 0.],[8. 4. 2. 0. 0. 0. 0. 0.],[8. 5. 1. 0. 0. 0. 0. 0.],[8. 6. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 1. 0. 0.],[9. 2. 1. 1. 1. 0. 0. 0.],[9. 2. 2. 1. 0. 0. 0. 0.],[9. 3. 1. 1. 0. 0. 0. 0.],[9. 3. 2. 0. 0. 0. 0. 0.],[9. 4. 1. 0. 0. 0. 0. 0.],[9. 5. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  1.  0.  0.  0.],[10.  2.  1.  1.  0.  0.  0.  0.],[10.  2.  2.  0.  0.  0.  0.  0.],[10.  3.  1.  0.  0.  0.  0.  0.],[10.  4.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  1.  0.  0.  0.  0.],[11.  2.  1.  0.  0.  0.  0.  0.],[11.  3.  0.  0.  0.  0.  0.  0.],[12.  1.  1.  0.  0.  0.  0.  0.],[12.  2.  0.  0.  0.  0.  0.  0.],[13.  1.  0.  0.  0.  0.  0.  0.],[14.  0.  0.  0.  0.  0.  0.  0.]
[4. 4. 4. 1. 1. 0. 0. 0.],-0.9642857142857143,-0.75,-0.8928571428571429,-0.6071428571428571,-0.7857142857142857,-0.44642857142857145,-0.17857142857142858,-0.6428571428571429,-0.26785714285714285,0.0,0.17857142857142858,0.375,-0.8928571428571429,-0.6571428571428571,-0.4107142857142857,-0.8214285714285714,-0.525,-0.25357142857142856,-0.37142857142857144,-0.08214285714285714,0.15,0.32142857142857145,-0.8928571428571429,-0.6321428571428571,-0.35,-0.09642857142857143,-0.18571428571428572,0.08214285714285714,0.4785714285714286,0.0,0.26785714285714285,-0.8214285714285714,-0.6107142857142858,-0.4142857142857143,-0.7321428571428571,-0.5071428571428571,-0.2839285714285714,-0.075,-0.14464285714285716,0.075,0.4142857142857143,-0.625,-0.39107142857142857,-0.15714285714285714,-0.0,0.225,0.19642857142857142,-0.45714285714285713,-0.23214285714285715,-0.007142857142857143,0.15,0.42857142857142855,-0.7321428571428571,-0.5071428571428571,-0.2839285714285714,-0.075,-0.39285714285714285,-0.14464285714285716,0.075,0.23214285714285715,0.4142857142857143,-0.2642857142857143,-0.0,0.225,0.4035714285714286,0.6964285714285714,-0.09642857142857143,0.15,0.5357142857142857,0.32857142857142857,0.5357142857142857,-0.625,-0.39285714285714285,-0.14464285714285716,0.075,0.0035714285714285713,0.23214285714285715,0.4142857142857143,0.5642857142857143,0.17142857142857143,0.4035714285714286,0.75,0.32857142857142857,0.5357142857142857,0.75,1.0,-0.26785714285714285,0.0035714285714285713,0.23214285714285715,0.4142857142857143,0.3964285714285714,0.5642857142857143,0.8035714285714286,0.6,0.75,0.75,1.0,0.16071428571428573,0.3964285714285714,0.5642857142857143,0.7142857142857143,0.8035714285714286,0.9107142857142857,1.0,0.5678571428571428,0.7142857142857143,0.8035714285714286,0.9107142857142857,1.0,0.8642857142857143,0.9107142857142857,1.0,1.0,1.0,1.0,1.0
[4. 4. 4. 2. 0. 0. 0. 0.],-0.75,-0.375,-0.625,-0.32142857142857145,-0.5,-0.26785714285714285,0.03571428571428571,-0.375,-0.21428571428571427,0.017857142857142856,0.0,0.26785714285714285,-0.7142857142857143,-0.5,-0.21428571428571427,-0.6428571428571429,-0.42857142857142855,-0.18571428571428572,-0.35714285714285715,-0.15714285714285714,0.10714285714285714,0.07857142857142857,-0.7857142857142857,-0.5785714285714286,-0.37142857142857144,-0.10714285714285714,-0.3107142857142857,-0.08928571428571429,0.17857142857142858,-0.26785714285714285,0.0,-0.6428571428571429,-0.5,-0.3142857142857143,-0.5714285714285714,-0.4642857142857143,-0.29285714285714287,-0.075,-0.2714285714285714,-0.07142857142857142,0.15357142857142858,-0.6071428571428571,-0.44642857142857145,-0.25357142857142856,-0.225,-0.0,-0.17857142857142858,-0.5428571428571428,-0.375,-0.17857142857142858,-0.15357142857142858,-0.10714285714285714,-0.5714285714285714,-0.42857142857142855,-0.2357142857142857,-0.0,-0.39285714285714285,-0.21428571428571427,0.0035714285714285713,0.007142857142857143,0.24285714285714285,-0.37142857142857144,-0.16428571428571428,0.08928571428571429,0.08928571428571429,0.25,-0.3,-0.08928571428571429,0.16071428571428573,-0.0,0.26785714285714285,-0.5,-0.35714285714285715,-0.15714285714285714,0.07857142857142857,-0.1357142857142857,0.08214285714285714,0.33214285714285713,0.30714285714285716,-0.075,0.17857142857142858,0.44642857142857145,-0.0,0.26785714285714285,0.35714285714285715,0.7857142857142857,-0.2857142857142857,-0.07857142857142857,0.15714285714285714,0.42142857142857143,0.16071428571428573,0.3964285714285714,0.6071428571428571,0.26785714285714285,0.5714285714285714,0.35714285714285715,0.7857142857142857,-0.0,0.2357142857142857,0.4857142857142857,0.4607142857142857,0.6964285714285714,0.625,0.7857142857142857,0.3142857142857143,0.55,0.7857142857142857,0.7321428571428571,0.9464285714285714,0.6142857142857143,0.8214285714285714,0.9464285714285714,0.8571428571428571,1.0,1.0,1.0
[5. 2. 2. 1. 1. 1. 1. 1.],-1.0,-1.0,-1.0,-1.0,-0.7023809523809523,-0.7738095238095238,-0.8571428571428571,-0.2857142857142857,-0.4107142857142857,-0.5297619047619048,-0.15476190476190477,-0.23214285714285715,-0.6071428571428571,-0.6726190476190477,-0.7619047619047619,-0.09523809523809523,-0.25,-0.375,0.16071428571428573,0.011904761904761904,-0.08928571428571429,0.23214285714285715,0.5714285714285714,0.35119047619047616,0.17857142857142858,0.05357142857142857,0.5357142857142857,0.375,0.5,0.8214285714285714,0.6428571428571429,0.0,-0.19642857142857142,-0.3333333333333333,0.5357142857142857,0.2857142857142857,0.08928571428571429,-0.05357142857142857,0.5,0.31547619047619047,0.5,0.8333333333333334,0.6607142857142857,0.47619047619047616,0.8214285714285714,0.6428571428571429,1.0,0.9642857142857143,0.8928571428571429,0.7619047619047619,1.0,1.0,0.6607142857142857,0.38095238095238093,0.16071428571428573,-0.0,0.7678571428571429,0.5714285714285714,0.36904761904761907,0.7619047619047619,0.5535714285714286,0.9464285714285714,0.8571428571428571,0.7023809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8988095238095238,0.7321428571428571,0.5357142857142857,0.9464285714285714,0.8571428571428571,0.7023809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9821428571428571,0.9285714285714286,0.8214285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 1. 1. 1. 0.],-1.0,-1.0,-0.75,-0.8392857142857143,-0.4785714285714286,-0.6053571428571428,-0.7428571428571429,-0.23214285714285715,-0.37589285714285714,-0.5125,-0.3,-0.42857142857142855,-0.26785714285714285,-0.425,-0.5714285714285714,0.0,-0.15714285714285714,-0.3053571428571429,0.07142857142857142,-0.075,-0.20357142857142857,0.0,0.4642857142857143,0.3142857142857143,0.16428571428571428,0.02857142857142857,0.35892857142857143,0.23035714285714284,0.2857142857142857,0.6107142857142858,0.5,0.19642857142857142,0.0,-0.175,0.4107142857142857,0.24464285714285713,0.08214285714285714,-0.07142857142857142,0.29642857142857143,0.15357142857142858,0.21428571428571427,0.6785714285714286,0.5401785714285714,0.40267857142857144,0.5821428571428572,0.4642857142857143,0.8214285714285714,0.8571428571428571,0.7589285714285714,0.6571428571428571,0.8214285714285714,1.0,0.625,0.425,0.24642857142857144,0.07857142857142857,0.5982142857142857,0.45089285714285715,0.3026785714285714,0.49642857142857144,0.35714285714285715,0.8178571428571428,0.7089285714285715,0.5928571428571429,0.7678571428571429,1.0,0.9491071428571428,0.8982142857142857,1.0,1.0,1.0,1.0,0.8392857142857143,0.6910714285714286,0.5473214285714286,0.8178571428571428,0.7089285714285715,0.5928571428571429,0.7678571428571429,0.9491071428571428,0.8982142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.9464285714285714,0.8696428571428572,0.7857142857142857,0.9491071428571428,0.8982142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.9892857142857143,0.9678571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 2. 1. 0. 0.],-0.6428571428571429,-0.875,-0.42142857142857143,-0.6130952380952381,-0.3,-0.45714285714285713,-0.6619047619047619,-0.21428571428571427,-0.34285714285714286,-0.5107142857142857,-0.4,-0.5928571428571429,0.0,-0.17023809523809524,-0.38095238095238093,0.07142857142857142,-0.075,-0.2392857142857143,-0.007142857142857143,-0.14285714285714285,-0.3107142857142857,-0.22142857142857142,0.42857142857142855,0.28809523809523807,0.1595238095238095,0.017857142857142856,0.20357142857142857,0.07857142857142857,0.0,0.4142857142857143,0.3142857142857143,0.3333333333333333,0.175,0.0,0.35714285714285715,0.21904761904761905,0.07976190476190476,-0.08928571428571429,0.1357142857142857,-0.005952380952380952,-0.10714285714285714,0.5476190476190477,0.44285714285714284,0.3345238095238095,0.3607142857142857,0.24523809523809523,0.5904761904761905,0.7,0.6261904761904762,0.5666666666666667,0.5595238095238095,0.8214285714285714,0.625,0.4714285714285714,0.3345238095238095,0.17857142857142858,0.4642857142857143,0.35595238095238096,0.23333333333333334,0.2761904761904762,0.13214285714285715,0.65,0.5738095238095238,0.48928571428571427,0.5095238095238095,0.7619047619047619,0.8071428571428572,0.7714285714285715,0.7619047619047619,0.9166666666666666,0.9404761904761905,1.0,0.7976190476190477,0.6821428571428572,0.5857142857142857,0.65,0.5738095238095238,0.48928571428571427,0.5095238095238095,0.8107142857142857,0.7761904761904762,0.7619047619047619,0.9321428571428572,0.9523809523809523,1.0,1.0,1.0,0.9071428571428571,0.8428571428571429,0.8035714285714286,0.8107142857142857,0.7761904761904762,0.7619047619047619,0.9321428571428572,0.9523809523809523,1.0,1.0,1.0,0.9678571428571429,0.95,0.9321428571428572,0.9523809523809523,1.0,1.0,1.0,0.9940476190476191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 1. 1. 1. 1. 1. 1.],-1.0,-1.0,-1.0,-1.0,-0.8928571428571429,-0.7857142857142857,-0.6428571428571429,-0.625,-0.4642857142857143,-0.375,0.03571428571428571,0.03571428571428571,-0.8392857142857143,-0.7142857142857143,-0.5535714285714286,-0.5357142857142857,-0.4107142857142857,-0.35714285714285715,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.39285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.375,0.6428571428571429,0.7321428571428571,0.5714285714285714,-0.5357142857142857,-0.4107142857142857,-0.35714285714285715,0.0,-0.0,-0.0,-0.0,0.48214285714285715,0.39285714285714285,0.7142857142857143,0.5357142857142857,0.4107142857142857,0.35714285714285715,0.7857142857142857,0.6428571428571429,1.0,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.5357142857142857,0.4107142857142857,0.35714285714285715,0.7857142857142857,0.6428571428571429,0.8392857142857143,0.7142857142857143,0.5535714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 1. 1. 1. 1. 0.],-1.0,-1.0,-0.8714285714285714,-0.7976190476190477,-0.680952380952381,-0.6154761904761905,-0.5619047619047619,-0.44642857142857145,-0.4125,-0.3761904761904762,-0.1619047619047619,-0.1357142857142857,-0.5821428571428572,-0.5119047619047619,-0.4642857142857143,-0.34523809523809523,-0.3113095238095238,-0.2833333333333333,-0.08095238095238096,-0.07261904761904762,-0.06428571428571428,0.16428571428571428,0.0,0.0,0.0,0.0,0.23452380952380952,0.22083333333333333,0.42857142857142855,0.5071428571428571,0.4642857142857143,-0.2857142857142857,-0.24464285714285713,-0.21904761904761905,0.0,0.0,-0.0,-0.0,0.25,0.23154761904761906,0.4642857142857143,0.34523809523809523,0.3113095238095238,0.2833333333333333,0.5386904761904762,0.4928571428571429,0.7857142857142857,0.680952380952381,0.6154761904761905,0.5619047619047619,0.8261904761904761,1.0,0.08928571428571429,0.08095238095238096,0.075,0.07142857142857142,0.34523809523809523,0.3113095238095238,0.2833333333333333,0.5285714285714286,0.48333333333333334,0.6178571428571429,0.5636904761904762,0.5119047619047619,0.7732142857142857,1.0,0.8821428571428571,0.8261904761904761,1.0,1.0,1.0,0.625,0.5119047619047619,0.45714285714285713,0.41785714285714287,0.6976190476190476,0.6404761904761904,0.5904761904761905,0.8261904761904761,0.8821428571428571,0.8261904761904761,1.0,1.0,1.0,1.0,1.0,0.8928571428571429,0.794047619047619,0.7321428571428571,0.6785714285714286,0.9142857142857143,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.9821428571428571,0.9464285714285714,0.9071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 2. 1. 1. 0. 0.],-0.7857142857142857,-0.75,-0.6,-0.5892857142857143,-0.4714285714285714,-0.46904761904761905,-0.4714285714285714,-0.375,-0.3732142857142857,-0.38095238095238093,-0.30238095238095236,-0.30714285714285716,-0.3107142857142857,-0.30714285714285716,-0.30357142857142855,-0.2261904761904762,-0.22142857142857142,-0.22142857142857142,-0.14523809523809525,-0.14543650793650795,-0.14583333333333334,-0.075,0.0,0.0,0.0,0.0,0.07202380952380952,0.0744047619047619,0.15714285714285714,0.2839285714285714,0.29285714285714287,-0.08928571428571429,-0.08214285714285714,-0.07976190476190476,0.0,0.0,0.0,-0.0,0.07380952380952381,0.0761904761904762,0.15714285714285714,0.2261904761904762,0.22142857142857142,0.22142857142857142,0.2982142857142857,0.30833333333333335,0.5261904761904762,0.4714285714285714,0.46904761904761905,0.4714285714285714,0.5642857142857143,0.8214285714285714,0.14285714285714285,0.1523809523809524,0.15119047619047618,0.15,0.2261904761904762,0.22142857142857142,0.22142857142857142,0.2904761904761905,0.2976190476190476,0.425,0.425,0.425,0.5107142857142857,0.7619047619047619,0.6696428571428571,0.6773809523809524,0.8095238095238095,0.8547619047619047,0.8809523809523809,0.5,0.47619047619047616,0.45357142857142857,0.44285714285714284,0.5107142857142857,0.5077380952380952,0.5107142857142857,0.5857142857142857,0.6821428571428572,0.6904761904761905,0.8095238095238095,0.8833333333333333,0.9047619047619048,1.0,1.0,0.7857142857142857,0.7214285714285714,0.6964285714285714,0.6857142857142857,0.7446428571428572,0.7511904761904762,0.8571428571428571,0.8833333333333333,0.9047619047619048,1.0,1.0,0.9285714285714286,0.8821428571428571,0.8690476190476191,0.9119047619047619,0.9285714285714286,1.0,1.0,0.9857142857142858,0.969047619047619,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 2. 2. 0. 0. 0.],-0.25,-0.25,-0.26785714285714285,-0.29464285714285715,-0.3,-0.32142857142857145,-0.37142857142857144,-0.32142857142857145,-0.3455357142857143,-0.39107142857142857,-0.40714285714285714,-0.4928571428571429,-0.07857142857142857,-0.07857142857142857,-0.07142857142857142,-0.14285714285714285,-0.1455357142857143,-0.15714285714285714,-0.18571428571428572,-0.20892857142857144,-0.24642857142857144,-0.29017857142857145,0.0,0.0,0.0,0.0,-0.05892857142857143,-0.07142857142857142,-0.15714285714285714,0.075,0.075,0.05357142857142857,0.07142857142857142,0.08928571428571429,0.0,0.0,0.0,0.0,-0.06428571428571428,-0.07857142857142857,-0.18571428571428572,0.14285714285714285,0.1455357142857143,0.15714285714285714,0.07857142857142857,0.07678571428571429,0.2357142857142857,0.3,0.32142857142857145,0.37142857142857144,0.26071428571428573,0.4642857142857143,0.16071428571428573,0.20357142857142857,0.22857142857142856,0.26785714285714285,0.14285714285714285,0.1455357142857143,0.15714285714285714,0.075,0.06785714285714285,0.2785714285714286,0.29017857142857145,0.31785714285714284,0.22857142857142856,0.39285714285714285,0.45,0.49642857142857144,0.45535714285714285,0.6071428571428571,0.7142857142857143,0.375,0.42857142857142855,0.4517857142857143,0.4928571428571429,0.35714285714285715,0.37589285714285714,0.425,0.3107142857142857,0.4857142857142857,0.5267857142857143,0.48214285714285715,0.6678571428571428,0.7767857142857143,0.8214285714285714,1.0,0.6428571428571429,0.65,0.6767857142857143,0.75,0.5607142857142857,0.6089285714285714,0.5714285714285714,0.6821428571428572,0.7767857142857143,0.8571428571428571,1.0,0.8214285714285714,0.8214285714285714,0.8642857142857143,0.7428571428571429,0.8392857142857143,0.8571428571428571,1.0,0.9285714285714286,0.9392857142857143,1.0,0.8928571428571429,1.0,0.9821428571428571,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 1. 1. 1. 0. 0.],-0.8928571428571429,-0.625,-0.7892857142857143,-0.5535714285714286,-0.7214285714285714,-0.49107142857142855,-0.30714285714285716,-0.6964285714285714,-0.44285714285714284,-0.24642857142857144,-0.1761904761904762,-0.0035714285714285713,-0.6142857142857143,-0.4107142857142857,-0.2619047619047619,-0.5714285714285714,-0.368452380952381,-0.20714285714285716,-0.3345238095238095,-0.15119047619047618,-0.005357142857142857,0.09285714285714286,-0.4642857142857143,-0.28809523809523807,-0.13214285714285715,-0.007142857142857143,-0.07738095238095238,0.06964285714285715,0.3119047619047619,0.14464285714285716,0.2714285714285714,-0.5,-0.29642857142857143,-0.1357142857142857,-0.48214285714285715,-0.25,-0.07380952380952381,0.06428571428571428,0.0,0.15357142857142858,0.41785714285714287,-0.17261904761904762,-0.0,0.13392857142857142,0.24047619047619048,0.3547619047619048,0.46190476190476193,0.16904761904761906,0.30892857142857144,0.4119047619047619,0.5904761904761905,0.8214285714285714,-0.3392857142857143,-0.15,0.005357142857142857,0.12857142857142856,-0.10119047619047619,0.07738095238095238,0.20892857142857144,0.32261904761904764,0.425,0.14404761904761904,0.2785714285714286,0.3880952380952381,0.5285714285714286,0.7619047619047619,0.49107142857142855,0.5738095238095238,0.8571428571428571,0.7785714285714286,0.8214285714285714,-0.125,0.08928571428571429,0.23214285714285715,0.3375,0.3345238095238095,0.44285714285714284,0.5285714285714286,0.6821428571428572,0.5196428571428572,0.5988095238095238,0.8571428571428571,0.8238095238095238,0.8571428571428571,1.0,1.0,0.35714285714285715,0.475,0.5464285714285714,0.6214285714285714,0.6910714285714286,0.7321428571428571,0.9285714285714286,0.8238095238095238,0.8571428571428571,1.0,1.0,0.7321428571428571,0.7482142857142857,0.7821428571428571,0.9142857142857143,0.9285714285714286,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 2. 1. 0. 0. 0.],-0.5,-0.25,-0.48214285714285715,-0.29464285714285715,-0.5047619047619047,-0.3476190476190476,-0.1880952380952381,-0.5357142857142857,-0.40267857142857144,-0.2571428571428571,-0.32857142857142857,-0.17857142857142858,-0.35714285714285715,-0.2119047619047619,-0.06547619047619048,-0.42857142857142855,-0.2875,-0.14464285714285716,-0.35595238095238096,-0.22142857142857142,-0.07738095238095238,-0.15714285714285714,-0.42857142857142855,-0.2726190476190476,-0.1357142857142857,0.0,-0.20892857142857144,-0.07291666666666667,0.007142857142857143,-0.075,0.07142857142857142,-0.31547619047619047,-0.15357142857142858,0.005952380952380952,-0.39285714285714285,-0.23154761904761906,-0.0761904761904762,0.07857142857142857,-0.15357142857142858,0.0,0.08928571428571429,-0.22321428571428573,-0.07321428571428572,0.07291666666666667,-0.0,0.15833333333333333,0.15,-0.0,0.1595238095238095,0.319047619047619,0.2654761904761905,0.4642857142857143,-0.25,-0.08571428571428572,0.075,0.225,-0.16071428571428573,-0.0026785714285714286,0.15148809523809523,0.07738095238095238,0.2392857142857143,-0.0035714285714285713,0.14107142857142857,0.28809523809523807,0.22976190476190475,0.39285714285714285,0.2357142857142857,0.3970238095238095,0.5535714285714286,0.4785714285714286,0.6428571428571429,-0.125,0.0625,0.22857142857142856,0.37589285714285714,0.15357142857142858,0.30773809523809526,0.45714285714285713,0.40476190476190477,0.29017857142857145,0.4357142857142857,0.5714285714285714,0.5535714285714286,0.7053571428571429,0.7857142857142857,1.0,0.21428571428571427,0.3821428571428571,0.5196428571428572,0.6392857142857142,0.4616071428571429,0.6011904761904762,0.7321428571428571,0.5785714285714286,0.7142857142857143,0.8303571428571429,1.0,0.5357142857142857,0.65625,0.7535714285714286,0.7285714285714285,0.8392857142857143,0.8303571428571429,1.0,0.7857142857142857,0.8535714285714285,0.9107142857142857,0.9196428571428571,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 3. 0. 0. 0. 0.],0.0,0.5,-0.375,0.125,-0.6428571428571429,-0.21428571428571427,0.21428571428571427,-0.8214285714285714,-0.5071428571428571,-0.10714285714285714,-0.42857142857142855,0.0,-0.375,-0.08928571428571429,0.19642857142857142,-0.6428571428571429,-0.35714285714285715,-0.05,-0.5928571428571429,-0.3107142857142857,0.017857142857142856,-0.26785714285714285,-0.6428571428571429,-0.5,-0.2714285714285714,0.007142857142857143,-0.48214285714285715,-0.225,-0.17857142857142858,-0.4142857142857143,-0.15357142857142858,-0.5,-0.21428571428571427,0.10714285714285714,-0.7142857142857143,-0.4642857142857143,-0.15714285714285714,0.18571428571428572,-0.41785714285714287,-0.08928571428571429,0.0,-0.5714285714285714,-0.35,-0.07142857142857142,-0.3142857142857143,-0.0,-0.24285714285714285,-0.42857142857142855,-0.15,0.17857142857142858,-0.08928571428571429,-0.017857142857142856,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.5,-0.2357142857142857,0.07857142857142857,-0.17857142857142858,0.17857142857142858,-0.40714285714285714,-0.14642857142857144,0.15357142857142858,-0.08928571428571429,-0.03571428571428571,-0.225,0.08928571428571429,0.21428571428571427,-0.0,0.35714285714285715,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.2357142857142857,0.07857142857142857,0.42142857142857143,0.17857142857142858,-0.14642857142857144,0.15357142857142858,0.26785714285714285,0.08928571428571429,0.44642857142857145,0.35714285714285715,0.7857142857142857,-0.2857142857142857,-0.0,0.3142857142857143,0.6142857142857143,0.07857142857142857,0.42142857142857143,0.6071428571428571,0.15357142857142858,0.48214285714285715,0.44642857142857145,0.7857142857142857,-0.0,0.3142857142857143,0.6142857142857143,0.42142857142857143,0.75,0.48214285714285715,0.8392857142857143,0.3142857142857143,0.6142857142857143,0.8571428571428571,0.75,0.8392857142857143,0.6142857142857143,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0
