,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768
1/2^1,0.00010085105895996094,0.0001380443572998047,0.00023221969604492188,0.0004309415817260742,0.0008351802825927734,0.0016286373138427734,0.0032410621643066406,0.006634235382080078,0.013074278831481934,0.026172995567321777,0.05477762222290039,0.11873984336853027,0.26160717010498047,0.6219152212142944,1.4111098051071167
1/2^2,0.00010502338409423828,0.00013256072998046875,0.00023472309112548828,0.0004405975341796875,0.0009446144104003906,0.0017157793045043945,0.0034253597259521484,0.006735682487487793,0.01330578327178955,0.026463985443115234,0.057311296463012695,0.12504374980926514,0.38511979579925537,1.124052882194519,2.919880509376526
1/2^3,0.00010013580322265625,0.00013697147369384766,0.00022852420806884766,0.00043320655822753906,0.0008417367935180664,0.0016531944274902344,0.0033464431762695312,0.006605625152587891,0.01290285587310791,0.02566206455230713,0.051438212394714355,0.10649228096008301,0.23862946033477783,0.7517125606536865,2.1899313926696777
1/2^4,0.00011515617370605469,0.00012958049774169922,0.00022864341735839844,0.0004334449768066406,0.0008691549301147461,0.0017316341400146484,0.003288865089416504,0.006570935249328613,0.013316631317138672,0.025992274284362793,0.05241882801055908,0.10501956939697266,0.21690154075622559,0.4990915060043335,1.5289491415023804
1/2^5,0.00010943412780761719,0.0001308917999267578,0.00023043155670166016,0.0004391670227050781,0.0008370876312255859,0.0017001628875732422,0.0034220218658447266,0.006718635559082031,0.013119101524353027,0.026166200637817383,0.052532315254211426,0.11073338985443115,0.22197580337524414,0.42395031452178955,0.9951545000076294
1/2^6,0.00014281272888183594,0.00013327598571777344,0.00023508071899414062,0.00044345855712890625,0.000886082649230957,0.0017627477645874023,0.0033037662506103516,0.0067168474197387695,0.013455510139465332,0.026476144790649414,0.05299019813537598,0.10562324523925781,0.21354520320892334,0.444291353225708,0.8476564884185791
1/2^7,0.00011098384857177734,0.00012993812561035156,0.00026977062225341797,0.00042951107025146484,0.0008268356323242188,0.0016925334930419922,0.0033969879150390625,0.0065004825592041016,0.013296723365783691,0.026059269905090332,0.0522456169128418,0.10475778579711914,0.21093690395355225,0.42382514476776123,0.8452105522155762
1/2^8,0.00012004375457763672,0.00012826919555664062,0.00022733211517333984,0.0004382133483886719,0.0008311271667480469,0.0016350746154785156,0.003283858299255371,0.00659787654876709,0.01325845718383789,0.026717662811279297,0.052452802658081055,0.10881471633911133,0.21387267112731934,0.4222087860107422,0.8394349813461304
1/2^9,0.00010406970977783203,0.00014066696166992188,0.0002353191375732422,0.0004608631134033203,0.0008370876312255859,0.0016483068466186523,0.003264784812927246,0.006566047668457031,0.013188838958740234,0.026436805725097656,0.05553925037384033,0.10927140712738037,0.21512818336486816,0.4243580102920532,0.8965407609939575
1/2^10,0.0001068115234375,0.0001291036605834961,0.00023174285888671875,0.00043213367462158203,0.0008641481399536133,0.0016465187072753906,0.0033260583877563477,0.006647467613220215,0.013714313507080078,0.02630329132080078,0.053157806396484375,0.11056184768676758,0.211614727973938,0.429043173789978,0.8469312191009521
