,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,0.11538461538461539,0.5064102564102564,0.15384615384615385,0.5512820512820513,1.0,1.0,0.0,0.0,0.0,0.11538461538461539,0.5064102564102564,0.0,0.15384615384615385,0.5512820512820513,1.0,0.5961538461538461,1.0,1.0,0.19230769230769232,0.5961538461538461,1.0,1.0,1.0,1.0,0.0,0.0,0.15384615384615385,0.5512820512820513,1.0,0.19230769230769232,0.5961538461538461,1.0,1.0,1.0,0.6410256410256411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19230769230769232,0.5961538461538461,1.0,0.6410256410256411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,0.6410256410256411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6858974358974359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02097902097902098,0.0696969696969697,0.19230769230769232,0.0,0.03496503496503497,0.11888111888111888,0.2738927738927739,0.16783216783216784,0.35384615384615387,0.6410256410256411,0.7062937062937062,0.0,0.0,0.03496503496503497,0.11888111888111888,0.2738927738927739,0.05244755244755245,0.16783216783216784,0.35384615384615387,0.6410256410256411,0.43216783216783217,0.7062937062937062,1.0,0.22144522144522144,0.43216783216783217,0.7062937062937062,0.765034965034965,1.0,1.0,0.0,0.05244755244755245,0.16783216783216784,0.35384615384615387,0.6410256410256411,0.22144522144522144,0.43216783216783217,0.7062937062937062,0.765034965034965,1.0,0.5088578088578088,0.765034965034965,1.0,1.0,1.0,0.8172494172494172,1.0,1.0,0.07342657342657342,0.22144522144522144,0.43216783216783217,0.7062937062937062,0.5088578088578088,0.765034965034965,1.0,1.0,0.8172494172494172,1.0,1.0,1.0,1.0,1.0,0.27972027972027974,0.5088578088578088,0.765034965034965,1.0,0.8172494172494172,1.0,1.0,1.0,1.0,1.0,1.0,0.583916083916084,0.8172494172494172,1.0,1.0,1.0,1.0,1.0,0.862937062937063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.011655011655011656,0.027389277389277388,0.045454545454545456,0.06993006993006994,0.020396270396270396,0.05536130536130536,0.09603729603729604,0.14335664335664336,0.15291375291375292,0.22657342657342658,0.3146853146853147,0.43216783216783217,0.0,0.020396270396270396,0.05536130536130536,0.09664918414918415,0.14335664335664336,0.08741258741258741,0.15291375291375292,0.22657342657342658,0.3146853146853147,0.31754079254079254,0.43216783216783217,0.7062937062937062,0.2191142191142191,0.31754079254079254,0.43216783216783217,0.5431235431235432,0.7062937062937062,0.7944055944055944,0.03263403263403263,0.08741258741258741,0.15291375291375292,0.22657342657342658,0.3146853146853147,0.2191142191142191,0.31754079254079254,0.43216783216783217,0.5431235431235432,0.7062937062937062,0.4142191142191142,0.5431235431235432,0.7062937062937062,0.7944055944055944,1.0,0.6459207459207459,0.7944055944055944,1.0,0.1284965034965035,0.2191142191142191,0.31754079254079254,0.43216783216783217,0.4142191142191142,0.5431235431235432,0.7062937062937062,0.7944055944055944,0.6459207459207459,0.7944055944055944,1.0,0.862937062937063,1.0,1.0,0.29603729603729606,0.4142191142191142,0.5431235431235432,0.7062937062937062,0.6459207459207459,0.7944055944055944,1.0,0.862937062937063,1.0,1.0,1.0,0.5145687645687645,0.6459207459207459,0.7944055944055944,0.862937062937063,1.0,1.0,1.0,0.7389277389277389,0.862937062937063,1.0,1.0,1.0,0.9143356643356644,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.011655011655011656,0.018315018315018316,0.022177822177822177,0.023310023310023312,0.02097902097902098,0.04467754467754468,0.05788655788655789,0.06463536463536464,0.0644910644910645,0.12364302364302364,0.13084693084693086,0.11888111888111888,0.2233100233100233,0.02097902097902098,0.04467754467754468,0.05982905982905983,0.06696636696636697,0.0644910644910645,0.10622710622710622,0.12426462426462427,0.13084693084693086,0.11888111888111888,0.2191142191142191,0.2233100233100233,0.35384615384615387,0.2002997002997003,0.2191142191142191,0.2233100233100233,0.3473193473193473,0.35384615384615387,0.5104895104895105,0.07536907536907538,0.10622710622710622,0.12465312465312466,0.13084693084693086,0.11888111888111888,0.2002997002997003,0.2191142191142191,0.2233100233100233,0.3473193473193473,0.35384615384615387,0.3271173271173271,0.3473193473193473,0.35384615384615387,0.5104895104895105,0.7062937062937062,0.4825174825174825,0.5104895104895105,0.7062937062937062,0.16783216783216784,0.2002997002997003,0.2191142191142191,0.2233100233100233,0.3271173271173271,0.3473193473193473,0.35384615384615387,0.5104895104895105,0.4825174825174825,0.5104895104895105,0.7062937062937062,0.6573426573426573,0.7062937062937062,0.8368298368298368,0.29603729603729606,0.3271173271173271,0.3473193473193473,0.35384615384615387,0.4825174825174825,0.5104895104895105,0.7062937062937062,0.6573426573426573,0.7062937062937062,0.8368298368298368,1.0,0.45143745143745145,0.4825174825174825,0.5104895104895105,0.6573426573426573,0.7062937062937062,0.8368298368298368,1.0,0.62004662004662,0.6573426573426573,0.7062937062937062,0.8368298368298368,1.0,0.7832167832167832,0.8368298368298368,1.0,0.9184149184149184,1.0,1.0,1.0
[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.02097902097902098,0.01554001554001554,0.013486513486513486,0.01098901098901099,0.008047508047508048,0.004662004662004662,0.048174048174048176,0.040501165501165504,0.031773781773781776,0.02165889665889666,0.08041958041958042,0.060023310023310024,0.031857031857031856,0.08624708624708624,0.06118881118881119,0.058372183372183375,0.04945054945054945,0.03663003663003663,0.02165889665889666,0.10411810411810411,0.0843045843045843,0.060023310023310024,0.031857031857031856,0.1284965034965035,0.08624708624708624,0.11888111888111888,0.16433566433566432,0.1284965034965035,0.08624708624708624,0.1794871794871795,0.11888111888111888,0.24125874125874125,0.11888111888111888,0.10703185703185703,0.08624708624708624,0.060023310023310024,0.031857031857031856,0.16433566433566432,0.1284965034965035,0.08624708624708624,0.1794871794871795,0.11888111888111888,0.2338772338772339,0.1794871794871795,0.11888111888111888,0.24125874125874125,0.3146853146853147,0.31546231546231546,0.24125874125874125,0.3146853146853147,0.19230769230769232,0.16482128982128982,0.1284965034965035,0.08624708624708624,0.2338772338772339,0.1794871794871795,0.11888111888111888,0.24125874125874125,0.31546231546231546,0.24125874125874125,0.3146853146853147,0.41025641025641024,0.3146853146853147,0.5186480186480187,0.27972027972027974,0.2338772338772339,0.1794871794871795,0.11888111888111888,0.31546231546231546,0.24125874125874125,0.3146853146853147,0.41025641025641024,0.3146853146853147,0.5186480186480187,0.6410256410256411,0.3793706293706294,0.31546231546231546,0.24125874125874125,0.41025641025641024,0.3146853146853147,0.5186480186480187,0.6410256410256411,0.48951048951048953,0.41025641025641024,0.3146853146853147,0.5186480186480187,0.6410256410256411,0.6083916083916084,0.5186480186480187,0.6410256410256411,0.7342657342657343,0.6410256410256411,0.8653846153846154,1.0
[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.045454545454545456,-0.015151515151515152,-0.005827505827505828,-0.0014152514152514153,0.0005827505827505828,0.0005827505827505828,-0.007575757575757576,0.0011655011655011655,0.004662004662004662,0.004079254079254079,0.02097902097902098,0.016317016317016316,0.004662004662004662,0.018648018648018648,0.06643356643356643,0.04487179487179487,0.024891774891774892,0.011655011655011656,0.004079254079254079,0.06235431235431235,0.03496503496503497,0.016317016317016316,0.004662004662004662,0.04895104895104895,0.018648018648018648,0.02097902097902098,0.10023310023310024,0.04895104895104895,0.018648018648018648,0.055944055944055944,0.02097902097902098,0.06293706293706294,0.13752913752913754,0.08033633033633034,0.04020979020979021,0.016317016317016316,0.004662004662004662,0.10023310023310024,0.04895104895104895,0.018648018648018648,0.055944055944055944,0.02097902097902098,0.12237762237762238,0.055944055944055944,0.02097902097902098,0.06293706293706294,0.06993006993006994,0.13986013986013987,0.06293706293706294,0.06993006993006994,0.18822843822843824,0.10372960372960373,0.04895104895104895,0.018648018648018648,0.12237762237762238,0.055944055944055944,0.02097902097902098,0.06293706293706294,0.13986013986013987,0.06293706293706294,0.06993006993006994,0.15734265734265734,0.06993006993006994,0.17482517482517482,0.2301864801864802,0.12237762237762238,0.055944055944055944,0.02097902097902098,0.13986013986013987,0.06293706293706294,0.06993006993006994,0.15734265734265734,0.06993006993006994,0.17482517482517482,0.19230769230769232,0.2692307692307692,0.13986013986013987,0.06293706293706294,0.15734265734265734,0.06993006993006994,0.17482517482517482,0.19230769230769232,0.3076923076923077,0.15734265734265734,0.06993006993006994,0.17482517482517482,0.19230769230769232,0.34615384615384615,0.17482517482517482,0.19230769230769232,0.38461538461538464,0.19230769230769232,0.4230769230769231,0.46153846153846156
[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.0,-0.02097902097902098,0.045454545454545456,-0.0,0.0,0.0,0.0,0.0979020979020979,0.3962703962703963,0.0,0.0,0.08741258741258741,0.3554778554778555,0.06993006993006994,0.3146853146853147,0.7062937062937062,0.6736596736596736,0.0,0.0,0.0,0.1048951048951049,0.3962703962703963,0.0,0.08741258741258741,0.3554778554778555,0.7389277389277389,0.3146853146853147,0.7062937062937062,1.0,0.08741258741258741,0.3554778554778555,0.7389277389277389,0.7062937062937062,1.0,1.0,0.0,0.0,0.1048951048951049,0.3962703962703963,0.7715617715617715,0.08741258741258741,0.3554778554778555,0.7389277389277389,0.7062937062937062,1.0,0.3554778554778555,0.7389277389277389,1.0,1.0,1.0,0.7389277389277389,1.0,1.0,0.0,0.1048951048951049,0.3962703962703963,0.7715617715617715,0.3554778554778555,0.7389277389277389,1.0,1.0,0.7389277389277389,1.0,1.0,1.0,1.0,1.0,0.1048951048951049,0.3962703962703963,0.7715617715617715,1.0,0.7389277389277389,1.0,1.0,1.0,1.0,1.0,1.0,0.3962703962703963,0.7715617715617715,1.0,1.0,1.0,1.0,1.0,0.7715617715617715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.011655011655011656,-0.01554001554001554,0.015151515151515152,-0.0,-0.0,0.0,0.013053613053613054,0.06278166278166278,0.19230769230769232,0.0,0.019425019425019424,0.07762237762237763,0.1972027972027972,0.07925407925407925,0.19883449883449883,0.393006993006993,0.393006993006993,0.0,0.0,0.023310023310023312,0.09044289044289044,0.2233100233100233,0.023310023310023312,0.09401709401709402,0.22657342657342658,0.43216783216783217,0.22657342657342658,0.43108003108003107,0.7062937062937062,0.10878010878010878,0.25594405594405595,0.46915306915306915,0.46915306915306915,0.7356643356643356,0.765034965034965,0.0,0.027972027972027972,0.10878010878010878,0.2543123543123543,0.47132867132867134,0.10878010878010878,0.25594405594405595,0.46915306915306915,0.46915306915306915,0.7356643356643356,0.2853146853146853,0.5061383061383061,0.765034965034965,0.765034965034965,1.0,0.5431235431235432,0.7911421911421911,1.0,0.03263403263403263,0.12548562548562547,0.2853146853146853,0.5072261072261073,0.2853146853146853,0.5061383061383061,0.765034965034965,0.765034965034965,0.5431235431235432,0.7911421911421911,1.0,0.8172494172494172,1.0,1.0,0.14219114219114218,0.3163170163170163,0.5431235431235432,0.7944055944055944,0.5431235431235432,0.7911421911421911,1.0,0.8172494172494172,1.0,1.0,1.0,0.3473193473193473,0.579020979020979,0.8172494172494172,0.8172494172494172,1.0,1.0,1.0,0.6149184149184149,0.84009324009324,1.0,1.0,1.0,0.862937062937063,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.011655011655011656,-0.018315018315018316,-0.013486513486513486,0.005827505827505828,-0.0,-0.0,-0.0,0.010267510267510268,0.033782883782883785,0.07536907536907538,0.008741258741258742,0.02577977577977578,0.054945054945054944,0.09766899766899767,0.06836496836496836,0.11608391608391608,0.1710955710955711,0.1972027972027972,0.0,0.01048951048951049,0.031496281496281496,0.06521811521811521,0.11235431235431236,0.039543789543789544,0.0807914307914308,0.13449883449883449,0.1972027972027972,0.15291375291375292,0.22657342657342658,0.35384615384615387,0.10622710622710622,0.17498057498057498,0.25594405594405595,0.2853146853146853,0.393006993006993,0.47132867132867134,0.013986013986013986,0.04637029637029637,0.09333444333444334,0.15291375291375292,0.2233100233100233,0.10622710622710622,0.17498057498057498,0.25594405594405595,0.2853146853146853,0.393006993006993,0.2191142191142191,0.31724941724941724,0.43216783216783217,0.47132867132867134,0.7062937062937062,0.3811188811188811,0.5088578088578088,0.7062937062937062,0.060023310023310024,0.12162837162837163,0.19704739704739704,0.2853146853146853,0.2191142191142191,0.31724941724941724,0.43216783216783217,0.47132867132867134,0.3811188811188811,0.5088578088578088,0.7062937062937062,0.583916083916084,0.7389277389277389,0.8041958041958042,0.15243090243090243,0.24475524475524477,0.3491841491841492,0.47132867132867134,0.3811188811188811,0.5088578088578088,0.7062937062937062,0.583916083916084,0.7389277389277389,0.8041958041958042,1.0,0.29603729603729606,0.4149184149184149,0.5463869463869464,0.583916083916084,0.7389277389277389,0.8041958041958042,1.0,0.4825174825174825,0.6188811188811189,0.7715617715617715,0.8041958041958042,1.0,0.6888111888111889,0.8286713286713286,1.0,0.8776223776223776,1.0,1.0,1.0
