,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3554778554778555,-0.2853146853146853,-0.2191142191142191,-0.14957264957264957,-0.07342657342657342,-0.0,-0.16783216783216784,-0.13084693084693086,-0.08741258741258741,-0.04079254079254079,-0.0,-0.04467754467754468,-0.020396270396270396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0644910644910645,-0.04467754467754468,-0.020396270396270396,-0.0,-0.0,-0.008741258741258742,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.012237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.46915306915306915,-0.2853146853146853,-0.14219114219114218,-0.04351204351204351,-0.0,-0.43216783216783217,-0.25594405594405595,-0.12755762755762756,-0.04079254079254079,-0.0,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1972027972027972,-0.09401709401709402,-0.029137529137529136,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08624708624708624,-0.027195027195027196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.765034965034965,-0.43216783216783217,-0.16783216783216784,-0.03496503496503497,-0.0,-0.22144522144522144,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43216783216783217,-0.16783216783216784,-0.03496503496503497,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.21678321678321677,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.765034965034965,-0.47132867132867134,-0.21678321678321677,-0.055944055944055944,-0.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.16783216783216784,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43216783216783217,-0.19463869463869463,-0.05244755244755245,-0.0,-0.0,-0.043706293706293704,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.21678321678321677,-0.06118881118881119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.3146853146853147,-0.06993006993006994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.0,-0.06993006993006994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4370629370629371,-0.12237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.03263403263403263,-0.060023310023310024,-0.07536907536907538,-0.06585081585081586,0.02505827505827506,-0.0,-0.012237762237762238,-0.02165889665889666,-0.0168997668997669,0.02505827505827506,-0.0034965034965034965,-0.0005827505827505828,0.02505827505827506,0.08624708624708624,0.02505827505827506,0.08624708624708624,0.21678321678321677,-0.0,-0.0034965034965034965,-0.0005827505827505828,0.02505827505827506,0.08624708624708624,0.0034965034965034965,0.02505827505827506,0.08624708624708624,0.08624708624708624,0.21678321678321677,0.02505827505827506,0.08624708624708624,0.21678321678321677,0.21678321678321677,0.4370629370629371,-0.0,0.002913752913752914,0.02165889665889666,0.07536907536907538,0.02165889665889666,0.07536907536907538,0.19230769230769232,0.19230769230769232,0.07536907536907538,0.19230769230769232,0.3962703962703963,0.16783216783216784,0.3554778554778555,0.0034965034965034965,0.02165889665889666,0.07536907536907538,0.19230769230769232,0.07536907536907538,0.19230769230769232,0.3962703962703963,0.19230769230769232,0.3962703962703963,0.3554778554778555,0.6410256410256411,0.02165889665889666,0.07536907536907538,0.19230769230769232,0.19230769230769232,0.3962703962703963,0.3962703962703963,0.6410256410256411,0.07536907536907538,0.19230769230769232,0.3962703962703963,0.3962703962703963,0.6858974358974359,0.19230769230769232,0.3962703962703963,0.6858974358974359,0.3962703962703963,0.6858974358974359,0.6858974358974359,1.0
[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.08741258741258741,-0.10878010878010878,-0.10622710622710622,-0.08702408702408702,-0.050699300699300696,0.004079254079254079,-0.04195804195804196,-0.05235042735042735,-0.04588467088467089,-0.02564102564102564,0.006118881118881119,-0.01848151848151848,-0.009324009324009324,0.008158508158508158,0.016317016317016316,0.010198135198135198,0.021756021756021756,0.04895104895104895,-0.013986013986013986,-0.015886890886890888,-0.007575757575757576,0.008158508158508158,0.016317016317016316,-0.0,0.010198135198135198,0.021756021756021756,0.027195027195027196,0.04895104895104895,0.012237762237762238,0.027195027195027196,0.04895104895104895,0.06118881118881119,0.12237762237762238,-0.002913752913752914,-0.0,0.008741258741258742,0.018648018648018648,0.01048951048951049,0.023310023310023312,0.04195804195804196,0.05244755244755245,0.027972027972027972,0.05244755244755245,0.1048951048951049,0.05244755244755245,0.08741258741258741,0.002913752913752914,0.01048951048951049,0.023310023310023312,0.04195804195804196,0.027972027972027972,0.05244755244755245,0.1048951048951049,0.06293706293706294,0.1048951048951049,0.1048951048951049,0.19230769230769232,0.012237762237762238,0.027972027972027972,0.05244755244755245,0.06293706293706294,0.1048951048951049,0.1258741258741259,0.19230769230769232,0.03263403263403263,0.06293706293706294,0.1048951048951049,0.1258741258741259,0.23076923076923078,0.07342657342657342,0.1258741258741259,0.23076923076923078,0.14685314685314685,0.23076923076923078,0.2692307692307692,0.46153846153846156
[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3146853146853147,-0.22657342657342658,-0.15291375291375292,-0.08741258741258741,-0.03263403263403263,-0.0,-0.19230769230769232,-0.13084693084693086,-0.07672882672882674,-0.030594405594405596,-0.0,-0.060023310023310024,-0.024475524475524476,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.04467754467754468,-0.017482517482517484,-0.0,-0.0,-0.012237762237762238,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.008741258741258742,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6736596736596736,-0.393006993006993,-0.1972027972027972,-0.07536907536907538,-0.016317016317016316,-0.0,-0.47132867132867134,-0.2543123543123543,-0.10878010878010878,-0.027972027972027972,-0.0,-0.14219114219114218,-0.04079254079254079,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.09207459207459208,-0.023310023310023312,-0.0,-0.0,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.018648018648018648,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3554778554778555,-0.2853146853146853,-0.2191142191142191,-0.14957264957264957,-0.07342657342657342,-0.0,-0.16783216783216784,-0.13084693084693086,-0.08741258741258741,-0.04079254079254079,-0.0,-0.04467754467754468,-0.020396270396270396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.05235042735042735,-0.024475524475524476,-0.0,-0.0,-0.01048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.01048951048951049,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.46915306915306915,-0.2853146853146853,-0.14219114219114218,-0.04351204351204351,-0.0,-0.43216783216783217,-0.25594405594405595,-0.12755762755762756,-0.04079254079254079,-0.0,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.027972027972027972,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.765034965034965,-0.43216783216783217,-0.16783216783216784,-0.03496503496503497,-0.0,-0.22144522144522144,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.47132867132867134,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.06293706293706294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.765034965034965,-0.47132867132867134,-0.21678321678321677,-0.055944055944055944,-0.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.16783216783216784,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.47132867132867134,-0.22144522144522144,-0.06293706293706294,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7389277389277389,-0.5431235431235432,-0.3811188811188811,-0.2338772338772339,-0.0979020979020979,-0.0,-0.43216783216783217,-0.2853146853146853,-0.16511266511266512,-0.06526806526806526,-0.0,-0.10878010878010878,-0.04079254079254079,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1972027972027972,-0.10878010878010878,-0.04079254079254079,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.027972027972027972,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.765034965034965,-0.47132867132867134,-0.21678321678321677,-0.055944055944055944,-0.0,-0.765034965034965,-0.4705128205128205,-0.22144522144522144,-0.06118881118881119,-0.0,-0.22144522144522144,-0.06293706293706294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43216783216783217,-0.19463869463869463,-0.05244755244755245,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.3146853146853147,-0.06993006993006994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7389277389277389,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.08741258741258741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.12237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8172494172494172,-0.583916083916084,-0.34265734265734266,-0.1258741258741259,-0.0,-0.765034965034965,-0.5088578088578088,-0.27972027972027974,-0.0979020979020979,-0.0,-0.22144522144522144,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43216783216783217,-0.22144522144522144,-0.07342657342657342,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.16783216783216784,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-1.0,-0.7389277389277389,-0.3554778554778555,-0.08741258741258741,-0.0,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7389277389277389,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.1048951048951049,-0.14219114219114218,-0.15243090243090243,-0.14219114219114218,-0.10431235431235432,0.004079254079254079,-0.04195804195804196,-0.060023310023310024,-0.060023310023310024,-0.041375291375291376,0.004079254079254079,-0.019064269064269064,-0.013403263403263404,0.004079254079254079,0.016317016317016316,0.004079254079254079,0.016317016317016316,0.04895104895104895,-0.013986013986013986,-0.019064269064269064,-0.013403263403263404,0.004079254079254079,0.016317016317016316,-0.002913752913752914,0.004079254079254079,0.016317016317016316,0.016317016317016316,0.04895104895104895,0.004079254079254079,0.016317016317016316,0.04895104895104895,0.04895104895104895,0.12237762237762238,-0.0034965034965034965,-0.002913752913752914,0.004079254079254079,0.016317016317016316,0.004079254079254079,0.016317016317016316,0.04895104895104895,0.04895104895104895,0.016317016317016316,0.04895104895104895,0.12237762237762238,0.04895104895104895,0.12237762237762238,-0.0,0.0034965034965034965,0.013986013986013986,0.04195804195804196,0.013986013986013986,0.04195804195804196,0.1048951048951049,0.04195804195804196,0.1048951048951049,0.1048951048951049,0.19230769230769232,0.0034965034965034965,0.013986013986013986,0.04195804195804196,0.04195804195804196,0.1048951048951049,0.1048951048951049,0.23076923076923078,0.013986013986013986,0.04195804195804196,0.1048951048951049,0.1048951048951049,0.23076923076923078,0.04195804195804196,0.1048951048951049,0.23076923076923078,0.1048951048951049,0.23076923076923078,0.23076923076923078,0.46153846153846156
[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3554778554778555,-0.2853146853146853,-0.2191142191142191,-0.14957264957264957,-0.07342657342657342,-0.0,-0.19230769230769232,-0.14933954933954935,-0.10110722610722611,-0.04895104895104895,-0.0,-0.060023310023310024,-0.028554778554778556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.05235042735042735,-0.024475524475524476,-0.0,-0.0,-0.012237762237762238,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.01048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0034965034965034965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.46915306915306915,-0.2853146853146853,-0.14219114219114218,-0.04351204351204351,-0.0,-0.47132867132867134,-0.2853146853146853,-0.14633514633514633,-0.04895104895104895,-0.0,-0.14219114219114218,-0.04895104895104895,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013986013986013986,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
