,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.05244755244755245,-0.05198135198135198,-0.036846486846486844,-0.018315018315018316,-0.002913752913752914,0.004079254079254079,-0.03986013986013986,-0.03141025641025641,-0.015401265401265402,-0.0,0.008741258741258742,-0.007409257409257409,0.005827505827505828,0.014568764568764568,0.011655011655011656,0.020396270396270396,0.018648018648018648,0.02097902097902098,-0.007925407925407926,0.0009157509157509158,0.011655011655011656,0.017482517482517484,0.013986013986013986,0.019230769230769232,0.025495337995337996,0.023310023310023312,0.03263403263403263,0.027972027972027972,0.04079254079254079,0.04079254079254079,0.03496503496503497,0.04895104895104895,0.06993006993006994,0.0168997668997669,0.02564102564102564,0.030594405594405596,0.027972027972027972,0.04079254079254079,0.04079254079254079,0.03496503496503497,0.04895104895104895,0.06526806526806526,0.06118881118881119,0.06993006993006994,0.0979020979020979,0.08741258741258741,0.041375291375291376,0.04895104895104895,0.04895104895104895,0.04195804195804196,0.06526806526806526,0.06118881118881119,0.06993006993006994,0.0979020979020979,0.08741258741258741,0.13986013986013987,0.19230769230769232,0.07342657342657342,0.07832167832167833,0.07342657342657342,0.0979020979020979,0.08741258741258741,0.13986013986013987,0.19230769230769232,0.11748251748251748,0.11748251748251748,0.1048951048951049,0.13986013986013987,0.19230769230769232,0.17622377622377622,0.16783216783216784,0.19230769230769232,0.2517482517482518,0.23076923076923078,0.34615384615384615,0.46153846153846156
[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.2331002331002331,-0.11888111888111888,-0.053613053613053616,-0.01825951825951826,-0.0034965034965034965,-0.0,-0.19230769230769232,-0.09386169386169387,-0.03700466200466201,-0.008741258741258742,-0.0,-0.060023310023310024,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.0337995337995338,-0.008158508158508158,0.0,0.0,-0.014277389277389278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.006118881118881119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.023310023310023312,-0.039543789543789544,-0.040015540015540016,-0.009906759906759906,0.0775058275058275,-0.0,-0.008741258741258742,-0.010378510378510378,0.007409257409257409,0.060023310023310024,-0.0,0.010961260961260962,0.04467754467754468,0.10878010878010878,0.03146853146853147,0.07925407925407925,0.11888111888111888,0.0,0.0,0.014985014985014986,0.060023310023310024,0.14219114219114218,0.013292263292263292,0.04467754467754468,0.10878010878010878,0.07925407925407925,0.16783216783216784,0.04467754467754468,0.10878010878010878,0.22144522144522144,0.16783216783216784,0.3146853146853147,0.0034965034965034965,0.01848151848151848,0.060023310023310024,0.14219114219114218,0.04467754467754468,0.10878010878010878,0.22144522144522144,0.16783216783216784,0.10878010878010878,0.22144522144522144,0.3146853146853147,0.22144522144522144,0.3962703962703963,0.019064269064269064,0.060023310023310024,0.14219114219114218,0.27972027972027974,0.10878010878010878,0.22144522144522144,0.3146853146853147,0.22144522144522144,0.3962703962703963,0.3962703962703963,0.6410256410256411,0.060023310023310024,0.14219114219114218,0.27972027972027974,0.22144522144522144,0.3962703962703963,0.3962703962703963,0.6410256410256411,0.14219114219114218,0.27972027972027974,0.479020979020979,0.3962703962703963,0.6410256410256411,0.27972027972027974,0.479020979020979,0.6410256410256411,0.479020979020979,0.7307692307692307,0.7307692307692307,1.0
[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.06993006993006994,-0.07925407925407925,-0.06836496836496836,-0.04523254523254523,-0.013986013986013986,0.016317016317016316,-0.03496503496503497,-0.037257187257187255,-0.02577977577977578,-0.005827505827505828,0.016317016317016316,-0.010961260961260962,-0.0,0.014568764568764568,0.023310023310023312,0.011655011655011656,0.019425019425019424,0.02097902097902098,-0.015384615384615385,-0.011988011988011988,0.0017482517482517483,0.020396270396270396,0.03263403263403263,0.005244755244755245,0.017482517482517484,0.029137529137529136,0.023310023310023312,0.03496503496503497,0.020396270396270396,0.03496503496503497,0.05244755244755245,0.04195804195804196,0.06993006993006994,0.0005827505827505828,0.009324009324009324,0.024475524475524476,0.04079254079254079,0.020396270396270396,0.03496503496503497,0.05244755244755245,0.04195804195804196,0.04079254079254079,0.06293706293706294,0.06993006993006994,0.07342657342657342,0.1048951048951049,0.013403263403263404,0.028554778554778556,0.04895104895104895,0.07342657342657342,0.04079254079254079,0.06293706293706294,0.06993006993006994,0.07342657342657342,0.1048951048951049,0.12237762237762238,0.19230769230769232,0.03263403263403263,0.05710955710955711,0.08811188811188811,0.07342657342657342,0.1048951048951049,0.12237762237762238,0.19230769230769232,0.06526806526806526,0.1027972027972028,0.14685314685314685,0.12237762237762238,0.19230769230769232,0.11748251748251748,0.17132867132867133,0.19230769230769232,0.1958041958041958,0.2692307692307692,0.3076923076923077,0.46153846153846156
[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.2738927738927739,-0.1710955710955711,-0.09766899766899767,-0.04467754467754468,-0.012237762237762238,-0.0,-0.16783216783216784,-0.09766899766899767,-0.0473970473970474,-0.014568764568764568,-0.0,-0.04467754467754468,-0.014568764568764568,-0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.042540792540792544,-0.013597513597513598,0.0,0.0,-0.012237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.008158508158508158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6410256410256411,-0.3146853146853147,-0.11888111888111888,-0.031857031857031856,-0.004662004662004662,-0.0,-0.43216783216783217,-0.1972027972027972,-0.0644910644910645,-0.011655011655011656,-0.0,-0.10878010878010878,-0.023310023310023312,-0.0,-0.0,0.0,0.0,0.0,-0.2494172494172494,-0.08624708624708624,-0.016317016317016316,0.0,0.0,-0.03263403263403263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3146853146853147,-0.22657342657342658,-0.15291375291375292,-0.08741258741258741,-0.03263403263403263,-0.0,-0.14335664335664336,-0.09766899766899767,-0.05536130536130536,-0.020396270396270396,-0.0,-0.03146853146853147,-0.011655011655011656,-0.0,-0.0,-0.0,0.0,0.0,-0.08624708624708624,-0.05128205128205128,-0.020396270396270396,0.0,0.0,-0.010198135198135198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.010198135198135198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6736596736596736,-0.393006993006993,-0.1972027972027972,-0.07536907536907538,-0.016317016317016316,-0.0,-0.393006993006993,-0.19883449883449883,-0.07925407925407925,-0.018648018648018648,-0.0,-0.07925407925407925,-0.019425019425019424,-0.0,-0.0,-0.0,-0.0,0.0,-0.2494172494172494,-0.1048951048951049,-0.027195027195027196,0.0,0.0,-0.027195027195027196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.021756021756021756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.11888111888111888,-0.02097902097902098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5104895104895105,-0.21678321678321677,-0.04895104895104895,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21678321678321677,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.013986013986013986,-0.031857031857031856,-0.02564102564102564,0.08624708624708624,-0.0,-0.0,-0.004662004662004662,0.007925407925407926,0.08624708624708624,-0.0,0.015384615384615385,0.08624708624708624,0.2494172494172494,0.08624708624708624,0.2494172494172494,0.5104895104895105,-0.0,0.0,0.013053613053613054,0.07536907536907538,0.2233100233100233,0.013986013986013986,0.07536907536907538,0.2233100233100233,0.2233100233100233,0.47132867132867134,0.0644910644910645,0.1972027972027972,0.43216783216783217,0.43216783216783217,0.7062937062937062,0.0,0.013986013986013986,0.07536907536907538,0.2233100233100233,0.07536907536907538,0.2233100233100233,0.47132867132867134,0.47132867132867134,0.1972027972027972,0.43216783216783217,0.7389277389277389,0.43216783216783217,0.7389277389277389,0.013986013986013986,0.07536907536907538,0.2233100233100233,0.47132867132867134,0.2233100233100233,0.47132867132867134,0.7715617715617715,0.43216783216783217,0.7389277389277389,0.7389277389277389,1.0,0.07536907536907538,0.2233100233100233,0.47132867132867134,0.47132867132867134,0.7715617715617715,0.7389277389277389,1.0,0.2233100233100233,0.47132867132867134,0.7715617715617715,0.7715617715617715,1.0,0.47132867132867134,0.7715617715617715,1.0,0.7715617715617715,1.0,1.0,1.0
[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.023310023310023312,-0.039543789543789544,-0.042346542346542344,-0.024891774891774892,0.02505827505827506,-0.0,-0.01048951048951049,-0.013555888555888556,-0.0009157509157509158,0.0337995337995338,-0.0,0.011988011988011988,0.042540792540792544,0.08624708624708624,0.05128205128205128,0.1048951048951049,0.21678321678321677,-0.0,-0.0,0.010378510378510378,0.03700466200466201,0.07536907536907538,0.015886890886890888,0.04467754467754468,0.09207459207459208,0.10878010878010878,0.19230769230769232,0.04467754467754468,0.09401709401709402,0.16783216783216784,0.19463869463869463,0.3146853146853147,0.0034965034965034965,0.015886890886890888,0.04467754467754468,0.09207459207459208,0.05235042735042735,0.10878010878010878,0.19230769230769232,0.22144522144522144,0.10878010878010878,0.19463869463869463,0.3554778554778555,0.22144522144522144,0.3554778554778555,0.019064269064269064,0.05235042735042735,0.10878010878010878,0.19230769230769232,0.12548562548562547,0.22144522144522144,0.3962703962703963,0.22144522144522144,0.3554778554778555,0.3962703962703963,0.6410256410256411,0.060023310023310024,0.12548562548562547,0.22144522144522144,0.2505827505827506,0.3962703962703963,0.3962703962703963,0.6410256410256411,0.14219114219114218,0.2505827505827506,0.3962703962703963,0.4376456876456876,0.6410256410256411,0.27972027972027974,0.4376456876456876,0.6858974358974359,0.479020979020979,0.6858974358974359,0.7307692307692307,1.0
[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.06993006993006994,-0.07925407925407925,-0.06871461871461872,-0.047175047175047176,-0.019813519813519812,0.004079254079254079,-0.04195804195804196,-0.04386169386169386,-0.031496281496281496,-0.011655011655011656,0.008158508158508158,-0.014985014985014986,-0.0017482517482517483,0.013597513597513598,0.016317016317016316,0.020396270396270396,0.027195027195027196,0.04895104895104895,-0.013053613053613054,-0.010378510378510378,-0.0,0.011655011655011656,0.013986013986013986,0.006993006993006993,0.017482517482517484,0.023310023310023312,0.03496503496503497,0.04195804195804196,0.020396270396270396,0.029137529137529136,0.03496503496503497,0.05244755244755245,0.06993006993006994,0.0005827505827505828,0.007575757575757576,0.017482517482517484,0.023310023310023312,0.024475524475524476,0.03496503496503497,0.04195804195804196,0.06293706293706294,0.04079254079254079,0.05244755244755245,0.08741258741258741,0.07342657342657342,0.08741258741258741,0.013403263403263404,0.024475524475524476,0.03496503496503497,0.04195804195804196,0.04895104895104895,0.06293706293706294,0.1048951048951049,0.07342657342657342,0.08741258741258741,0.12237762237762238,0.19230769230769232,0.03263403263403263,0.04895104895104895,0.06293706293706294,0.08811188811188811,0.1048951048951049,0.12237762237762238,0.19230769230769232,0.06526806526806526,0.08811188811188811,0.1048951048951049,0.14685314685314685,0.19230769230769232,0.11748251748251748,0.14685314685314685,0.23076923076923078,0.1958041958041958,0.23076923076923078,0.3076923076923077,0.46153846153846156
[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.2738927738927739,-0.1710955710955711,-0.09766899766899767,-0.04467754467754468,-0.012237762237762238,-0.0,-0.19230769230769232,-0.11235431235431236,-0.05536130536130536,-0.017482517482517484,-0.0,-0.060023310023310024,-0.020396270396270396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.03700466200466201,-0.011655011655011656,-0.0,0.0,-0.012237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.008158508158508158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6410256410256411,-0.3146853146853147,-0.11888111888111888,-0.031857031857031856,-0.004662004662004662,-0.0,-0.47132867132867134,-0.2233100233100233,-0.07536907536907538,-0.013986013986013986,-0.0,-0.14219114219114218,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.07536907536907538,-0.013986013986013986,-0.0,-0.0,-0.03263403263403263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.08741258741258741,-0.10878010878010878,-0.10622710622710622,-0.08663558663558664,-0.047785547785547784,0.016317016317016316,-0.03496503496503497,-0.04467754467754468,-0.038863913863913864,-0.019230769230769232,0.014277389277389278,-0.013292263292263292,-0.005244755244755245,0.012237762237762238,0.03263403263403263,0.010198135198135198,0.027195027195027196,0.04895104895104895,-0.013986013986013986,-0.015886890886890888,-0.006993006993006993,0.012237762237762238,0.03263403263403263,-0.0,0.01048951048951049,0.027972027972027972,0.023310023310023312,0.05244755244755245,0.008741258741258742,0.023310023310023312,0.05244755244755245,0.043706293706293704,0.06993006993006994,-0.0034965034965034965,0.0,0.012237762237762238,0.03263403263403263,0.01048951048951049,0.027972027972027972,0.06293706293706294,0.05244755244755245,0.023310023310023312,0.05244755244755245,0.08741258741258741,0.05244755244755245,0.1048951048951049,0.002913752913752914,0.012237762237762238,0.03263403263403263,0.07342657342657342,0.027972027972027972,0.06293706293706294,0.1048951048951049,0.05244755244755245,0.1048951048951049,0.1048951048951049,0.19230769230769232,0.012237762237762238,0.03263403263403263,0.07342657342657342,0.06293706293706294,0.1258741258741259,0.1048951048951049,0.19230769230769232,0.03263403263403263,0.07342657342657342,0.14685314685314685,0.1258741258741259,0.19230769230769232,0.07342657342657342,0.14685314685314685,0.23076923076923078,0.14685314685314685,0.2692307692307692,0.2692307692307692,0.46153846153846156
[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.46153846153846156,-0.3146853146853147,-0.22657342657342658,-0.15291375291375292,-0.08741258741258741,-0.03263403263403263,-0.0,-0.16783216783216784,-0.11425796425796426,-0.06604506604506605,-0.025495337995337996,-0.0,-0.04467754467754468,-0.017482517482517484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.04467754467754468,-0.017482517482517484,-0.0,-0.0,-0.01048951048951049,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505827505827506,-0.010198135198135198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.6736596736596736,-0.393006993006993,-0.1972027972027972,-0.07536907536907538,-0.016317016317016316,-0.0,-0.43216783216783217,-0.22657342657342658,-0.09401709401709402,-0.023310023310023312,-0.0,-0.10878010878010878,-0.029137529137529136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.09207459207459208,-0.023310023310023312,-0.0,-0.0,-0.027972027972027972,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.021756021756021756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.46915306915306915,-0.2853146853146853,-0.14219114219114218,-0.04351204351204351,-0.0,-0.393006993006993,-0.22657342657342658,-0.10878010878010878,-0.03263403263403263,-0.0,-0.07925407925407925,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2233100233100233,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08624708624708624,-0.027195027195027196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.7356643356643356,-0.393006993006993,-0.14335664335664336,-0.027972027972027972,-0.0,-0.16783216783216784,-0.03496503496503497,-0.0,-0.0,-0.0,-0.0,-0.0,-0.47132867132867134,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.21678321678321677,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
