,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[4. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.19230769230769232,-0.16783216783216784,-0.13084693084693086,-0.08741258741258741,-0.04079254079254079,-0.0,-0.0644910644910645,-0.04467754467754468,-0.020396270396270396,-0.0,-0.0,-0.008741258741258742,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.01048951048951049,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079254079254079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.393006993006993,-0.22657342657342658,-0.10878010878010878,-0.03263403263403263,-0.0,-0.1972027972027972,-0.09401709401709402,-0.029137529137529136,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.43216783216783217,-0.16783216783216784,-0.03496503496503497,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.393006993006993,-0.16783216783216784,-0.04195804195804196,-0.0,-0.0,-0.03496503496503497,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.43216783216783217,-0.2853146853146853,-0.16511266511266512,-0.06526806526806526,-0.0,-0.1972027972027972,-0.10878010878010878,-0.04079254079254079,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0644910644910645,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.43216783216783217,-0.19463869463869463,-0.05244755244755245,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.16783216783216784,-0.043706293706293704,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[4. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.0,-0.06993006993006994,-0.0,-0.0,-0.0,-0.0,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12237762237762238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.04195804195804196,-0.060023310023310024,-0.060023310023310024,-0.041375291375291376,0.004079254079254079,-0.013986013986013986,-0.019064269064269064,-0.013403263403263404,0.004079254079254079,0.016317016317016316,-0.002913752913752914,0.004079254079254079,0.016317016317016316,0.016317016317016316,0.04895104895104895,-0.0034965034965034965,-0.002913752913752914,0.004079254079254079,0.016317016317016316,0.004079254079254079,0.016317016317016316,0.04895104895104895,0.04895104895104895,0.016317016317016316,0.04895104895104895,0.12237762237762238,-0.0,0.0034965034965034965,0.013986013986013986,0.04195804195804196,0.013986013986013986,0.04195804195804196,0.1048951048951049,0.04195804195804196,0.1048951048951049,0.08741258741258741,0.0034965034965034965,0.013986013986013986,0.04195804195804196,0.04195804195804196,0.1048951048951049,0.1048951048951049,0.19230769230769232,0.013986013986013986,0.04195804195804196,0.1048951048951049,0.1048951048951049,0.23076923076923078,0.04195804195804196,0.1048951048951049,0.23076923076923078,0.1048951048951049,0.23076923076923078,0.23076923076923078,0.46153846153846156
[5. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.19230769230769232,-0.16783216783216784,-0.13084693084693086,-0.08741258741258741,-0.04079254079254079,-0.0,-0.07536907536907538,-0.05235042735042735,-0.024475524475524476,-0.0,-0.0,-0.012237762237762238,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.01048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0034965034965034965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.393006993006993,-0.22657342657342658,-0.10878010878010878,-0.03263403263403263,-0.0,-0.2233100233100233,-0.10878010878010878,-0.03496503496503497,-0.0,-0.0,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013986013986013986,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7062937062937062,-0.35384615384615387,-0.11888111888111888,-0.02097902097902098,-0.0,-0.47132867132867134,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.43216783216783217,-0.2853146853146853,-0.16511266511266512,-0.06526806526806526,-0.0,-0.1972027972027972,-0.10878010878010878,-0.04079254079254079,-0.0,-0.0,-0.023310023310023312,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.027972027972027972,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013986013986013986,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.43216783216783217,-0.19463869463869463,-0.05244755244755245,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.0,-0.06993006993006994,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.765034965034965,-0.5088578088578088,-0.27972027972027974,-0.0979020979020979,-0.0,-0.43216783216783217,-0.22144522144522144,-0.07342657342657342,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.16783216783216784,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.7389277389277389,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7715617715617715,-0.4370629370629371,-0.13986013986013987,-0.0,-0.7389277389277389,-0.3962703962703963,-0.12237762237762238,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.3554778554778555,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08741258741258741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.19230769230769232,-0.19230769230769232,-0.16783216783216784,-0.1284965034965035,-0.07342657342657342,-0.0,-0.07536907536907538,-0.060023310023310024,-0.03263403263403263,-0.0,-0.0,-0.012237762237762238,-0.0,-0.0,-0.0,-0.0,-0.02165889665889666,-0.012237762237762238,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0034965034965034965,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.43216783216783217,-0.2853146853146853,-0.16511266511266512,-0.06526806526806526,-0.0,-0.2233100233100233,-0.12548562548562547,-0.04895104895104895,-0.0,-0.0,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.027972027972027972,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013986013986013986,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7356643356643356,-0.43216783216783217,-0.19230769230769232,-0.04895104895104895,-0.0,-0.47132867132867134,-0.22144522144522144,-0.06293706293706294,-0.0,-0.0,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.765034965034965,-0.5088578088578088,-0.27972027972027974,-0.0979020979020979,-0.0,-0.43216783216783217,-0.22144522144522144,-0.07342657342657342,-0.0,-0.0,-0.05244755244755245,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.06293706293706294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.7389277389277389,-0.3554778554778555,-0.08741258741258741,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7715617715617715,-0.4370629370629371,-0.13986013986013987,-0.0,-0.7389277389277389,-0.3962703962703963,-0.12237762237762238,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.3554778554778555,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-0.0,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.6410256410256411,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.6410256410256411,-0.47132867132867134,-0.3473193473193473,-0.2338772338772339,-0.11748251748251748,-0.0,-0.2233100233100233,-0.14219114219114218,-0.06526806526806526,-0.0,-0.0,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.07536907536907538,-0.03263403263403263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013986013986013986,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.765034965034965,-0.5088578088578088,-0.27972027972027974,-0.0979020979020979,-0.0,-0.47132867132867134,-0.2505827505827506,-0.08811188811188811,-0.0,-0.0,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.06293706293706294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7062937062937062,-0.3146853146853147,-0.06993006993006994,-0.0,-0.7715617715617715,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.14685314685314685,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7715617715617715,-0.4370629370629371,-0.13986013986013987,-0.0,-0.7389277389277389,-0.3962703962703963,-0.12237762237762238,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1258741258741259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-0.0,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.6410256410256411,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23076923076923078,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7944055944055944,-0.583916083916084,-0.3793706293706294,-0.17622377622377622,-0.0,-0.47132867132867134,-0.27972027972027974,-0.11748251748251748,-0.0,-0.0,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.19230769230769232,-0.07342657342657342,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04195804195804196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7715617715617715,-0.4370629370629371,-0.13986013986013987,-0.0,-0.7715617715617715,-0.4376456876456876,-0.14685314685314685,-0.0,-0.0,-0.14685314685314685,-0.0,-0.0,-0.0,-0.0,-0.3962703962703963,-0.1258741258741259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1048951048951049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
[8. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-1.0,-0.6410256410256411,-0.19230769230769232,-0.0,-0.0,-0.19230769230769232,-0.0,-0.0,-0.0,-0.0,-0.6858974358974359,-0.23076923076923078,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23076923076923078,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
