,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6571428571428571,0.0,0.0,0.2,0.6571428571428571,0.2,0.6571428571428571,1.0,1.0,0.0,0.0,0.0,0.2,0.6571428571428571,0.0,0.2,0.6571428571428571,1.0,0.6571428571428571,1.0,1.0,0.2,0.6571428571428571,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.6571428571428571,1.0,0.2,0.6571428571428571,1.0,1.0,1.0,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.6571428571428571,1.0,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],-0.0,-0.0,0.0,0.0,0.0,0.017948717948717947,0.0989010989010989,0.0,0.0,0.0,0.02564102564102564,0.12087912087912088,0.34065934065934067,0.0,0.03205128205128205,0.14285714285714285,0.37362637362637363,0.16483516483516483,0.4065934065934066,0.7362637362637363,0.7582417582417582,0.0,0.0,0.03205128205128205,0.14285714285714285,0.37362637362637363,0.038461538461538464,0.16483516483516483,0.4065934065934066,0.7362637362637363,0.43956043956043955,0.7582417582417582,1.0,0.18681318681318682,0.43956043956043955,0.7582417582417582,0.7802197802197802,1.0,1.0,0.0,0.038461538461538464,0.16483516483516483,0.4065934065934066,0.7362637362637363,0.18681318681318682,0.43956043956043955,0.7582417582417582,0.7802197802197802,1.0,0.4725274725274725,0.7802197802197802,1.0,1.0,1.0,0.8021978021978022,1.0,1.0,0.04487179487179487,0.18681318681318682,0.43956043956043955,0.7582417582417582,0.4725274725274725,0.7802197802197802,1.0,1.0,0.8021978021978022,1.0,1.0,1.0,1.0,1.0,0.2087912087912088,0.4725274725274725,0.7802197802197802,1.0,0.8021978021978022,1.0,1.0,1.0,1.0,1.0,1.0,0.5054945054945055,0.8021978021978022,1.0,1.0,1.0,1.0,1.0,0.8241758241758241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-0.0,-0.0,-0.0,0.0,0.0032634032634032634,0.016183816183816185,0.04695304695304695,0.0,0.0,0.006993006993006993,0.028265068265068267,0.07092907092907093,0.14285714285714285,0.009790209790209791,0.03996003996003996,0.09756909756909757,0.19080919080919082,0.12687312687312688,0.24035964035964036,0.4065934065934066,0.47052947052947053,0.0,0.009790209790209791,0.03996003996003996,0.09756909756909757,0.19080919080919082,0.052947052947052944,0.12687312687312688,0.24035964035964036,0.4065934065934066,0.2915084915084915,0.47052947052947053,0.7582417582417582,0.15884115884115885,0.2915084915084915,0.47052947052947053,0.5324675324675324,0.7582417582417582,0.8021978021978022,0.013053613053613054,0.052947052947052944,0.12687312687312688,0.24035964035964036,0.4065934065934066,0.15884115884115885,0.2915084915084915,0.47052947052947053,0.5324675324675324,0.7582417582417582,0.34425574425574423,0.5324675324675324,0.7582417582417582,0.8021978021978022,1.0,0.5924075924075924,0.8021978021978022,1.0,0.0675990675990676,0.15884115884115885,0.2915084915084915,0.47052947052947053,0.34425574425574423,0.5324675324675324,0.7582417582417582,0.8021978021978022,0.5924075924075924,0.8021978021978022,1.0,0.8417582417582418,1.0,1.0,0.19347319347319347,0.34425574425574423,0.5324675324675324,0.7582417582417582,0.5924075924075924,0.8021978021978022,1.0,0.8417582417582418,1.0,1.0,1.0,0.3986013986013986,0.5924075924075924,0.8021978021978022,0.8417582417582418,1.0,1.0,1.0,0.6503496503496503,0.8417582417582418,1.0,1.0,1.0,0.8769230769230769,1.0,1.0,1.0,1.0,1.0,1.0
[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,0.002997002997002997,0.009781884781884782,0.01898101898101898,0.0,0.0032634032634032634,0.01038961038961039,0.0219003219003219,0.036297036297036296,0.04695304695304695,0.017365967365967367,0.03614718614718615,0.05927405927405927,0.08291708291708291,0.08824508824508824,0.12687312687312688,0.16683316683316685,0.23876123876123875,0.0048951048951048955,0.017365967365967367,0.036224886224886226,0.05927405927405927,0.08291708291708291,0.05337995337995338,0.08824508824508824,0.12687312687312688,0.16683316683316685,0.17857142857142858,0.23876123876123875,0.4065934065934066,0.12354312354312354,0.17857142857142858,0.23876123876123875,0.3166833166833167,0.4065934065934066,0.5054945054945055,0.025174825174825177,0.05337995337995338,0.08824508824508824,0.12687312687312688,0.16683316683316685,0.12354312354312354,0.17857142857142858,0.23876123876123875,0.3166833166833167,0.4065934065934066,0.23776223776223776,0.3166833166833167,0.4065934065934066,0.5054945054945055,0.7362637362637363,0.3993006993006993,0.5054945054945055,0.7362637362637363,0.07453379953379953,0.12354312354312354,0.17857142857142858,0.23876123876123875,0.23776223776223776,0.3166833166833167,0.4065934065934066,0.5054945054945055,0.3993006993006993,0.5054945054945055,0.7362637362637363,0.6,0.7362637362637363,0.8153846153846154,0.1655011655011655,0.23776223776223776,0.3166833166833167,0.4065934065934066,0.3993006993006993,0.5054945054945055,0.7362637362637363,0.6,0.7362637362637363,0.8153846153846154,1.0,0.3041958041958042,0.3993006993006993,0.5054945054945055,0.6,0.7362637362637363,0.8153846153846154,1.0,0.4853146853146853,0.6,0.7362637362637363,0.8153846153846154,1.0,0.6884615384615385,0.8153846153846154,1.0,0.8769230769230769,1.0,1.0,1.0
[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.0032634032634032634,-0.002997002997002997,-0.0,0.0037185037185037185,0.005661005661005661,0.002331002331002331,0.0036186036186036186,0.007492507492507493,0.011932511932511932,0.01431901431901432,0.01098901098901099,0.017982017982017984,0.02483072483072483,0.028971028971028972,0.026973026973026972,0.05128205128205128,0.052947052947052944,0.04695304695304695,0.08957708957708958,0.01098901098901099,0.018603618603618605,0.025363525363525364,0.028971028971028972,0.026973026973026972,0.04315684315684316,0.05128205128205128,0.052947052947052944,0.04695304695304695,0.09090909090909091,0.08957708957708958,0.14285714285714285,0.08298368298368299,0.09090909090909091,0.08957708957708958,0.14918414918414918,0.14285714285714285,0.23076923076923078,0.030969030969030968,0.04324564324564325,0.05128205128205128,0.052947052947052944,0.04695304695304695,0.08298368298368299,0.09090909090909091,0.08957708957708958,0.14918414918414918,0.14285714285714285,0.14265734265734265,0.14918414918414918,0.14285714285714285,0.23076923076923078,0.34065934065934067,0.22657342657342658,0.23076923076923078,0.34065934065934067,0.0675990675990676,0.08298368298368299,0.09090909090909091,0.08957708957708958,0.14265734265734265,0.14918414918414918,0.14285714285714285,0.23076923076923078,0.22657342657342658,0.23076923076923078,0.34065934065934067,0.3384615384615385,0.34065934065934067,0.48131868131868133,0.1258741258741259,0.14265734265734265,0.14918414918414918,0.14285714285714285,0.22657342657342658,0.23076923076923078,0.34065934065934067,0.3384615384615385,0.34065934065934067,0.48131868131868133,0.6571428571428571,0.2097902097902098,0.22657342657342658,0.23076923076923078,0.3384615384615385,0.34065934065934067,0.48131868131868133,0.6571428571428571,0.32167832167832167,0.3384615384615385,0.34065934065934067,0.48131868131868133,0.6571428571428571,0.46153846153846156,0.48131868131868133,0.6571428571428571,0.6263736263736264,0.6571428571428571,0.8095238095238095,1.0
[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-0.0,-0.017948717948717947,-0.016183816183816185,-0.009781884781884782,-0.0037185037185037185,-0.0,0.0009324009324009324,-0.01351981351981352,-0.008391608391608392,-0.0019425019425019425,0.002331002331002331,0.0032634032634032634,0.0013986013986013986,0.005128205128205128,0.008741258741258742,0.008702408702408702,0.0048951048951048955,0.019580419580419582,0.013053613053613054,0.006993006993006993,0.018648018648018648,0.0072261072261072265,0.009887334887334887,0.010683760683760684,0.008702408702408702,0.0048951048951048955,0.023076923076923078,0.019580419580419582,0.013053613053613054,0.006993006993006993,0.02937062937062937,0.018648018648018648,0.02564102564102564,0.039160839160839164,0.02937062937062937,0.018648018648018648,0.04195804195804196,0.02564102564102564,0.057692307692307696,0.024397824397824397,0.023853923853923854,0.019580419580419582,0.013053613053613054,0.006993006993006993,0.039160839160839164,0.02937062937062937,0.018648018648018648,0.04195804195804196,0.02564102564102564,0.05874125874125874,0.04195804195804196,0.02564102564102564,0.057692307692307696,0.07692307692307693,0.08391608391608392,0.057692307692307696,0.07692307692307693,0.044716394716394714,0.039160839160839164,0.02937062937062937,0.018648018648018648,0.05874125874125874,0.04195804195804196,0.02564102564102564,0.057692307692307696,0.08391608391608392,0.057692307692307696,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.07179487179487179,0.05874125874125874,0.04195804195804196,0.02564102564102564,0.08391608391608392,0.057692307692307696,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.2,0.1076923076923077,0.08391608391608392,0.057692307692307696,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.2,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.2,0.21153846153846154,0.15384615384615385,0.2,0.28205128205128205,0.2,0.36666666666666664,0.4666666666666667
[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-0.2,-0.0989010989010989,-0.04695304695304695,-0.01898101898101898,-0.005661005661005661,-0.0009324009324009324,-0.0,-0.10023310023310024,-0.04428904428904429,-0.015384615384615385,-0.003108003108003108,0.0,0.0,-0.031701631701631705,-0.007459207459207459,0.0,0.0,0.0,0.0,0.0,0.0,-0.03496503496503497,-0.012121212121212121,-0.0024864024864024864,0.0,0.0,-0.005594405594405594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008857808857808859,-0.0018648018648018648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012432012432012432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0,-0.002331002331002331,0.01351981351981352,0.10023310023310024,-0.0,0.0,0.0,0.015850815850815853,0.08957708957708958,0.2627372627372627,0.0,0.013986013986013986,0.07892107892107893,0.23876123876123875,0.06826506826506827,0.21478521478521478,0.47052947052947053,0.4385614385614386,0.0,0.0,0.016317016317016316,0.08957708957708958,0.2627372627372627,0.013986013986013986,0.07892107892107893,0.23876123876123875,0.5024975024975025,0.21478521478521478,0.47052947052947053,0.7582417582417582,0.07892107892107893,0.23876123876123875,0.5024975024975025,0.47052947052947053,0.7802197802197802,0.7802197802197802,0.0,0.016317016317016316,0.08957708957708958,0.2627372627372627,0.5344655344655345,0.07892107892107893,0.23876123876123875,0.5024975024975025,0.47052947052947053,0.7802197802197802,0.23876123876123875,0.5024975024975025,0.8021978021978022,0.7802197802197802,1.0,0.5024975024975025,0.8021978021978022,1.0,0.016317016317016316,0.08957708957708958,0.2627372627372627,0.5344655344655345,0.23876123876123875,0.5024975024975025,0.8021978021978022,0.7802197802197802,0.5024975024975025,0.8021978021978022,1.0,0.8021978021978022,1.0,1.0,0.08957708957708958,0.2627372627372627,0.5344655344655345,0.8241758241758241,0.5024975024975025,0.8021978021978022,1.0,0.8021978021978022,1.0,1.0,1.0,0.2627372627372627,0.5344655344655345,0.8241758241758241,0.8021978021978022,1.0,1.0,1.0,0.5344655344655345,0.8241758241758241,1.0,1.0,1.0,0.8241758241758241,1.0,1.0,1.0,1.0,1.0,1.0
[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.0,-0.0032634032634032634,-0.0036186036186036186,0.008391608391608392,0.04428904428904429,-0.0,-0.0,0.0021756021756021756,0.014851814851814853,0.04784104784104784,0.1068931068931069,0.0032634032634032634,0.016642616642616643,0.049617049617049616,0.1108891108891109,0.049617049617049616,0.11222111222111222,0.21478521478521478,0.21478521478521478,0.0,0.0038073038073038073,0.019173419173419172,0.05627705627705628,0.12420912420912421,0.01938061938061938,0.05716505716505717,0.12687312687312688,0.23876123876123875,0.12687312687312688,0.23976023976023977,0.4065934065934066,0.06471306471306472,0.14285714285714285,0.2647352647352647,0.2647352647352647,0.43956043956043955,0.4725274725274725,0.004351204351204351,0.02227772227772228,0.06471306471306472,0.14152514152514153,0.2627372627372627,0.06471306471306472,0.14285714285714285,0.2647352647352647,0.2647352647352647,0.43956043956043955,0.15884115884115885,0.2907092907092907,0.4725274725274725,0.4725274725274725,0.7362637362637363,0.3166833166833167,0.5047619047619047,0.7362637362637363,0.025174825174825177,0.07314907314907315,0.15884115884115885,0.2897102897102897,0.15884115884115885,0.2907092907092907,0.4725274725274725,0.4725274725274725,0.3166833166833167,0.5047619047619047,0.7362637362637363,0.536996336996337,0.7626373626373626,0.789010989010989,0.08158508158508158,0.17615717615717616,0.3166833166833167,0.5054945054945055,0.3166833166833167,0.5047619047619047,0.7362637362637363,0.536996336996337,0.7626373626373626,0.789010989010989,1.0,0.19347319347319347,0.3436563436563437,0.536996336996337,0.536996336996337,0.7626373626373626,0.789010989010989,1.0,0.3706293706293706,0.5684981684981685,0.789010989010989,0.789010989010989,1.0,0.6,0.8124542124542125,1.0,0.8358974358974359,1.0,1.0,1.0
[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.0,-0.0,-0.006993006993006993,-0.01038961038961039,-0.007492507492507493,0.0019425019425019425,0.015384615384615385,-0.0,-0.0021756021756021756,-0.0,0.00805860805860806,0.020646020646020648,0.030969030969030968,0.00419025419025419,0.01224886224886225,0.025308025308025308,0.03996003996003996,0.028971028971028972,0.047452547452547456,0.06826506826506827,0.07892107892107893,0.0013986013986013986,0.005183705183705184,0.014418914418914418,0.028971028971028972,0.045621045621045624,0.01718836718836719,0.033766233766233764,0.054945054945054944,0.07892107892107893,0.06243756243756244,0.0924075924075924,0.14285714285714285,0.043356643356643354,0.07192807192807193,0.10589410589410589,0.11938061938061938,0.16483516483516483,0.2087912087912088,0.007792207792207792,0.019835719835719835,0.03856143856143856,0.06243756243756244,0.08957708957708958,0.043356643356643354,0.07192807192807193,0.10589410589410589,0.11938061938061938,0.16483516483516483,0.09090909090909091,0.13576423576423577,0.18681318681318682,0.2087912087912088,0.34065934065934067,0.16853146853146853,0.23406593406593407,0.34065934065934067,0.025174825174825177,0.04941724941724942,0.08141858141858142,0.11938061938061938,0.09090909090909091,0.13576423576423577,0.18681318681318682,0.2087912087912088,0.16853146853146853,0.23406593406593407,0.34065934065934067,0.2846153846153846,0.3758241758241758,0.4461538461538462,0.06153846153846154,0.10256410256410256,0.15214785214785215,0.2087912087912088,0.16853146853146853,0.23406593406593407,0.34065934065934067,0.2846153846153846,0.3758241758241758,0.4461538461538462,0.6571428571428571,0.1258741258741259,0.18787878787878787,0.25934065934065936,0.2846153846153846,0.3758241758241758,0.4461538461538462,0.6571428571428571,0.22657342657342658,0.3128205128205128,0.41098901098901097,0.4461538461538462,0.6571428571428571,0.36923076923076925,0.48205128205128206,0.6571428571428571,0.5538461538461539,0.6952380952380952,0.7714285714285715,1.0
